"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110"
"t63",0.13173028367927,0.0316019480790877,-0.155206587964609,0.00780245031344668,-0.0041301567525161,-0.0127416383646321,0.0125733376083148,-0.011438610720807,-7.72962302437249e-06,-0.00158279162124981,-0.0176456572090975,0.000202054866243806,7.8614541761544e-05,2.40411561785161e-05,-0.326512483925431,-9.35549377031605e-05,-0.026209756483148,0.00560936695535627,-0.00124127423036629,-0.00055066272203015,-0.017302919972787,0.0668857633945265,0.000563696618309273,0.466182649879299,-1.1515975891715e-15,5.43865499965658e-07,0.0303720318447499,-0.000265639068247391,0.00265199292580409,0.000378857033219655,-0.000146035040423436,-3.10864976729839e-06,9.46467719235772e-05,5.97514594883437e-05,-1.42211913875894e-05,-0.000957651493753061,8.0304518657984e-05,-0.125110973555082,-0.00747366355580811,-0.0232814033837104,3.98654033795983e-05,1.99162735628766e-05,0.179753649302599,0.261497022913523,0.00132063450429289,0.00061146579506175,0.000153108555553064,0.0016221356217562,0.00281081192468681,0.000165601067266044,-5.47718755557302e-16,0.000409554221973217,-1.14057364900124e-05,9.97238094280731e-06,3.38966559570622e-06,1.02049972676157e-05,0.000188574810963627,-2.79909696878372e-05,1.13009575015585e-05,0.0169822557512819,3.03196421135592e-07,9.18410189084061e-05,2.06555156926088e-07,1.0629143543993e-05,-5.2865553332189e-07,2.9685112765091e-16,-5.29132491006032e-16,-5.72347340609483e-16,6.03072503080242e-06,-1.6252183592863e-06,-4.2121289547488e-07,1.51916506095815e-15,1.12549739472785e-16,-3.60553867869711e-08,-2.34872483201555e-08,1.20232925941981e-07,5.73158256325491e-07,-3.81235212906139e-15,2.08858059548209e-06,-1.11951653006568e-15,-0.707106781186548,-1.4153728002811e-07,-2.13318253042321e-14,6.1797294947009e-15,-4.44259117007869e-17,-0.00450418034064019,-6.26568471756285e-16,4.78426833759769e-08,-6.6690267944632e-16,-4.19075106695151e-08,3.01087308010289e-16,-8.39273386124594e-08,9.06401288177263e-16,9.78369957756545e-16,-4.86063054155499e-17,-1.61722521377999e-16,-7.57792560094343e-16,-2.85297527624038e-15,-2.44257030192772e-15,-5.73328415900716e-16,1.81436977619662e-08,7.81508684587132e-06,2.63288384247565e-15,5.02753725094287e-16,-9.87353768986166e-16,1.35981619026296e-15,1.14593877380097e-15,4.29209165580499e-15,5.3914247702644e-14,-0.0953462589245578
"t6",0.105145235577587,0.00975727371509927,0.0494260332958851,0.00180214602516071,0.00351210431664938,0.0135779350547005,-0.0268213151053967,0.0250020498308817,2.13243206974851e-05,0.0871561992305988,-0.233609899192775,0.00253490258329139,0.000757266295108145,0.000344810560315568,0.0176022965021881,-6.23281802026726e-06,-0.000432571227860927,-0.0266039015198382,0.00438120776183717,0.00443297011041144,0.139026454720573,-0.653398319814562,-0.00743514679798159,0.0355894443947539,8.33821853731236e-16,-0.000835981355294914,0.463906966723623,-0.00199796649504006,-0.496569722770009,5.35228087978527e-05,0.00343638853127584,0.000256944695372969,0.00295465639311809,0.0010817219513633,-0.000902420408104171,-0.00591951034515401,0.000265903131003904,-0.0141493745923861,0.00222901918994669,0.00411550193948377,0.0191243403667383,0.00167367586721125,0.00428312089304518,0.00246626215614824,-0.00437302064895476,-0.000826840313681411,-0.000485903814679949,-0.00990185625762591,-0.00133874962949589,-0.00303582872257724,-5.34770230084513e-16,-0.00421933807293765,-0.000427824965295047,0.000263534236790445,7.92908499253226e-05,8.68222982942565e-05,0.00168178522995981,-0.000139752878383586,4.823796212448e-05,0.0483537578791461,6.55155785563158e-07,0.000435517447083769,1.8075171438681e-07,-3.34751260642227e-06,4.60535870254819e-07,-1.13325235677064e-16,-1.15252216094419e-17,-3.33526531366686e-17,-9.67384651746108e-05,2.69802180871959e-05,8.70791982258866e-06,1.36534505122158e-16,-5.05720286871509e-16,2.08302883008582e-06,1.70944458008538e-06,-1.457204436197e-05,-0.000777069095169218,1.41314652515878e-15,0.000214075611565686,2.50959863050614e-16,-3.70324001149411e-17,-5.88238195381195e-06,-6.85491205542985e-16,8.80175122874648e-17,3.73444009225316e-16,-0.000506228661598691,-7.87718213083642e-17,1.37189680759905e-06,-4.38289824697171e-16,-1.11106900729038e-06,-7.08597887747343e-17,-2.2172383566158e-06,9.81893765272107e-16,8.25724061672089e-16,-4.47164987604686e-16,-2.59777865919027e-16,9.0880629917388e-17,-2.39622667935846e-15,1.73075217406309e-15,-5.27458459960852e-16,3.60809484784743e-07,1.16998773891548e-06,-1.70590116373093e-15,1.03292805600419e-15,-7.80831390512845e-16,1.48770741458585e-15,9.0051943869396e-16,4.53112556761275e-15,5.37507608558069e-14,-0.0953462589245594
"t10",0.111465697506401,0.0134767473337029,0.0835984075193638,0.00454027092361794,0.0013042293877521,0.0060368824419635,-0.0157241906550775,0.0147411139937538,1.31703244357742e-05,0.0628235169182908,-0.176901980911457,0.00192483890755822,0.000585823108622621,0.000287672455943865,0.0169754702995327,-2.01582536026885e-05,-0.000186394850890938,-0.0485999822486474,0.00256970962526044,0.00443033146361476,0.0845927632594321,-0.395705195771386,-0.00443625121212086,0.0203219646989277,-1.76817146940958e-16,-0.000457077675957382,0.16730079770095,-0.000109983731465173,0.858295749816781,-0.000461571773701239,0.00356494353354869,0.000247145701494762,0.00260949403127319,0.000928024633780419,-0.00419941164255279,-0.00484869858562793,0.000216999641357017,-0.0116833083127449,0.00184604753015183,0.00401243451650611,0.0468260523005175,0.00397487465997855,0.00334918852164221,0.00193780915804912,-0.0090889362520008,-0.000599425594818227,-0.000376315458845108,-0.00770034880577108,-0.00104134088342514,-0.00236465881921562,-8.12433624648729e-16,-0.0032887727908807,-0.00033368480469883,0.000205579540298504,6.18581282327606e-05,6.78011154489414e-05,0.00264365017486213,-0.000103135105985512,3.76314487926309e-05,0.0377604697448854,5.11744031755875e-07,0.000340289173772454,1.41234660930731e-07,-2.61637070215431e-06,3.59990747052856e-07,1.83315326922688e-17,-3.86596198921331e-17,6.08624986619179e-17,-7.57443807853586e-05,2.11256195203991e-05,6.81959018971899e-06,1.59724062500151e-16,-3.91795731038755e-16,1.63253882231904e-06,1.33996025113476e-06,-1.14271759080308e-05,-0.0014622316089679,8.46085056349485e-16,0.000167815195447773,2.80958916438964e-16,-1.02202403666747e-16,-4.6144070206423e-06,-2.54999450072146e-16,-1.16289177675235e-16,2.08920708072014e-16,-0.000397372759710017,2.40238431151909e-19,1.07711255454708e-06,-3.63064495084361e-16,-8.72403766197985e-07,-2.52538233980326e-16,-1.74096855237332e-06,8.613161253276e-16,8.45876272917429e-16,-5.90429556398236e-16,-9.71546863337518e-17,1.45643029061281e-18,-2.58144607208427e-15,1.66070178896265e-15,-4.75758208758986e-16,2.8348548189338e-07,9.19306748402251e-07,-1.07110325228604e-15,1.01330354885396e-15,-8.45034382407579e-16,1.63866878981302e-15,9.97294349922947e-16,4.61924058245115e-15,5.38795744198089e-14,-0.0953462589245601
"t107",0.129843229138186,0.0243017448603078,0.18310026124707,0.0125174009801483,-0.00516455452374465,-0.0160917557519528,0.0171172694063573,-0.0156388037858202,-1.10846660054842e-05,-0.0151941535145024,0.0220915400394442,-0.000230282483290459,-5.10089293724497e-05,1.57924242607925e-06,0.00164965746300252,-4.85955651794686e-06,-0.000120570641483201,-0.400753736940561,-0.00134203178754673,-0.153279725265714,-0.0170716513635081,0.0689181280407564,0.000630616801961988,-0.00218663864808264,-1.87850997686769e-16,4.2191276944483e-05,-0.00967198349215677,5.07481297556917e-06,-0.0316345817624985,1.58701453197806e-05,-3.01832357493314e-05,-1.02028755938469e-07,4.79426923752775e-05,3.33800395178726e-05,-0.494876337623221,-0.000262599430853858,1.69583875404011e-05,-0.00135047986378074,0.000224739650837849,0.00146338865314015,0.0538968399099834,0.00463973673740676,0.000267400280795522,0.000175180157247255,-0.0112680754956132,3.71010055329639e-05,-2.58886459105663e-05,-0.000618543280758222,-8.45309646306416e-05,-0.00020623652287792,7.74055875299116e-17,-0.000299435717127529,-3.17863033491644e-05,1.98248906195216e-05,5.99669044246939e-06,7.04149979057198e-06,0.00298402977882859,1.13400371284121e-06,3.99310625839976e-06,0.00416143870373082,5.71743792612615e-08,3.88395679772123e-05,1.61648598737266e-08,-3.05756329729312e-07,4.2457920206538e-08,-9.42233911064325e-17,1.53817063013818e-16,3.05553411427013e-17,-1.01053956038725e-05,2.82383281706608e-06,9.22208844216908e-07,1.05718361336458e-16,-6.47159664721454e-16,2.29778688090888e-07,1.89788564580584e-07,-1.63904626852763e-06,-0.00210288814474517,1.86223291280706e-17,2.44816557628825e-05,1.88578303588081e-16,2.50748493684445e-16,-6.93856437331435e-07,-8.88835861835873e-16,4.12014731206579e-15,-6.4143543844588e-16,-6.1641461174858e-05,3.45547861906348e-16,1.68643222564524e-07,1.17028635820197e-16,-1.37116368967396e-07,2.8707688762852e-15,-2.73687312429661e-07,1.53939883734693e-15,-1.56769033395742e-15,4.41702895795386e-16,-6.87249555978866e-16,3.45859103502832e-15,-1.21085197752006e-15,-6.56965751763135e-15,8.86646960011666e-17,4.58128837675571e-08,1.48946154035278e-07,-3.40708480110145e-15,-1.28876720544483e-15,1.78235262306822e-16,7.86724808930846e-15,4.87737835251918e-15,-0.707106781186543,5.55254331509612e-14,-0.0953462589245925
"t108",0.129843229138186,0.0243017448603078,0.18310026124707,0.0125174009801483,-0.00516455452374465,-0.0160917557519528,0.0171172694063573,-0.0156388037858202,-1.10846660054946e-05,-0.0151941535145025,0.0220915400394443,-0.000230282483290446,-5.10089293723426e-05,1.57924242595018e-06,0.00164965746300271,-4.859556517853e-06,-0.000120570641483038,-0.400753736940561,-0.00134203178754684,-0.153279725265714,-0.0170716513635079,0.0689181280407562,0.000630616801961911,-0.00218663864808265,-1.6853234316806e-16,4.21912769445218e-05,-0.00967198349215717,5.07481297553437e-06,-0.0316345817624986,1.58701453197897e-05,-3.01832357496453e-05,-1.02028755622636e-07,4.79426923750555e-05,3.33800395175578e-05,-0.494876337623221,-0.000262599430854094,1.6958387540237e-05,-0.00135047986378102,0.000224739650837891,0.00146338865314024,0.0538968399099834,0.00463973673740706,0.000267400280795386,0.000175180157247077,-0.0112680754956141,3.71010055325112e-05,-2.58886459106295e-05,-0.000618543280757751,-8.45309646299848e-05,-0.000206236522877636,9.65584007229202e-16,-0.000299435717127305,-3.17863033492928e-05,1.98248906194265e-05,5.99669044277468e-06,7.04149979158451e-06,0.00298402977882793,1.13400371312009e-06,3.99310625955587e-06,0.0041614387037317,5.71743788774661e-08,3.88395679774919e-05,1.61648600358415e-08,-3.05756330090466e-07,4.24579203630933e-08,-9.42226667794656e-17,-6.8227322212132e-17,-3.16386181639065e-16,-1.01053956056797e-05,2.82383281335995e-06,9.22208843813098e-07,4.46732344003729e-16,2.35753613901772e-16,2.29778688198497e-07,1.89788564376735e-07,-1.63904626891917e-06,-0.00210288814474562,1.7290596764412e-15,2.44816557605428e-05,5.6939667492037e-16,-5.08333166283632e-16,-6.93856437793696e-07,1.62477845485452e-15,-2.94364668162696e-15,1.13404947183054e-15,-6.16414611687226e-05,-2.60107552239042e-16,1.68643223148047e-07,-3.39274870791664e-16,-1.37116368597268e-07,-3.46050609036781e-15,-2.73687317042676e-07,2.15766020065588e-16,3.39014936038429e-15,-1.39656929166952e-15,3.89795039108115e-16,-3.41737422179298e-15,-3.69116694525805e-15,9.36204288942346e-15,-7.48620894575123e-16,4.58128846448216e-08,1.4894615421049e-07,2.13709136883489e-15,3.52481859121695e-15,-1.93124235697223e-15,-4.90886632256446e-15,-2.85763262486341e-15,0.707106781186552,5.2343169508063e-14,-0.0953462589245251
"t89",0.129762152891662,0.024255444282311,0.182679062584444,0.0124839726508617,-0.00513928425153319,-0.0160065753588724,0.0169991395792733,-0.0155298632112712,-1.10004076737371e-05,-0.0150094270714415,0.0217777800140797,-0.000226988031345239,-5.02455805239198e-05,1.5525528394899e-06,0.0016188716830454,-4.75882777630992e-06,-0.000117747065000594,-0.390249045339299,-0.0012982971959053,-0.147740792499778,-0.0163212842690398,0.0656683634302495,0.000597660465389374,-0.00205400684835259,6.23644814831167e-17,3.94080951337797e-05,-0.00885134746906995,4.59258843077203e-06,-0.028296944922556,1.41439304396238e-05,-2.52364208268772e-05,-8.21194990538528e-08,3.19252283954471e-05,1.30322600167029e-05,0.505022598821979,-0.000343582270430194,2.00964821701638e-05,-0.00153862448396677,0.000255377383338088,0.00163267697374766,0.0599614250890717,0.00511906181539113,0.000287035547597136,0.00018776778262583,-0.0120566965239957,3.96877317013662e-05,-2.76284997594891e-05,-0.000658169482941288,-8.99181741497574e-05,-0.000218828825600026,-1.7310768736271e-15,-0.000317157756255785,-3.36003067565978e-05,2.0944550612516e-05,6.33384014620671e-06,7.41425528786859e-06,0.00313587523731036,1.19169137130651e-06,4.19365024373569e-06,0.00436541644370445,5.99417581012296e-08,4.06796048531893e-05,1.69284652974868e-08,-3.19881971479723e-07,4.43997842902319e-08,2.25371428333405e-16,9.32053910351897e-17,9.92798712668417e-17,-1.05057004756405e-05,2.9354364977368e-06,9.58149060136866e-07,6.89259386746453e-16,-6.97258118499277e-16,2.383228256172e-07,1.9679975205908e-07,-1.69895964703933e-06,-0.00217879729189722,-7.62499959288756e-16,2.53420075305633e-05,9.80733582266459e-17,-2.2378721466103e-16,-7.17379308325232e-07,1.87671528441635e-15,-2.6812614922399e-15,-7.15427016539098e-16,-6.36494705648119e-05,-1.02830576574789e-15,1.74070690319508e-07,9.33028023933737e-17,-1.41507091293887e-07,-2.09997016742131e-15,-2.82448880388235e-07,5.35293481840466e-15,2.7083442228432e-15,1.21467807802066e-14,-1.01737359232728e-14,1.44846170103757e-14,0.707106781186545,2.30427124483384e-13,-1.87064473749439e-14,4.72269123823149e-08,1.53527703954163e-07,3.0276407005128e-14,-3.42126860427843e-15,7.69410759093103e-15,4.02876400093655e-15,6.00522720362752e-16,5.86967531390272e-15,5.42855720244113e-14,-0.0953462589245792
"t90",0.129762152891662,0.0242554442823111,0.182679062584443,0.0124839726508617,-0.00513928425153321,-0.0160065753588724,0.0169991395792735,-0.0155298632112713,-1.10004076735986e-05,-0.0150094270714415,0.0217777800140798,-0.000226988031345225,-5.02455805235498e-05,1.55255283932711e-06,0.00161887168304566,-4.75882777651926e-06,-0.00011774706500063,-0.390249045339299,-0.00129829719590573,-0.147740792499778,-0.0163212842690397,0.0656683634302491,0.000597660465389146,-0.00205400684835253,5.63465367644549e-17,3.94080951337896e-05,-0.00885134746907009,4.59258843082427e-06,-0.0282969449225561,1.41439304396217e-05,-2.52364208265634e-05,-8.21194992360123e-08,3.1925228396696e-05,1.3032260016819e-05,0.505022598821979,-0.000343582270429379,2.0096482170549e-05,-0.00153862448396646,0.000255377383337946,0.00163267697374742,0.0599614250890721,0.00511906181539083,0.000287035547597279,0.000187767782625807,-0.0120566965239955,3.96877317010444e-05,-2.7628499759452e-05,-0.000658169482941572,-8.99181741496466e-05,-0.000218828825599348,1.01672511231867e-15,-0.000317157756255626,-3.36003067563562e-05,2.09445506126371e-05,6.33384014634627e-06,7.41425528833822e-06,0.00313587523731001,1.19169137128921e-06,4.19365024377992e-06,0.00436541644370506,5.99417578726354e-08,4.06796048533938e-05,1.6928465348614e-08,-3.19881971829545e-07,4.43997844601535e-08,-1.6320625753772e-16,2.72859085388827e-17,-2.060311600899e-16,-1.0505700476273e-05,2.9354364970235e-06,9.58149059550106e-07,-3.91393131790754e-16,-3.75011189676511e-16,2.3832282633179e-07,1.96799752561099e-07,-1.69895964698688e-06,-0.00217879729189476,2.97582913144126e-15,2.5342007531495e-05,5.00463564743977e-16,2.02564706475538e-16,-7.17379309207431e-07,-2.90765206232766e-15,2.52290893635767e-15,1.16501897749629e-15,-6.36494705640444e-05,1.17128406902426e-15,1.74070690248379e-07,-5.69389055983201e-16,-1.41507096634345e-07,1.44720130216176e-15,-2.82448847031767e-07,-3.63550953894962e-15,-7.99266645581976e-16,-1.27541518480408e-14,1.00731791429188e-14,-1.42722675741214e-14,-0.70710678118655,-2.28650096193563e-13,1.80144123967815e-14,4.72268716928313e-08,1.53527688943683e-07,-3.12507653100769e-14,5.66765462127442e-15,-9.27845661297574e-15,-9.29780710775279e-16,1.26575806194415e-15,3.37990500613802e-15,5.36079093141799e-14,-0.0953462589245404
"t27",0.130996860381102,0.0250694617511157,0.190422049796253,0.0131248651623855,-0.00576765548535348,-0.0182308277007588,0.0207895209971586,-0.0190559417221213,-1.39762080500525e-05,-0.0297062207148017,0.0686920170712311,-0.0007412996990924,-0.000214866610226891,-9.47354431973568e-05,-0.00532260071002841,6.44320442682804e-06,7.6950655261176e-05,0.139722655836586,0.000110272222872409,-0.0771408012381577,-0.000296143171218279,0.00221380490796858,2.85573943872146e-05,-0.000114334600468106,1.95619288496904e-16,2.18284321813511e-06,-0.000361080637774075,1.35219654392715e-07,-0.000484805156605402,1.8778572566757e-07,1.17065782238941e-06,6.1165676096023e-09,-5.3894839962421e-06,-4.49385205930264e-06,0.000974803778881477,0.000175640491740828,-1.79022225551266e-05,0.00232484643315138,-0.000407623233695651,-0.00463040956087816,-0.197600757285535,0.000612417279080154,-0.00218183496267133,-0.00257976720422545,0.906409026012981,-0.00721922538299471,-0.000442994587442931,-0.00482873624460401,-0.000626076566521387,-0.0010977738117753,-6.44054157010109e-15,-0.00134827201046865,-0.000123577890740314,7.45138956095681e-05,2.22360823039237e-05,2.41046200026746e-05,0.208754858822419,0.000910638980442307,3.13633231788381e-06,0.00741992680161535,1.07035812510954e-07,7.41806606672241e-05,3.08729233278675e-08,-5.78102337080347e-07,7.96323053719985e-08,-2.47116961707036e-16,-4.21209382917563e-17,8.65475869979329e-17,-1.6268245953111e-05,4.53539073910294e-06,1.46061708580024e-06,5.32166762453376e-16,-4.36257245635765e-16,3.48804629893519e-07,2.86754138575583e-07,-2.46526820310046e-06,-0.00643697543396327,3.608186787474e-16,3.50064206533908e-05,1.52393643928248e-16,-5.82530095093977e-17,-9.66764724919568e-07,5.58677286172889e-16,1.49551400268081e-16,4.43806227832917e-16,-8.34272894937376e-05,-2.74552472707318e-17,2.26313360036414e-07,1.49790510531801e-16,-1.8336712560423e-07,-7.58699214197871e-16,-3.6593478669185e-07,1.17915819241025e-15,1.14568200295425e-15,-2.39715525924445e-16,-4.14090155536809e-17,-1.29305943273251e-16,-2.5794876553329e-15,1.06655543357332e-15,-2.90798434921833e-16,5.97799826501195e-08,1.93929476888982e-07,1.27119201636856e-16,1.18060915492475e-15,-9.40908961270082e-16,1.66349169083348e-15,1.06378232436183e-15,5.09114830684889e-15,5.35897875272222e-14,-0.0953462589245549
"t33",0.132316243855234,0.0258496417273047,0.197605023310365,0.0137017206739569,-0.00624242031275486,-0.0198607536331327,0.023251795949156,-0.021335571273244,-1.58122472202677e-05,-0.0362417819630655,0.0867213557738655,-0.000937492000929359,-0.000274759382646942,-0.000125165762237143,-0.00724597501004361,9.08712736631265e-06,0.000113686888235467,0.21674451626091,0.000191647386511726,-0.143048471105175,-0.000636665164685574,0.00506801200084513,7.25136918730794e-05,-0.000348038503437868,1.38845919024227e-17,7.51879772605262e-06,-0.00211125834532507,1.16857420623381e-06,-0.00755721514556087,3.82502786866422e-06,-7.75526833540516e-06,-2.6347027366388e-08,1.18651902535005e-05,7.02449833837113e-06,-0.00116569198707183,-8.92280876278687e-05,5.09987801341399e-06,-0.000348764661861149,5.68677380563327e-05,0.000260035069200889,0.00776628406294242,0.0397992871812927,-0.000194781352896513,-0.000239681755176171,0.0869734879608484,-0.00069486471508869,-4.2920375042731e-05,-0.00043221264402716,-5.50562515654399e-05,-7.30714006952674e-05,-9.80106650784128e-16,-4.98038912353258e-05,3.20532251479394e-06,-3.97531329872657e-06,-1.49371155544477e-06,-1.28492530174754e-05,-0.919894511636507,-0.00416210286716749,3.4313276576459e-05,0.0141740931875164,1.55023641584345e-07,8.1270602222528e-05,3.29163637373167e-08,-5.24630377954354e-07,6.8548877284024e-08,1.36436334983735e-15,5.78276977421194e-17,6.44356287798634e-18,-1.06486263041303e-05,2.96504804182997e-06,9.48617958644856e-07,7.10345479092263e-16,3.37878691784263e-16,2.23675673130139e-07,1.83725131243723e-07,-1.57787665029307e-06,-0.00411709013669936,8.07548019888522e-16,2.23944883392631e-05,2.50919289782458e-16,-2.23305353144728e-16,-6.20376302023186e-07,1.80291505552473e-16,4.83504855900911e-17,-1.13215685454866e-16,-5.38678631892103e-05,1.1203941752718e-16,1.46466316218415e-07,-3.16308305958675e-16,-1.18792080389805e-07,-3.57019876130504e-16,-2.37079669837042e-07,6.747671046844e-16,-1.72753694594092e-16,-1.57212765825302e-15,-4.46554627525741e-16,6.09478342516122e-16,-2.3856327961424e-15,2.24561705806303e-15,-4.37061015533725e-16,3.90446414196337e-08,1.26766040525566e-07,-1.01191231511633e-15,9.88082123747532e-16,-1.09810066973895e-15,1.71781982687505e-15,1.20997211021973e-15,4.23567833202647e-15,5.39828508527939e-14,-0.0953462589245595
"t87",0.13320520993859,0.0263724861976246,0.202411009952011,0.0140871093038322,-0.0065569046952811,-0.020938829073495,0.0248711237731346,-0.0228344451792408,-1.70168365401315e-05,-0.0404684324796319,0.0983133599988033,-0.00106359821519805,-0.000313187239645408,-0.000144590795013265,-0.00846834357239558,1.07591879991439e-05,0.000136780123362012,0.264880758253669,0.000241901295196387,-0.183509890304889,-0.000843308617307501,0.0067927440736752,9.89100159984518e-05,-0.000487109607119934,-6.26334684323067e-17,1.06778771298381e-05,-0.00313187984828896,1.76720934880305e-06,-0.0116300335546978,5.91605848118478e-06,-1.27788524088551e-05,-4.44726312224127e-08,2.13061298941039e-05,1.32304820303278e-05,-0.00230170536397383,-0.000220244940840249,1.56918081116683e-05,-0.00144650201456303,0.000244444716355047,0.00168632271400994,0.0563359000594804,0.498726304651781,0.000508595734569129,0.000547497625232008,-0.169752870960953,0.00132619427154697,6.6184445846011e-05,0.000505839753869587,6.25127159480978e-05,6.43552217712641e-05,-1.03065056466568e-16,3.61299271380694e-05,-1.8233871812876e-06,2.09998326006329e-06,7.63499195007061e-07,3.9762392259587e-06,0.18313349459736,0.000825341616677814,-5.68158939663762e-06,-0.00151930432475541,-1.21948587916618e-08,-2.64958723023484e-06,-8.76283023889177e-10,-9.30085257084513e-09,2.52676054069803e-09,-2.68568921302614e-16,-4.5986111772215e-17,-3.45640405830392e-16,-2.76259039262906e-06,7.77912498904636e-07,2.65498334904184e-07,-4.02130039645478e-16,-1.42047146415552e-15,7.48118832236603e-08,6.27598503681601e-08,-5.56844135292912e-07,-0.00150687179757475,2.6237513097591e-15,8.79563782314108e-06,3.60001019954962e-16,-1.11906076452474e-15,-2.64445765454384e-07,1.86143518748428e-16,-2.499269503974e-15,1.67861986779128e-15,-2.4810221551549e-05,-5.79257014062909e-16,6.89049718825263e-08,-2.70953986393046e-16,-5.63632257390081e-08,1.03079431536819e-15,-1.12539556911786e-07,1.58365412003181e-15,-1.88977415937465e-14,7.72745203971551e-15,-1.39477142873076e-14,0.707106781186547,-1.72284422140228e-14,3.76900758199469e-14,-9.32218734948154e-15,1.96283843963665e-08,6.4046242379828e-08,2.9429357857185e-15,-3.47538613592853e-15,-2.48506755105465e-15,3.32145758623376e-15,8.08152082924105e-16,7.80379724780046e-15,5.35803382393555e-14,-0.0953462589245612
"t88",0.13320520993859,0.0263724861976246,0.202411009952011,0.0140871093038321,-0.00655690469528114,-0.020938829073495,0.0248711237731347,-0.0228344451792408,-1.70168365401159e-05,-0.0404684324796319,0.0983133599988033,-0.00106359821519812,-0.000313187239645388,-0.000144590795013329,-0.00846834357239554,1.07591879990272e-05,0.000136780123362124,0.264880758253669,0.000241901295196253,-0.183509890304889,-0.000843308617307687,0.00679274407367514,9.89100159985177e-05,-0.000487109607119992,-7.40231065864487e-17,1.06778771298457e-05,-0.00313187984828887,1.76720934906597e-06,-0.0116300335546979,5.91605848112493e-06,-1.27788524087285e-05,-4.44726313466623e-08,2.13061298941317e-05,1.3230482030202e-05,-0.00230170536397375,-0.000220244940839958,1.56918081117661e-05,-0.00144650201456324,0.000244444716355172,0.00168632271401017,0.0563359000594801,0.49872630465178,0.000508595734569674,0.000547497625231777,-0.169752870960953,0.0013261942715462,6.61844458457984e-05,0.000505839753869166,6.25127159482937e-05,6.43552217719868e-05,3.1326857776796e-16,3.61299271383589e-05,-1.82338718099408e-06,2.09998325998466e-06,7.63499195180292e-07,3.97623922666645e-06,0.183133494597359,0.000825341616677787,-5.68158939660369e-06,-0.00151930432475473,-1.21948589659329e-08,-2.64958722990117e-06,-8.76283212059876e-10,-9.30085226144432e-09,2.52676066470259e-09,6.44979645604273e-17,2.94019689456956e-16,2.96207267151968e-16,-2.76259039168233e-06,7.77912498921008e-07,2.65498334386992e-07,4.43071043920633e-16,6.37263088941005e-16,7.48118830442766e-08,6.27598502279158e-08,-5.56844135040032e-07,-0.0015068717975732,-7.16675583668736e-16,8.79563782365458e-06,4.65853054109514e-16,7.31877575592633e-16,-2.64445765900857e-07,-1.330456008313e-16,1.56692232367333e-15,-9.99793845268933e-16,-2.48102215580419e-05,5.24037484621137e-16,6.89049689587597e-08,-1.80746818881197e-16,-5.63632274441676e-08,-1.82769079057551e-15,-1.12539545501983e-07,1.29380972916713e-16,2.07615065140353e-14,-8.6453330735599e-15,1.39085839197985e-14,-0.707106781186548,1.16275163656408e-14,-3.55985215934767e-14,8.47054737828911e-15,1.96283840047734e-08,6.40462430721497e-08,-5.30047016779007e-15,5.48019604675355e-15,9.01114402262527e-16,-1.18377465881976e-15,1.30065668982434e-15,9.15260905855059e-16,5.45639166959307e-14,-0.0953462589245611
