"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113"
"t82",0.0623727715712499,0.148905986847808,0.0143246529124693,-0.0184887949779194,8.73624163059201e-05,0.00075796327299601,0.000131887521546243,-0.00125755116518147,-0.00342991701840628,0.312130455858403,-0.00567636036834011,-0.00137510453417109,0.000183516745486888,0.0701933600858563,-0.000377269575511964,0.00655225301461424,4.93115666172705e-05,4.22705483091124e-05,-0.440150197207333,0.00131024336090702,-0.00990024489007967,-0.0030462588181238,0.00240943967700849,0.001902277746416,0.000416571134475281,-0.00218612746889867,-0.000654584712489125,-7.68232262686469e-05,2.21701270232402e-05,-3.74746838771351e-05,-3.8012571572843e-05,-0.000456252330766181,-0.00684620905080165,0.000658636997935389,-5.79461502134995e-06,0.159975440879618,-0.00168246623141019,-0.000120956905253017,-0.00205833483363927,-9.90951235928323e-06,-0.0116074349169894,-4.00331653718222e-06,4.91839398809886e-07,-5.45608415226224e-06,4.48253413909201e-06,7.61156628243339e-07,-3.36598032555633e-16,3.27840996035479e-07,7.80205876949536e-05,0.000376874898834431,-9.01894900232341e-17,-5.53999294802661e-06,-2.83264032743535e-05,-0.00413754734617435,5.15546877353924e-06,2.86109435277304e-05,0.000150579556931354,6.80197495488969e-06,-2.49444900637508e-05,-1.24773126194916e-15,-0.377404775533267,-6.21809965989227e-05,3.2373259689104e-05,-0.000142606214473586,0.00132108367836402,1.75096315688292e-06,5.14297654291895e-15,-1.82681131228996e-07,1.18870699533485e-09,-1.00313157264298e-16,3.34191488662456e-06,2.56229673246098e-05,-9.5255258924001e-05,-6.21444738189753e-07,-3.80381466967298e-06,6.50597575604425e-16,6.76816471661889e-16,2.83708025005508e-15,-1.74819458816368e-06,3.39306566240829e-08,-1.61312057368052e-07,-7.36653222562753e-06,4.74085911286162e-16,-1.09195107497233e-15,-4.32078692543021e-07,-4.60641767785486e-10,-3.02059276777986e-05,1.3288704304596e-15,-6.28915009292569e-09,-4.14430010871066e-16,1.07342712024675e-14,-1.01109657942415e-06,0.0023288172639484,-6.5149270735753e-15,0.707106781186548,2.13495408163237e-15,1.86499525080348e-14,-5.24894579800412e-07,5.49074473608879e-15,2.67366934105774e-15,-3.23074579631966e-15,2.44460337609108e-07,-9.85925717327436e-07,-3.33574461176403e-15,3.79838765146371e-15,9.2418988617364e-16,-5.33920036167293e-05,-2.59686620742718e-15,3.85845705436895e-05,1.99251506879114e-14,1.82071801521738e-15,3.9497371638047e-14,-0.0940720868383589
"t87",0.0625362214238454,0.149728387984235,0.01441274177814,-0.0188382540297503,8.9773608257358e-05,0.000784576293039807,0.000137512540196067,-0.00132688882395214,-0.00364037259510917,0.334247365551349,-0.00636690961481591,-0.00164461544416605,0.000224597174402025,0.121941961184979,-0.000691731840920471,0.0825149667673403,-0.0192965067675599,-0.000175214218914071,0.375689175404846,-0.000208474473408486,-0.001669062785362,-0.000785090724419674,0.000962754271310286,0.000816825343043592,0.000183407703782462,-0.00102881960154687,-0.000320339385414581,-3.888335174661e-05,1.2280409570523e-05,-2.10772876570096e-05,-2.1817248758103e-05,-0.000262213437035179,-0.00405661352754274,0.00039386498212611,-3.46722400509372e-06,0.095755050492959,-0.00100745876516866,-7.24159599054983e-05,-0.00123230636946247,-5.9185456161926e-06,-0.00692088268929434,-2.38151818889756e-06,2.92172216647705e-07,-3.21999402550914e-06,2.63158998512976e-06,4.43876144670589e-07,-5.09314660126493e-16,1.85963452653821e-07,4.3343730631759e-05,0.000205928898580133,3.81297768052935e-16,-2.9195702508746e-06,-1.49230289304366e-05,-0.00205831111661724,2.42409357522402e-06,1.12841147046939e-05,5.84196902980279e-05,1.73982502636765e-06,-6.03457725935694e-06,5.20322252066822e-17,-0.0072440938422994,5.33540056341778e-06,-7.6552828611806e-06,3.53914550614212e-05,-0.00044346741708159,-1.08567628119475e-06,1.62745906072544e-15,8.20958027827524e-07,8.30088194753617e-09,5.16311190784069e-16,1.01838601035741e-05,6.29940606862084e-05,-0.000173016391236265,-8.50602439978446e-07,-5.08760106417487e-06,-1.09691705273684e-15,7.18921370126934e-16,-6.61005256230266e-16,-9.17733284344269e-07,1.65567870909417e-08,-7.45067529877436e-08,-2.88037489495707e-06,-1.88544461903715e-16,4.008510659378e-15,-2.20683878577973e-08,9.67035618248957e-11,9.41912476820132e-06,3.33445009089063e-15,8.89775731391523e-09,4.1438197091049e-16,-1.49542033141779e-14,3.68362231106155e-05,-0.824612056244246,-8.32110455936382e-15,-5.81702710645784e-15,-2.28088652381298e-15,1.2473160114687e-14,-1.36704843471171e-06,-2.6866152137575e-17,6.84512710189465e-16,-7.90998028094387e-15,5.1499514687624e-07,-2.02910742862281e-06,1.38094961032245e-15,4.83435263552005e-15,1.73235491570098e-16,-8.77785033982698e-05,-1.4598415305943e-15,6.26715979988213e-05,2.17228647992225e-14,3.34217564747654e-15,4.87966277312754e-14,-0.0940720868383803
"t110",0.0625927384614017,0.150004183720782,0.0144420947219011,-0.0189419356927059,9.0442396512144e-05,0.00079158123385352,0.000138923497584138,-0.00134307474058915,-0.00368791799095693,0.339016106722575,-0.00648877540923677,-0.00168340564795195,0.000230165938502563,0.126051844295935,-0.000715504881084736,0.0858357116443527,-0.0200843605876446,-0.000182603243594199,0.392562540419168,-0.000218475783217338,-0.00175572881000906,-0.000827420279100877,0.00101983441114942,0.000866719088227031,0.000194748885652354,-0.00109497667632436,-0.000341541934100956,-4.15349054264974e-05,1.32246801803052e-05,-2.27489598229065e-05,-2.36380750862292e-05,-0.000284182557587049,-0.00444354335229369,0.000435182803200933,-3.83601182956743e-06,0.106053648929054,-0.00111925294271719,-8.06120683110492e-05,-0.0013717977670688,-6.62886452450712e-06,-0.0077710207557018,-2.68143733809337e-06,3.29463905186199e-07,-3.65214251200147e-06,2.99641784177182e-06,5.07642785819548e-07,6.08644730236455e-16,2.15838035532739e-07,5.07669736069886e-05,0.000242771468906277,1.49651172314231e-16,-3.48554681396627e-06,-1.78178611615741e-05,-0.00249919288029588,2.98435953426129e-06,1.43472294786356e-05,7.44560835300552e-05,2.30931654755353e-06,-8.03773640276019e-06,3.82003500831755e-17,-0.0100659280856962,7.51627544355733e-06,-1.0951531662709e-05,5.06825072948599e-05,-0.000639568159116778,-1.59300591682566e-06,6.87959113980191e-16,1.26842874409655e-06,1.3274403934782e-08,-2.04412681761557e-17,1.67198492355827e-05,0.000104871467402165,-0.0002970786094518,-1.53739803806939e-06,-9.24807220601333e-06,3.02029991973078e-16,-2.26704201002334e-16,-3.00990658436449e-17,-2.99683072616089e-06,5.79991264856909e-08,-2.7539076646356e-07,-1.25688956537708e-05,1.07664573751855e-15,-1.85055073817286e-15,-7.6395555400971e-07,-8.54328101318469e-10,-5.71811228794385e-05,-2.98857241254306e-15,-1.48991849419998e-08,-7.80294159389928e-16,8.45884562188449e-15,-1.93527550545626e-05,0.399948552758427,4.25738656765893e-15,4.62713936427239e-15,1.45039034950906e-15,-5.88255244011976e-16,-1.70252343660021e-07,-5.98233664271646e-16,1.26834871895086e-15,-6.31142581221232e-16,1.32790958565313e-07,-5.55892538956434e-07,-1.14661534548196e-15,8.50582368027821e-15,9.35277905684478e-16,-3.89660577109102e-05,-4.62478984890601e-16,2.84413033590754e-05,2.12840280487068e-12,0.707106781186551,1.23948706012683e-13,-0.0940720868383218
"t111",0.0625927384614017,0.150004183720782,0.0144420947219011,-0.0189419356927059,9.04423965121439e-05,0.000791581233853556,0.000138923497584119,-0.00134307474058929,-0.00368791799095687,0.339016106722575,-0.0064887754092366,-0.00168340564795187,0.00023016593850249,0.126051844295935,-0.000715504881084539,0.0858357116443528,-0.0200843605876447,-0.000182603243593638,0.392562540419168,-0.000218475783217279,-0.00175572881000933,-0.000827420279101423,0.00101983441114915,0.000866719088227228,0.000194748885652293,-0.00109497667632486,-0.000341541934101179,-4.15349054260491e-05,1.32246801802642e-05,-2.27489598227414e-05,-2.36380750863771e-05,-0.000284182557587099,-0.00444354335229374,0.000435182803201037,-3.83601183014535e-06,0.106053648929053,-0.00111925294271757,-8.06120683124121e-05,-0.00137179776706904,-6.62886452443446e-06,-0.00777102075570215,-2.68143733796668e-06,3.29463904923013e-07,-3.65214251164795e-06,2.99641784166518e-06,5.07642785674378e-07,3.31088974080326e-16,2.15838034227579e-07,5.076697360762e-05,0.000242771468906759,-9.23176055310336e-17,-3.48554681532068e-06,-1.78178611614921e-05,-0.00249919288029527,2.98435953399091e-06,1.43472294784443e-05,7.44560835299456e-05,2.30931654809387e-06,-8.03773640042774e-06,1.84887267683005e-16,-0.0100659280856949,7.51627544351257e-06,-1.09515316638878e-05,5.0682507293461e-05,-0.000639568159117586,-1.59300591620296e-06,-3.28588842911819e-16,1.26842874453607e-06,1.32744028479699e-08,-1.19539659181988e-16,1.67198492357767e-05,0.000104871467402676,-0.00029707860945124,-1.53739803786499e-06,-9.24807220610228e-06,7.84283120402349e-16,3.24187668383483e-16,1.20502404908178e-15,-2.99683072695332e-06,5.79991251862475e-08,-2.7539076658499e-07,-1.25688956542668e-05,-1.72336276107357e-16,-3.4257337173761e-15,-7.6395555473219e-07,-8.54334797351086e-10,-5.71811228770522e-05,-1.10406053143142e-15,-1.48991863095496e-08,1.76908403959488e-16,2.241596712061e-15,-1.93527550556674e-05,0.399948552758428,4.20152642449476e-15,1.74325726730793e-15,1.71046044340509e-15,-8.92533626955651e-15,-1.7025233980063e-07,2.35430187885369e-16,5.08367837697811e-16,6.02842056559435e-15,1.32790954027813e-07,-5.55892533422679e-07,2.36004727208245e-15,3.81349825177347e-16,-8.4130798856197e-16,-3.89660577495556e-05,-5.23644071388342e-15,2.84413033546193e-05,-2.09100034321332e-12,-0.707106781186544,-5.36384056700144e-14,-0.0940720868383786
"t25",0.0628576951780229,0.152299208943499,0.0147127267841285,-0.0238232255550815,0.000222810789873517,-0.00193001876022247,-5.02323711456015e-05,-3.90826746788543e-05,-0.000300235308925409,0.0382882972238045,-0.000283798473015783,0.000260843403011777,-5.31195990861341e-05,-0.26264152068932,0.00210213490520555,-0.250984815872387,0.0969621701199001,-0.00225820240870262,0.0390526324773906,0.00105534369190973,-0.00760170932830252,-0.00211496771438234,0.00115845199247541,0.000780655133689837,0.000158726559848939,-0.000624301016829108,-0.0001394884477479,-1.04443187362709e-05,-4.57964182659356e-06,1.14557027063941e-05,1.82597701132796e-05,0.00022552785103922,0.0169955789707114,-0.000721237778274736,5.92669195879724e-06,-0.147738005464498,0.000497467456229933,-7.49540535337903e-05,-0.00129224159752415,-0.000161203318353704,-0.890886354998569,0.0006962927703841,-5.65082756736275e-05,-0.0070845040834844,0.000299429152263844,2.28661962511018e-05,5.09294802872549e-15,3.46634760199582e-06,0.000608444570114061,0.00251325488184774,-2.57558428574461e-16,-2.98749037847655e-05,-0.00015254785732532,-0.0535311835185362,1.59298749802513e-05,6.81781066001216e-05,0.00035047018935857,9.40000449659209e-06,-3.23152317962983e-05,1.39491977651785e-16,-0.00612253114622206,3.45810689010749e-05,-4.43069009669592e-05,0.000598342620286474,-0.00250716883907359,-5.98097511808209e-06,-2.62795870034751e-16,4.41126216463051e-06,4.4569966475357e-08,8.78715963699331e-17,5.49122761468781e-05,0.000969412863423818,-0.00267444888295877,-4.71318950828654e-06,-2.82635261028861e-05,-4.2804758741075e-17,6.35760170884415e-17,1.9771633521201e-16,-7.58662577174887e-06,1.44899679950857e-07,-6.81598743583131e-07,-3.03250686297591e-05,2.45844617738098e-16,-5.24987074125307e-16,-1.63790269107021e-06,-1.68608946943261e-09,-0.000296379329761672,-4.69728704521981e-16,-2.15630618306497e-08,6.88386935219216e-17,-2.25163325522815e-15,-3.0193144942813e-06,0.00149208355143772,1.7827936869612e-16,2.26656911332258e-16,3.63520957397516e-16,-2.24101754913127e-15,-1.58760816712862e-06,4.3817405140978e-17,7.76663129966967e-16,-9.13478313944089e-16,7.17559651425676e-07,-7.57311640248933e-06,9.74130192458959e-16,4.54846904771367e-15,3.22556060603406e-16,-0.000385062017123539,-2.31960116485609e-15,0.00010650345132643,1.96952328145174e-14,3.93194153211931e-15,4.03231235590731e-14,-0.0940720868383627
"t97",0.0632986971073512,0.154506244839981,0.0149491217514651,-0.0249118393796741,0.000237009424371995,-0.00208089215281778,-5.48429343300357e-05,-4.348624125149e-05,-0.000336987320238947,0.043515720187855,-0.00034059992956139,0.000331120917340596,-6.85520206988433e-05,-0.390682581156929,0.00316571911186832,-0.427468363985157,0.167443155388029,-0.00403073443158378,0.0750407930766381,0.00222816331526158,-0.0185724789263307,-0.00563938487342698,0.00420006839192433,0.00324924028222761,0.000705656052164955,-0.00360793162412604,-0.00106022565425817,-0.000122087549739482,3.26819682884801e-05,-5.41347682752527e-05,-5.29615503183848e-05,-0.000633793435045635,-0.0206217071068492,0.000531043329055014,-4.06747218489516e-06,0.0958299750139641,-0.000275132318334706,3.74393239830653e-05,0.000645044213793447,5.88593960681162e-05,0.285207143689526,-0.000192249630082084,1.4354604720013e-05,0.00127496800601923,-4.14055002355283e-05,-2.22203771710057e-06,-2.05779039826924e-15,2.56927762115363e-08,3.32516467027627e-05,0.000208273971749737,2.30433079746923e-16,-3.81926970316663e-06,-1.95535840653274e-05,-0.00930828400859297,3.23770680285474e-06,1.72592474379655e-05,8.97608885483539e-05,2.78490044803876e-06,-9.66232979620908e-06,1.28869669583429e-16,-0.00199861812640296,1.15329952742781e-05,-1.50916812159694e-05,0.000204073641584635,-0.000862613245543871,-2.09815845953387e-06,-4.14171130336923e-16,1.61968074769173e-06,1.67452486955635e-08,1.68920708855107e-16,2.09377806296183e-05,0.000372229070284712,-0.00104131032544824,-1.87045208181894e-06,-1.12375054972228e-05,7.44844291310044e-17,2.20776399284972e-16,6.64205204435322e-16,-3.28084934441412e-06,6.29164297433714e-08,-2.96767776165885e-07,-1.32958351660356e-05,1.65193537568385e-15,6.68689955576148e-16,-7.35809907565499e-07,-7.66142933816827e-10,-0.000135128431599905,-1.01840720347832e-17,-1.00217038609073e-08,4.91600320071875e-16,4.26862049574979e-15,-1.4344362816714e-06,0.000709823540131266,-1.30832004160627e-15,4.18720132176848e-15,2.92249615346169e-16,-9.34994770103166e-15,-7.81129697113714e-07,4.97361709240755e-15,-7.43434573265348e-16,1.81891615263535e-14,3.57941175914344e-07,-3.78511159203599e-06,0.707106781186548,3.16856912729823e-15,-2.15125634955909e-15,-0.000197606633614376,-1.79226340602393e-15,5.4762706451517e-05,2.17444914628366e-14,5.34364907322057e-15,4.0833904327664e-14,-0.0940720868383519
"t98",0.0632986971073512,0.154506244839981,0.0149491217514651,-0.0249118393796741,0.000237009424371943,-0.00208089215281778,-5.48429343299705e-05,-4.34862412515469e-05,-0.000336987320238895,0.0435157201878549,-0.000340599929561498,0.000331120917340637,-6.85520206987108e-05,-0.390682581156929,0.00316571911186791,-0.427468363985157,0.167443155388029,-0.00403073443158363,0.0750407930766381,0.00222816331526163,-0.0185724789263307,-0.00563938487342712,0.00420006839192449,0.0032492402822277,0.000705656052164851,-0.00360793162412613,-0.00106022565425821,-0.000122087549739366,3.2681968288528e-05,-5.41347682757118e-05,-5.2961550318236e-05,-0.000633793435045354,-0.0206217071068493,0.000531043329055024,-4.06747218459772e-06,0.0958299750139636,-0.000275132318334531,3.74393239840585e-05,0.000645044213792939,5.88593960680648e-05,0.285207143689526,-0.00019224963008202,1.43546047195737e-05,0.00127496800601929,-4.14055002356333e-05,-2.22203771734509e-06,-1.52002612071642e-15,2.56927752228364e-08,3.3251646704273e-05,0.000208273971749509,2.58978619728164e-16,-3.81926970439473e-06,-1.95535840660357e-05,-0.00930828400859238,3.23770680302233e-06,1.72592474372579e-05,8.97608885477254e-05,2.78490044719497e-06,-9.66232979462853e-06,-1.8617847779374e-16,-0.00199861812640288,1.15329952743936e-05,-1.50916812176458e-05,0.000204073641584348,-0.000862613245544063,-2.09815846026838e-06,1.59810810183765e-15,1.61968074888915e-06,1.67452497298908e-08,-1.93236882674523e-16,2.09377806293191e-05,0.00037222907028578,-0.00104131032544841,-1.87045208143449e-06,-1.12375054981045e-05,-1.19804571941627e-16,4.73963942910695e-16,7.47471931344413e-16,-3.28084934194091e-06,6.29164307099648e-08,-2.96767775855369e-07,-1.32958351665031e-05,-1.08202571439609e-15,-1.15088374377989e-15,-7.35809908969101e-07,-7.66144730990348e-10,-0.000135128431598763,-5.43904847485177e-16,-1.00217016839548e-08,-6.69572881910762e-16,-6.26462041626786e-15,-1.43443627946589e-06,0.000709823540130362,1.50787539090203e-15,-3.88668974152348e-15,4.27570453882274e-16,1.23236874078226e-14,-7.81129614579848e-07,-5.71808174635364e-15,2.38640146262544e-15,-2.00840957094788e-14,3.57941131711463e-07,-3.78511196841314e-06,-0.707106781186547,5.87750425609118e-15,2.31765167699442e-15,-0.000197606633618382,-2.9822762081691e-15,5.47627064272692e-05,1.7604209723258e-14,1.82862457068513e-15,3.69550626353799e-14,-0.0940720868383649
"t35",0.0664293068323156,0.171614465007653,0.0168172685270347,-0.0381212008289144,0.000484143554717957,-0.0060108984876268,-0.000272957873476728,0.00103384627108616,0.00205528059558888,-0.124051005444574,0.000252185213965148,-0.000120220873917835,2.11089516446418e-05,0.04919951738421,-0.000396313937614214,-0.00551493327318873,0.00110752637674763,-1.65144569615259e-06,-9.54133129411901e-05,-4.87607976926125e-07,4.26771913687957e-06,6.92335368405312e-06,-3.02244307227625e-05,-3.30047141721634e-05,-8.13753126342986e-06,5.96729730862831e-05,2.21047219841091e-05,3.15725654045705e-06,-1.6980193237113e-06,3.26478611109693e-06,4.01022438811856e-06,4.87991891207246e-05,0.0202385930128989,-6.83490997800931e-05,5.38260079379757e-07,-0.0129091995370142,3.81299718440284e-05,-5.18305410573812e-06,-8.92934325501232e-05,-7.01903587870336e-06,-0.0283428542378301,1.25662586989549e-05,-5.6907814346468e-07,0.000170153448991316,-1.50841474274002e-05,-1.92899786586313e-06,4.25268914005261e-15,-8.54409753194829e-07,-0.000250397233944437,-0.0014809253012324,2.91812013069854e-15,3.8512373671763e-05,0.000198187589138454,0.966690851282924,5.01197648595975e-05,8.15717974021482e-05,0.000406254274031083,7.90089169866723e-06,-2.67140502067623e-05,4.07137594359917e-16,-0.00439803269401572,2.41764524195937e-05,-3.37543649193287e-05,0.0310751472601777,-0.00163505573185821,-3.85827350659376e-06,-4.08659856089856e-16,2.71382536992391e-06,2.69557218263464e-08,2.17702429896415e-16,3.3624603692219e-05,0.0256942595906341,-0.0112923026234026,-2.58468530372327e-06,-1.54974137909196e-05,2.2909572048605e-16,4.14690695725469e-16,-5.91068826335615e-16,-3.9172986449236e-06,7.45843470797365e-08,-3.5010211666027e-07,-1.54940787181777e-05,-6.30620472143492e-17,-3.11817223688095e-16,-8.22033928843712e-07,-8.39884953252046e-10,-0.000978964104838514,-2.6115149215937e-16,-1.0567266070717e-08,-3.93109997173098e-17,-1.05110727680854e-15,-1.45901034273395e-06,0.000720411890068579,1.79674711375747e-16,4.03261778375493e-16,5.72218519579468e-16,3.70248323427834e-17,-7.51544598396224e-07,-8.01926399405192e-16,6.31564850090269e-16,-8.00269980382017e-16,3.37192344976231e-07,-8.68452341231521e-05,1.33606945909979e-15,4.6842423422845e-15,1.87512144980081e-16,-0.00412089716149571,-2.50656501602419e-15,4.88451544191809e-05,1.94341927231278e-14,4.29801423740867e-15,3.62931157019682e-14,-0.0940720868383609
"t96",0.0677286012497534,0.178613811083395,0.0175792901491989,-0.0432274300054576,0.000576804790321719,-0.00745053382205896,-0.000351199905155197,0.00140875668583237,0.00287672252918149,-0.180533222116283,0.000438508649858227,-0.000255555975435491,4.78051504827699e-05,0.220693387370328,-0.00192180515023261,-0.0992011166291808,0.0274559231385837,-0.000322525084139405,0.00141077220661666,3.24646044365119e-06,-1.64804674553325e-05,-2.19971394811884e-05,6.45135523466211e-05,6.33528029516811e-05,1.49815334286295e-05,-9.67733736753963e-05,-3.28229284232707e-05,-4.29756388258382e-06,1.68208338314618e-06,-2.9988697942033e-06,-3.26723595771361e-06,-3.9403407786297e-05,-0.0122740868852277,3.39712647111125e-05,-2.60035508028146e-07,0.0060962560283147,-1.68947952204864e-05,2.20627095748342e-06,3.79997310668278e-05,2.65415321149647e-06,0.0102275477157615,-4.31261125530583e-06,1.90096297664389e-07,-5.13563509186318e-05,4.26230634202372e-06,5.06778397242624e-07,-9.93887337470651e-16,1.7758393056574e-07,4.52492194728569e-05,0.000242416364653178,1.48422966509833e-16,-5.20533871324819e-06,-2.67431514086386e-05,-0.100371156487455,-4.13207156613785e-06,-3.45152095148134e-06,-1.61291689879441e-05,1.01899707211197e-08,-1.28155813020644e-07,4.84206069408193e-16,-0.00028758282956279,2.97964207666549e-06,-5.43530439635977e-05,0.422526600758635,0.000400089566006744,1.7571106975778e-07,2.19262095126358e-15,9.5877246482082e-08,2.17133477909809e-09,5.3060040562448e-16,7.00903453528091e-06,0.134278143039552,0.000607502023633014,-2.72144142894011e-08,-2.09950623497675e-07,8.34016038610155e-16,-8.33796387887905e-16,5.55487291245518e-15,-3.11995130164414e-07,6.11527608177062e-09,-2.92597877923212e-08,-1.35704982146616e-06,6.05544113150006e-16,1.34843539031931e-16,-8.35427988764804e-08,-9.10198860726297e-11,-0.000108051964619849,-1.23716603920164e-15,-1.29163040490359e-09,-4.60139440742174e-16,-3.67881373432963e-15,-1.99981604421562e-07,9.94467471629122e-05,3.99038164717985e-17,1.84026273075058e-15,-1.52893743731433e-15,1.08984981701936e-14,-1.25642731623292e-07,7.53616133876606e-15,9.25577945883301e-15,-1.13785811483339e-15,5.48141587226255e-08,0.743680276292369,-1.96104881768508e-13,7.25059531468953e-15,-4.05324891698839e-15,-0.317065841899434,-1.53915474191657e-14,-2.48660427578177e-05,1.18803462176667e-14,1.50320438659784e-14,3.047984079336e-14,-0.0940720868383399
"t99",0.0677327757059567,0.178636209945957,0.0175817267141054,-0.0432435188146587,0.000577094342008203,-0.00745500418807823,-0.000351441484687512,0.00140990469934494,0.00287922859049712,-0.180704648707782,0.000439062404784378,-0.000255950517923805,4.78825699395396e-05,0.221171684051372,-0.00192604730499605,-0.0994549419402309,0.0275271234450944,-0.000323386988389041,0.00141476862086601,3.2562326351175e-06,-1.65338034264702e-05,-2.20708124853796e-05,6.47490228154647e-05,6.35903245760603e-05,1.50383237846785e-05,-9.71532980416433e-05,-3.29551524866754e-05,-4.31534192415834e-06,1.68981913670169e-06,-3.01303980402785e-06,-3.28337340319912e-06,-3.95986849106441e-05,-0.0123420759359099,3.41751769957203e-05,-2.61614535374714e-07,0.00613361951768183,-1.70010713648601e-05,2.22037856189223e-06,3.82427391356903e-05,2.67196387310397e-06,0.0102974947818712,-4.34270954476891e-06,1.91437502058028e-07,-5.17336465674721e-05,4.29444243800892e-06,5.10708801690283e-07,-5.91595328279949e-16,1.7908689129218e-07,4.56514224036897e-05,0.000244643460308296,-3.91429883990679e-16,-5.25610514965526e-06,-2.70040980402041e-05,-0.101423728159378,-4.17780695784442e-06,-3.4941713415725e-06,-1.63299654165895e-05,1.03320765382153e-08,-1.2995872885333e-07,6.64533911892117e-16,-0.000292038035901632,3.0271047030899e-06,-5.52446826624128e-05,0.42947118297027,0.00040675069097656,1.78725983098355e-07,2.545691761696e-15,9.7659439789878e-08,2.2136034507226e-09,5.03564789844797e-16,7.14996459682469e-06,0.137021745488233,0.000620337461729095,-2.78187183514355e-08,-2.14636633477346e-07,6.18246650389205e-16,1.15042832203087e-15,3.07578525279924e-15,-3.21369573978378e-07,6.30250241729355e-09,-3.01673875515579e-08,-1.40061709152964e-06,4.37171549942799e-16,9.32452706176425e-17,-8.66169310839177e-08,-9.45994810264139e-11,-0.000112440275682712,-4.31142303004237e-17,-1.3527523531463e-09,4.90547741771896e-16,3.99609245813141e-16,-2.11864354090244e-07,0.000105454462456643,6.43811595760971e-16,7.35698392053684e-16,3.96818961228718e-16,-8.88744889280708e-15,-1.40201431061554e-07,-8.50151244340393e-15,-7.6515624809741e-15,2.0128742516441e-15,8.09286477943381e-08,-0.663925288031828,1.78897115743251e-13,2.0564873618657e-15,1.09788066859182e-14,-0.453408692425421,-1.10682678830587e-14,-3.93543676529679e-05,2.04250249650021e-14,1.32496678972493e-14,6.90354417587638e-14,-0.0940720868383214
"t100",0.0676998528084931,0.178459566967945,0.0175625116138304,-0.0431166698884737,0.000574811728914988,-0.00741976658000335,-0.000349537405526295,0.00140085745839554,0.00285947999745312,-0.179353857553438,0.000434700364865767,-0.000252843515844138,4.72729426900404e-05,0.217407525680676,-0.00189266324879303,-0.0974581619490551,0.0269670285204963,-0.00031660740101922,0.00138333875223591,3.1793932133056e-06,-1.61145177192681e-05,-2.14917211083144e-05,6.28987381118911e-05,6.17241164966091e-05,1.45921412291212e-05,-9.41687853592949e-05,-3.1916572525292e-05,-4.17571674282719e-06,1.62909376452691e-06,-2.90182067137744e-06,-3.15674089046557e-06,-3.80663486075535e-05,-0.0118088998754402,3.25768768053698e-05,-2.49238776315842e-07,0.00584079797763941,-1.61683199403574e-05,2.10984761316784e-06,3.63388089122452e-05,2.53246801990021e-06,0.0097497354227768,-4.10704425073549e-06,1.80936943814972e-07,-4.87806660968348e-05,4.04297622706892e-06,4.79960565775145e-07,-2.50543714391856e-15,1.67338190119192e-07,4.25088858488774e-05,0.000227248305216614,-1.78721562832407e-16,-4.85983767896964e-06,-2.49672383472045e-05,-0.0932145429002379,-3.82134731017958e-06,-3.16225426370855e-06,-1.47674817034536e-05,9.22824354276126e-09,-1.15956459961438e-07,2.53023549503659e-16,-0.000257496405147104,2.65931979627882e-06,-4.83394852709568e-05,0.375691715815672,0.000355179984844722,1.55399230928184e-07,7.36964092390236e-16,8.3895257503638e-08,1.88748394467144e-09,1.20208083094343e-15,6.06366324357004e-06,0.115882780512362,0.000521532987954606,-2.31735539480643e-08,-1.78621790511022e-07,6.84037888677884e-16,6.94012421606449e-16,1.92391624461172e-15,-2.50102375860121e-07,4.88034190176175e-09,-2.32774853420326e-08,-1.07043052486192e-06,-5.51834578255341e-16,9.77863196698356e-16,-6.34902887359324e-08,-6.75848751963137e-11,-7.96362700566354e-05,1.96804272755268e-16,-9.01261948350839e-10,-2.29319777440059e-17,-1.53938398509374e-15,-1.26207113815201e-07,6.22412553184684e-05,-1.43804312720486e-16,-3.45247474103895e-15,1.56891030155131e-15,3.12480950266703e-15,-5.09090414744374e-08,6.67007538953671e-16,6.29217753075631e-16,-3.46174400215641e-15,1.28834373048071e-08,-0.0783739784570223,1.94232664081406e-14,5.01141472845899e-15,-7.19007154539885e-15,0.83255481172941,2.04847354057921e-14,9.53845055290241e-05,2.81945027591408e-14,-1.95589883736326e-14,1.72602785666617e-14,-0.09407208683842
