"","Temnocalyx_nodulosa","Stachyarrhena_harleyi","Malanea_ursina","Hexaphylla_arcadiensis","Exallage_lapeyrousei","Galium_philippinense","Rubia_transcaucasica","Rubia_trichocarpa","Didymaea_alsinoides","Leptodermis_xizangensis","Spermacoce_exasperata","Spermacoce_rotundifolia","Spermacoce_lancea","Hexasepalum_scandens","Triainolepis_arcuata","Psychotria_mesentericarpa","Psychotria_bataanensis","Psychotria_dudleyi","Psychotria_letouzeyi","Psychotria_paracalensis","Psychotria_micrantha","Psychotria_laticalyx","Psychotria_oua-tilouensis","Psychotria_killipii","Psychotria_lehmbachii","Rudgea_mandevilliifolia","Palicourea_garcioides","Palicourea_standleyana","Palicourea_conephoroides","Notopleura_parvifolia","Schradera_campii","Schradera_luxurians","Rennellia_wallichii","Faramea_obtusifolia","Coussarea_accedens","Coussarea_caroliana","Urophyllum_pilosum","Ophiorrhiza_aureolina","Tarenna_vanprukii","Pavetta_oblanceolata","Benkara_griffithii","Ridsdalea_papuana","Cremaspora_thomsonii","Wendlandia_brevituba","Bridsonia_chamaedendrum","Pyrostria_socotrana","Psydrax_lamprophyllus","Ixora_bibracteata","Sabicea_asperula","Sabicea_pedicellata","Sabicea_becquetii","Mussaenda_dinhensis","Mussaenda_ferruginea","Mussaenda_dranensis","Hippotis_elegantula","Arachnothryx_pansamalana","Rondeletia_combsii","Scolosanthus_wrightianus","Hoffmannia_turrialbana","Stapelia_rubiginosa","Amsonia_fugatei","Orthopichonia_visciflua","Hylaea_arborescens","Oxypetalum_glaziovii","Matelea_virginiae","Matelea_cynanchoides","Vincetoxicum_arabicum","Vincetoxicum_oligophyllum","Asclepias_purpurascens","Asclepias_elata","Asclepias_aurea","Aspidoglossum_lanatum","Ceropegia_madagascariensis","Hoya_engleriana","Hoya_ofuensis","Hoya_peninsularis","Hoya_tauensis","Stephanotis_acuminata","Ruehssia_ulei","Ruehssia_oaxacana","Toxocarpus_loheri","Mandevilla_krukovii","Mandevilla_manicorensis","Forsteronia_subcordata","Echites_agglutinatus","Kibatalia_arborea","Holarrhena_curtisii","Tabernaemontana_attenuata","Tabernaemontana_cymosa","Parahancornia_oblonga","Rauvolfia_mannii","Aspidosperma_neblinae","Potalia_coronata","Tachiadenus_gracilis","Comastoma_disepalum","Symbolanthus_sessilis","Gentianella_×_austroamarella","Swertia_dichotoma","Gentiana_filistyla","Centaurium_rigualii"
"Ixora_bibracteata",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,30.381932,30.381932,30.381932,30.381932,30.381932,30.381932,18.912244,18.912244,18.912244,0,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Sabicea_asperula",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,0,7.901494,7.901494,43.744176,43.744176,43.744176,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Sabicea_pedicellata",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,7.901494,0,7.676476,43.744176,43.744176,43.744176,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Sabicea_becquetii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,7.901494,7.676476,0,43.744176,43.744176,43.744176,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Mussaenda_dinhensis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,43.744176,43.744176,43.744176,0,9.484702,9.484702,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Mussaenda_ferruginea",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,43.744176,43.744176,43.744176,9.484702,0,9.484702,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Mussaenda_dranensis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,43.744176,43.744176,43.744176,9.484702,9.484702,0,47.734624,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Hippotis_elegantula",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,47.734624,0,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Arachnothryx_pansamalana",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,0,28.54495,35.354298,35.354298,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Rondeletia_combsii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,28.54495,0,35.354298,35.354298,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Scolosanthus_wrightianus",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,35.354298,35.354298,0,32.899726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Hoffmannia_turrialbana",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,35.354298,35.354298,32.899726,0,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Stapelia_rubiginosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Amsonia_fugatei",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Orthopichonia_visciflua",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Hylaea_arborescens",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Oxypetalum_glaziovii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,0,15.778674,15.778674,24.414594,24.414594,24.414594,24.414594,24.414594,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Matelea_virginiae",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,15.778674,0,6.653946,24.414594,24.414594,24.414594,24.414594,24.414594,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Matelea_cynanchoides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,15.778674,6.653946,0,24.414594,24.414594,24.414594,24.414594,24.414594,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Vincetoxicum_arabicum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,0,10.121694,19.836684,19.836684,19.836684,19.836684,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Vincetoxicum_oligophyllum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,10.121694,0,19.836684,19.836684,19.836684,19.836684,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Asclepias_purpurascens",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,19.836684,19.836684,0,7.356428,7.356428,7.40535,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Asclepias_elata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,19.836684,19.836684,7.356428,0,7.356428,7.40535,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Asclepias_aurea",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,19.836684,19.836684,7.356428,7.356428,0,7.40535,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Aspidoglossum_lanatum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,19.836684,19.836684,7.40535,7.40535,7.40535,0,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
