"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104"
"t100",0.0324197375299468,-0.144396881994679,-0.100026959053034,0.0504944855322086,-0.140784647317006,-0.130643772137977,-0.163205063878038,-0.0761501469584358,-0.0172968211450842,0.000807887927820864,0.00103136302905903,-0.00125964728325999,-0.0048707147762765,0.0451084739197048,-0.00324876827019206,-0.000921880019810055,-0.00593669549614669,-0.17915852400713,-4.27394998557442e-05,-0.000410008383808669,-0.00101142450543609,2.72137274711126e-05,0.0039433711521183,-0.00115531648687881,-1.11500338448945e-05,3.31257360768217e-06,-3.2586371411123e-06,-0.00034414571354174,0.00271132631831366,-0.029325191358054,0.0452962213022568,-0.006285150284868,-0.47452082485337,-1.39863527920083e-06,-2.49813751995921e-07,-6.27002469366306e-16,-1.57873440710609e-05,4.9193643287454e-05,-1.9085720301322e-06,1.02929884094199e-05,6.72598665293951e-16,3.58168559682852e-16,-1.98209584284446e-05,1.34312759882287e-05,0.00029661382685114,2.69421853249185e-06,-0.000277895944809922,7.5257147812254e-17,1.89668365312621e-16,4.68440116647605e-16,-5.50204031412585e-16,-8.74383417298101e-06,1.54678293759974e-06,1.22396121600311e-05,1.45163744299812e-05,-1.04152919115915e-05,-3.22112771099407e-06,-4.02637121944612e-05,9.82754916652083e-06,0.00127564611969436,-0.000496707830163,3.05287034802996e-17,-3.73231956698333e-06,-0.000885891448403435,0.042990616159773,1.64575037655482e-06,-1.26192837700701e-06,1.77973175193677e-15,-0.34956193321841,4.4095713058663e-05,-2.97895169726436e-15,-2.21243864630545e-15,-9.44206026734652e-06,-1.27014273288859e-16,2.31234731363601e-06,-5.9416114268177e-08,2.85959840540792e-07,-2.05966777352658e-16,-3.0539121989507e-16,2.60672861810361e-08,7.75058829165507e-16,1.61439459309863e-16,-2.15649932203312e-16,-4.27856211691237e-17,1.7553945612276e-06,4.40982596199884e-16,1.30765432483438e-15,7.66795044420073e-07,2.28009083622807e-16,1.16646126495188e-16,4.93838903944234e-07,-1.25113410885021e-06,-5.746981207138e-16,-5.5949299337697e-17,-5.08273978461204e-15,2.13624818276426e-15,-2.05711628446412e-07,2.70222947579068e-07,-9.71644743013286e-16,1.40450105265856e-14,-5.09221322781394e-14,-0.707106781186547,2.68970103087803e-14,1.283604509242e-14
"t101",0.0324197375299468,-0.144396881994679,-0.100026959053034,0.0504944855322086,-0.140784647317006,-0.130643772137976,-0.163205063878038,-0.0761501469584358,-0.0172968211450842,0.000807887927820886,0.00103136302905895,-0.00125964728325989,-0.00487071477627657,0.0451084739197049,-0.00324876827019208,-0.000921880019809994,-0.00593669549614679,-0.17915852400713,-4.2739499855686e-05,-0.000410008383808628,-0.00101142450543597,2.72137274712249e-05,0.00394337115211838,-0.00115531648687884,-1.11500338450103e-05,3.3125736077082e-06,-3.25863714104336e-06,-0.000344145713541884,0.00271132631831363,-0.0293251913580541,0.0452962213022568,-0.00628515028486778,-0.47452082485337,-1.39863527912887e-06,-2.498137518686e-07,-7.74453964823888e-16,-1.57873440710797e-05,4.91936432874373e-05,-1.90857203004284e-06,1.02929884097252e-05,-2.97687316126729e-16,-4.25421777810725e-17,-1.98209584283971e-05,1.34312759885516e-05,0.000296613826851206,2.69421853239567e-06,-0.000277895944809772,-4.61734956326564e-17,2.40958379535432e-16,5.99127380531026e-17,-7.58370848529802e-16,-8.74383417294742e-06,1.54678293764302e-06,1.22396121599709e-05,1.45163744299516e-05,-1.04152919116709e-05,-3.22112771097235e-06,-4.02637121942285e-05,9.82754916645006e-06,0.0012756461196945,-0.000496707830163565,-3.16421937340793e-16,-3.73231956829478e-06,-0.000885891448404066,0.0429906161597736,1.64575037737543e-06,-1.2619283787426e-06,1.27492720040532e-15,-0.349561933218409,4.40957130576526e-05,-3.02172812000455e-15,-2.37549447059088e-15,-9.44206026774402e-06,5.73814951507177e-16,2.3123473138687e-06,-5.94161141332434e-08,2.85959840515048e-07,-1.05251183362932e-15,-1.49079340259082e-18,2.60672858662679e-08,-4.73942073534368e-16,2.30207933405888e-16,-5.13152247459051e-16,4.5368417159253e-16,1.75539456227556e-06,1.70365733954954e-16,-1.74545899290524e-15,7.66795045524698e-07,-2.5689122941658e-16,-2.03579862757952e-16,4.9383890525665e-07,-1.25113410799022e-06,1.21706668762788e-15,-2.39793914916156e-16,-7.87217513398275e-15,-1.71622232314659e-15,-2.05711631830452e-07,2.70222947283623e-07,5.82371616452402e-16,-1.75269567361923e-14,2.5044878181837e-14,0.707106781186548,-2.45763075030434e-14,-1.72476218420517e-14
"t60",0.0323213368841944,-0.143805735744759,-0.0995931370245638,0.0501700104321803,-0.139839514894194,-0.128933824371493,-0.160944591642684,-0.0745119160878316,-0.0168876761320982,0.000787655243397031,0.0010014831224276,-0.00122048579709477,-0.00467916780500209,0.0431264804449893,-0.0030979299439362,-0.000873142844939221,-0.00557530865391684,-0.167441574941986,-3.96217504924563e-05,-0.000377746339552996,-0.00091861244008825,2.45701417191017e-05,0.00352555734090741,-0.00101063464382278,-9.6603143531529e-06,2.82829743415549e-06,-2.62572548214392e-06,-0.000269292517156579,0.00205555600285412,-0.0221507685916602,0.0325671886654048,-0.00415538361237135,0.35044518558788,-4.69137632906752e-05,-3.8623198495259e-06,5.84496244870411e-16,-3.82628554092949e-05,0.000109346916693856,-3.38824544012196e-06,1.32448283140467e-05,-3.89448357713385e-16,-2.81116380001117e-16,-2.3775920652659e-05,1.58689900593776e-05,0.000346962989914485,3.1371043728449e-06,-0.000322931867770065,3.44577497004156e-16,7.98920196788622e-17,-2.87464422804036e-16,-4.90380770879096e-16,-9.771491773014e-06,1.72322010901609e-06,1.34957811342045e-05,1.59589758886341e-05,-1.14019269429615e-05,-3.52727869441401e-06,-4.41064761915116e-05,1.07678863795803e-05,0.00140132788871122,-0.000546613369138926,3.49260850937495e-16,-4.26640159030892e-06,-0.00131887349610103,0.483752211203268,-8.06584120814188e-07,3.32143387622545e-07,-1.48642710042581e-16,0.00369089517070879,-2.65809967175471e-08,-4.27250956725679e-16,4.9589309812811e-16,4.55060001852246e-07,-3.09171769631622e-16,-1.08403126026172e-06,4.54101544501114e-08,-2.24291888265544e-07,-4.65196083166999e-15,-0.707106781186548,4.83815126000766e-08,9.068154977505e-15,8.23904165717224e-15,-2.09563640399591e-15,2.97795539052591e-16,2.56242580286863e-06,3.98442630417145e-16,1.19699125246029e-15,1.09244805476129e-06,-7.70163562702732e-16,6.89521548452794e-16,6.72348190186695e-07,-1.63298006379169e-06,6.85961346458047e-16,1.24059513441498e-16,-8.1601392309949e-15,-2.83903653450417e-16,-2.47584225937243e-07,3.2463002924189e-07,-6.40813912971898e-16,-2.23058154677499e-15,-8.93464263140469e-15,2.01318330782773e-16,1.3340255828655e-15,-2.23304149822196e-15
"t61",0.0323213368841944,-0.143805735744759,-0.0995931370245638,0.0501700104321803,-0.139839514894194,-0.128933824371493,-0.160944591642684,-0.0745119160878316,-0.0168876761320982,0.000787655243397048,0.00100148312242773,-0.00122048579709481,-0.00467916780500199,0.0431264804449893,-0.00309792994393621,-0.000873142844939186,-0.00557530865391691,-0.167441574941987,-3.9621750492433e-05,-0.000377746339553023,-0.000918612440088283,2.45701417191662e-05,0.00352555734090758,-0.0010106346438229,-9.66031435303308e-06,2.82829743415259e-06,-2.6257254823232e-06,-0.000269292517156334,0.00205555600285372,-0.02215076859166,0.0325671886654047,-0.00415538361237145,0.35044518558788,-4.69137632911166e-05,-3.86231984963517e-06,5.10770497146547e-16,-3.82628554091273e-05,0.000109346916693992,-3.38824544020053e-06,1.32448283138863e-05,-5.82173434347227e-16,-2.39348780668624e-16,-2.37759206526146e-05,1.58689900588848e-05,0.000346962989914382,3.13710437298702e-06,-0.000322931867770288,-4.22658379152332e-17,3.43571238248256e-16,-4.20170768720726e-16,-2.12825014722815e-16,-9.77149177294765e-06,1.72322010904816e-06,1.34957811342717e-05,1.59589758882617e-05,-1.14019269428243e-05,-3.52727869455223e-06,-4.41064761911784e-05,1.07678863797563e-05,0.00140132788870996,-0.000546613369140089,-2.89088982418944e-17,-4.26640159195343e-06,-0.00131887349610058,0.48375221120327,-8.06584120015134e-07,3.3214339330203e-07,6.97034983279456e-16,0.00369089517070833,-2.65809979893676e-08,-1.22567791430785e-15,-7.47903595383022e-16,4.55060001379507e-07,-4.80042043864911e-16,-1.08403125740044e-06,4.54101536980042e-08,-2.24291891525661e-07,7.06089207812529e-15,0.707106781186547,4.83814334155634e-08,-9.86114759236896e-15,-8.80998704705714e-15,1.98530062799709e-15,-3.97154143116256e-17,2.56242579957252e-06,5.84367952590949e-17,-9.36430134920391e-17,1.09244805675371e-06,1.35141504233564e-15,-4.9300135544915e-18,6.72348191979306e-07,-1.63298006408046e-06,-1.02609323512336e-16,-2.08882208562239e-16,-7.68829444552921e-15,6.27486678910711e-16,-2.4758422695613e-07,3.24630030099765e-07,1.79476885033396e-16,-1.48913375602811e-16,-1.04334437146487e-14,-1.00535709340627e-16,1.29566365474484e-15,-2.18099842422138e-15
"t46",0.0322145580381394,-0.143169011991114,-0.099126665087573,0.0498262001911893,-0.138840083633187,-0.127204785636229,-0.15867105075064,-0.0729499989819203,-0.0165033403743145,0.00076883121723697,0.000974425424040428,-0.00118553401808414,-0.00451749799442968,0.0415044337986861,-0.00297650728254166,-0.000835531977642327,-0.0053104315105382,-0.159096235209863,-3.75030786954439e-05,-0.000356578178713706,-0.000862276424059244,2.30148021123063e-05,0.00329175845923343,-0.000937789130615969,-8.94273688146677e-06,2.60966874762497e-06,-2.39894632512078e-06,-0.000245127749203594,0.00186491952667825,-0.0200894691514885,0.0294169104378277,-0.00373460338841804,0.307410526749828,-4.08407498724958e-05,-3.36064126007643e-06,4.88594308592724e-16,-3.30028097105997e-05,9.4156227223867e-05,-2.89663955992752e-06,1.0869204445366e-05,1.3551453337345e-16,-9.57545593892053e-17,-1.87953014639271e-05,1.23672834981404e-05,0.000267254677889705,2.40151536598593e-06,-0.000246501402958313,-2.03691277114434e-16,2.67301393754315e-17,7.89930841485131e-17,9.54815361863875e-17,-6.75671056578217e-06,1.17392364716798e-06,8.54418777991909e-06,9.74982393107703e-06,-5.97819663941345e-06,-1.78499140151708e-06,-2.18133500389635e-05,5.26551336515863e-06,0.000627356908023338,-0.000234026971631162,-1.4060637459681e-16,-9.47782173393169e-07,0.000390612943058686,-0.512661353155587,2.07986277320318e-06,-1.14110708243978e-06,-2.65103250349683e-15,-0.0684551786623404,-1.63317874574714e-06,-0.707106781186547,1.39472701055759e-12,4.15203631387479e-06,9.48812479379574e-16,-4.23627102302671e-06,1.56458172734354e-07,-7.68196531813836e-07,-1.99912397827651e-15,-1.47245745002511e-16,9.0469555233537e-08,-5.70873459702032e-16,-3.03605112748208e-16,-6.57018487803985e-16,4.99695592478335e-16,4.2119507427817e-06,-6.82954535432962e-16,-2.1155306659539e-15,1.7637445646489e-06,-4.07434951942376e-16,1.124296833249e-15,1.04584930201823e-06,-2.44098367141611e-06,2.95654482551924e-16,-2.22388007519519e-16,-8.79504802320241e-15,3.6949563865922e-16,-3.36280205400664e-07,4.398081216899e-07,-5.62808170291894e-16,-1.79359502734942e-15,-1.15529272327576e-14,4.16252565232085e-16,1.10199317049987e-15,-1.74390232194918e-15
"t47",0.0322145580381394,-0.143169011991114,-0.099126665087573,0.0498262001911894,-0.138840083633187,-0.127204785636229,-0.15867105075064,-0.0729499989819203,-0.0165033403743147,0.000768831217237034,0.00097442542404031,-0.00118553401808406,-0.0045174979944298,0.0415044337986862,-0.00297650728254163,-0.000835531977642388,-0.00531043151053835,-0.159096235209863,-3.75030786955158e-05,-0.000356578178713736,-0.000862276424059318,2.30148021123023e-05,0.00329175845923342,-0.000937789130616113,-8.94273688154795e-06,2.60966874774562e-06,-2.39894632498091e-06,-0.000245127749203537,0.00186491952667872,-0.0200894691514886,0.0294169104378278,-0.00373460338841798,0.307410526749829,-4.08407498722104e-05,-3.36064126005217e-06,3.68464707881642e-16,-3.30028097108362e-05,9.41562272235626e-05,-2.89663955978905e-06,1.08692044450728e-05,-2.67717341008689e-16,-1.37519814221663e-16,-1.87953014636725e-05,1.2367283498111e-05,0.000267254677890025,2.40151536580938e-06,-0.000246501402958233,1.87488866726581e-16,-5.42259159707404e-16,3.175175620955e-16,3.86915080150493e-16,-6.7567105655517e-06,1.17392364698423e-06,8.54418778010401e-06,9.74982393134576e-06,-5.97819663945181e-06,-1.7849914018688e-06,-2.1813350038467e-05,5.26551336583921e-06,0.000627356908023983,-0.000234026971628776,-1.05911904598428e-16,-9.47782175114015e-07,0.000390612943058369,-0.512661353155585,2.07986276644338e-06,-1.14110707650963e-06,2.23047935791795e-15,-0.068455178662353,-1.63317873784501e-06,0.707106781186548,-1.395325900371e-12,4.15203639408142e-06,-4.03187629419765e-16,-4.23627101871014e-06,1.56458174198652e-07,-7.6819653764119e-07,-1.53378199837221e-16,8.98938418923376e-16,9.04695535525841e-08,1.81610604324034e-15,1.84811903350312e-16,4.33761154869522e-17,-8.99434173988756e-16,4.21195074280226e-06,9.54624425425562e-16,5.35126805358508e-16,1.76374456421401e-06,1.61495808191483e-16,-4.17999722488384e-16,1.0458493028963e-06,-2.44098367045376e-06,4.89354628716658e-18,-3.40794428415425e-19,-7.18175519054398e-15,5.8449792766896e-16,-3.36280205839162e-07,4.39808120365032e-07,-1.4676567890312e-16,-6.9724979053208e-16,-1.16917051108358e-14,4.21679325475058e-16,1.01240370119583e-15,-2.00758032192145e-15
"t19",0.0197267348631614,-0.0684973447087441,-0.0443979729416423,0.00950992908409139,-0.0217363722400638,0.0480093661465216,0.0565504414239662,0.0786614628161084,-0.0231458475706458,0.00656568726481821,-0.0119620180174268,0.0123592346057953,0.0549895146728667,-0.643918591708371,0.0551335500998527,0.0391337137121405,-0.067634532309411,-0.122527172000495,0.000269977986376402,0.00407467913443981,0.0188144812832862,-0.000642670057333363,-0.149667943953801,-0.0571001700301118,-1.73223978465864e-05,-0.000161809494730672,-4.62344990150293e-05,-0.00208696238516593,0.00352928045608139,-0.0258072206950725,-0.000684438667602811,0.0164143319886907,4.66972414698839e-05,-0.0324357351711837,-0.00183539531598999,-5.69125458384858e-16,-0.000673720901251213,0.00960502425157713,-0.000212370659973664,0.00040622073184503,2.01222170088283e-15,-0.707106781186548,-0.00056349987429332,0.000348282867104003,0.00296835387990523,6.47801941879019e-05,-0.00176055245010798,3.80154639926709e-16,-2.12454042606644e-15,-4.87319416124873e-16,2.87091088464716e-17,-0.000162405517332317,2.79631989497616e-05,8.78428745347289e-05,0.000226618470141509,-0.000143046103291501,-4.32385872443163e-05,-0.000280707370936752,0.000129391759530975,0.0160360360173045,-0.00611867764927525,-1.47726660560417e-19,-3.84256092460268e-05,-0.00647354537857629,0.000245969833286304,6.45674791273994e-06,-3.89544159564575e-06,-5.03629346411371e-16,-0.000419512714603174,-6.75659624620778e-05,1.1482792397938e-17,1.65897689942833e-17,4.36032844421458e-05,-1.34326506838001e-16,-3.90064680682925e-05,1.43859154687066e-06,-7.0635799018384e-06,2.69454078975675e-17,-5.96635306864609e-17,8.58103944396085e-07,3.51851402084942e-16,-1.8629831600417e-16,-1.59413845321057e-16,-4.11388115695463e-17,4.00424803665789e-05,7.23171297275033e-17,-6.36488951932858e-17,1.67580191248108e-05,3.3104405688301e-16,4.68513694372749e-16,9.91441200562877e-06,-2.30362714154015e-05,7.68010855663353e-16,-1.74651707111909e-16,-7.85482789922298e-15,4.3286355952379e-16,-3.09616844489133e-06,4.04514690072676e-06,-2.51477409864492e-16,-1.20136111714525e-15,-1.0853464149273e-14,9.63018754164301e-17,1.24105619024525e-15,-2.06018021719134e-15
"t20",0.0197267348631614,-0.0684973447087441,-0.0443979729416423,0.00950992908409141,-0.0217363722400638,0.0480093661465215,0.0565504414239663,0.0786614628161083,-0.0231458475706457,0.0065656872648182,-0.0119620180174269,0.0123592346057953,0.0549895146728665,-0.643918591708371,0.0551335500998527,0.0391337137121404,-0.0676345323094112,-0.122527172000495,0.00026997798637635,0.00407467913443997,0.0188144812832863,-0.000642670057333516,-0.149667943953801,-0.0571001700301118,-1.73223978466633e-05,-0.000161809494730419,-4.62344990145067e-05,-0.00208696238516582,0.00352928045608059,-0.0258072206950727,-0.000684438667602498,0.0164143319886908,4.66972414705674e-05,-0.032435735171184,-0.00183539531598983,-3.95653110787329e-16,-0.000673720901250405,0.00960502425157827,-0.00021237065997214,0.000406220731850053,-2.14241063466862e-15,0.707106781186548,-0.000563499874295109,0.000348282867101586,0.00296835387990431,6.47801941872678e-05,-0.00176055245010787,-2.98122239191071e-16,1.99022367103398e-15,4.35553473095138e-16,-9.0804156818101e-16,-0.000162405517332344,2.79631989494029e-05,8.78428745345246e-05,0.00022661847014087,-0.000143046103291522,-4.32385872443012e-05,-0.000280707370936801,0.000129391759530894,0.0160360360173042,-0.00611867764927537,-4.02603573093413e-16,-3.84256092459991e-05,-0.00647354537857651,0.000245969833286495,6.4567479130104e-06,-3.89544159601525e-06,7.92377415248732e-17,-0.000419512714603327,-6.75659624619715e-05,5.60118307206121e-17,-1.22188109100892e-16,4.36032844421184e-05,-9.42641654518475e-18,-3.90064680677869e-05,1.43859154664681e-06,-7.06357990158034e-06,-2.92243711682097e-16,-1.21496628573828e-16,8.58103945567052e-07,-1.61626746804031e-16,-3.56291457525209e-17,-2.04516655890178e-16,9.09932136225417e-17,4.00424803666107e-05,4.19261824849417e-16,-2.44060136691138e-16,1.67580191248645e-05,1.01041282439675e-16,1.72020920828927e-16,9.91441200568283e-06,-2.30362714150666e-05,-3.07052612392966e-16,1.02899755507229e-16,-7.51482209793153e-15,1.29080646174169e-16,-3.09616844487549e-06,4.04514690105978e-06,-2.39562337489197e-16,-1.0330929399755e-15,-1.11865310566606e-14,4.34127970566528e-16,1.26524588079479e-15,-2.17814141100728e-15
"t2",0.0156424700179321,-0.0450156580984639,-0.027216386507029,-0.0112178332228059,0.0643498241014843,0.0173685300356168,0.00861972382557895,0.0265918271579142,-0.030517555588652,0.00565872970776071,-0.00682467841936968,0.00596398474166139,0.0120247810775443,-0.0587288945869121,0.00139786549283053,-0.00537171892905696,0.0213001479761766,0.0100177043519885,-0.000183739141368196,-0.0032991436628033,-0.021172916561178,0.000805033163023694,0.21297278394247,-0.10420432610538,-0.00785616985257028,-0.00195867493846623,7.75678548041513e-06,0.00142154553408911,-0.00189850104332017,0.00638180158138904,0.000256352736763272,-0.00890583103009853,-0.000126190680608624,0.285384340504628,0.0162051636881268,5.18361336299535e-15,-0.00110417969769304,-0.0910889780283906,0.0128545869883382,0.000932960795294841,3.34300464322898e-16,1.44907080606122e-16,0.000372458098371836,-0.00047497835202614,-0.00129222920262231,-0.000140878038699924,0.000938726304719571,1.579075505258e-15,-5.81393005433412e-16,-5.60342824645445e-16,5.1542003820044e-15,0.00368871688637859,-0.000186067652444435,-0.000255702677848873,-0.00258068124338128,0.00502068826808077,0.00157284263762644,0.00358824413046579,-0.00354672951715356,-0.635757321605208,0.29933633897949,1.13440280962355e-14,-0.00163691464237385,0.57963155296683,0.00197041562802759,0.000181120844098141,-0.000100438758274144,7.16580014031409e-16,-0.0018897334490162,-0.00131222425301,-1.9399471884643e-16,5.09297886108948e-16,0.000769698800465181,1.13249300265545e-15,-0.000584923970165127,0.000462933443865952,-0.000101399815514843,-1.00402532235808e-15,-5.12141345658925e-16,8.68570488749574e-06,-1.18293510416426e-15,-2.5349517533214e-16,2.42365509366805e-16,9.15578555764237e-17,0.000353930452736146,7.17070767834763e-16,-4.26298604030879e-15,0.00014488349110271,4.55498992451975e-16,1.46365022944654e-16,8.16207557045518e-05,-0.000179006880089226,4.94831280102171e-18,-5.15992267852654e-16,-4.77048955893622e-15,5.32792292093731e-16,-2.03241319967998e-05,2.64158267681796e-05,-2.59372390694938e-17,-2.30338243587129e-15,-1.4789583116396e-14,6.75194188393407e-16,1.05743046979837e-15,-2.30228212786389e-15
"t4",0.0174706354701541,-0.0534760811959966,-0.0328915894872674,-0.0172278709641231,0.104609480698642,0.00665762801464611,0.00396178452289066,0.0194285371588993,-0.0232455960523741,0.00440690476584455,-0.00558805595119319,0.00499236385538046,0.0107863138235919,-0.0544086323171811,0.00131638675682973,-0.00526486608129686,0.0218796104768162,0.0105598160472899,-0.00020215916208688,-0.00375091393859238,-0.0260119763353627,0.0010229620604649,0.28703629839942,-0.163740912310401,-0.0134219056280475,-0.00392486782776042,-7.905201086046e-05,-0.00146348857327188,0.000245064470359977,-0.000482129633107286,8.6066503457508e-05,-0.00533957243008164,-0.000147771256890344,0.376799579880255,0.0213867849798452,5.96493789356083e-15,-0.00204974717751541,-0.119148582264561,0.0213556213966304,0.00391449543138224,2.75082094617381e-16,2.14916827527458e-17,-0.00332395996119862,0.00180846543461773,0.00325931248125406,0.000298752857486563,-0.00184940068748777,-1.99371455165888e-15,-4.50519731727364e-16,-1.43207695479493e-15,3.95936058556378e-15,0.00507394476196358,5.60713592179748e-05,1.31710497128704e-05,-7.58928954532465e-05,0.00264621037543447,0.000814268006586866,0.00121155184232166,-0.001243608077822,-0.284845023610229,0.148408491852882,3.24813073281549e-15,-0.00213378140210285,-0.774454158692445,-0.00086001933375908,-3.98197990192542e-05,1.81399067645778e-05,3.9075946445816e-16,0.000153063441865555,6.59607100647118e-05,-3.70429421388638e-16,-8.86311710819507e-17,-6.30889994425383e-06,-3.66911595234085e-16,-3.59439346942916e-05,0.00140582317790156,-8.05834646247866e-06,1.02780046739357e-15,1.17726741007725e-16,1.87922536426165e-06,-1.55815147111603e-16,-4.67438485592872e-16,-1.62798751817037e-16,-4.40196959957382e-16,9.41799580418798e-05,-8.35838815280211e-16,2.4306279020675e-15,3.97070912363444e-05,-4.88347959680594e-16,2.75036635518036e-16,2.37979073519685e-05,-5.58472379398446e-05,7.14624533221323e-16,-4.02462839788849e-16,-1.04898728592318e-14,5.61053974543508e-16,-7.52729075708278e-06,9.83019584483097e-06,-3.18836903995815e-16,-2.44777336427253e-15,-1.07533880137826e-14,-3.57398811599063e-17,1.13868523722821e-15,-2.03197185597512e-15
"t5",0.0176137065522855,-0.0540647587705146,-0.0332748727428827,-0.0175233036302681,0.10648183587783,0.0068850317025049,0.00410460978599716,0.0204876396894362,-0.0246282774314332,0.00468304962646669,-0.00598740175917992,0.0053722718427767,0.0117935427111569,-0.0599887087631126,0.00145772977570422,-0.00589327598271938,0.0247982863925155,0.0120480060721395,-0.000233065004369606,-0.00435661293351885,-0.030685026504167,0.00121383531480368,0.343681618699224,-0.199519017337846,-0.0164659729184863,-0.00486042905963643,-0.00010075477700791,-0.00188576178202148,0.000318908876585868,-0.000628062526298331,0.000113496462967342,-0.00714991085521634,-0.000213604987864414,0.558445854204195,0.0317500451589534,9.20476493409197e-15,-0.0031337290190697,-0.183205887737502,0.0336610052517645,0.00717776539740669,1.32062187554185e-16,3.18911959153247e-16,-0.00712996854103359,0.00414225680719746,0.00790148033405996,0.000747172705124347,-0.00469407280095475,1.54378307872648e-15,2.40928570308296e-16,1.43637453008184e-15,1.05520740907887e-14,0.0253941198613993,0.000326483380013517,0.000343632950391215,0.00317487732432358,-0.00973083643562164,-0.00250348484055396,-0.00337487903164463,0.00331307071677271,0.571855902711808,-0.266515269337464,-8.56956989918234e-15,0.00177332890666764,0.250855510347565,0.000126549286811321,1.8509494843823e-06,-4.16549644380836e-07,-6.85924783831301e-16,7.07734958260633e-06,4.66072681033428e-06,9.60450557374317e-17,-4.54663750682269e-17,-6.72882472275055e-07,-5.33056294588054e-16,-6.21965517873157e-06,0.000268158193291657,-1.54451551177954e-06,4.66525529139153e-16,2.83887274172128e-16,6.56644804695762e-07,5.75460000716993e-16,-1.50772492100819e-17,-6.37800436528467e-16,1.83219870098681e-16,3.88276905870077e-05,6.30334414599535e-16,8.25019385852557e-16,1.6775614974871e-05,2.80610948183338e-16,4.52272016065537e-16,1.05904640716057e-05,-2.63256660259302e-05,3.0240085448059e-16,4.62636009600296e-16,-7.55125129092704e-15,1.03092921353432e-16,-4.11393417474728e-06,5.39475576361889e-06,-1.94435864227815e-16,-1.72078785512802e-15,-1.06126961149608e-14,1.53066558894487e-16,1.26541246140131e-15,-1.92774105581449e-15
"t8",0.0210215565060143,-0.0701105739239857,-0.0440813563386771,-0.0293708968324105,0.186229316328035,-0.0168230435349335,-0.00634964097117168,0.001811332645631,-0.00477240085342658,0.00115627924643703,-0.00215445288538917,0.00218459632039387,0.00641994008868583,-0.0363496867614398,0.000928490439182192,-0.00420221245456739,0.0199523126719951,0.0103198648483662,-0.000220377418365045,-0.00442753265005213,-0.0365688412810952,0.00154311440725485,0.485710145727647,-0.357218848075816,-0.0328067521931795,-0.011456084900029,-0.000531922023408836,-0.0186538609520746,0.0148269630274688,-0.047872712634356,-0.00133442016706558,0.0344842372024493,0.000276261910498445,-0.653159310960719,0.270342950459732,1.46794833748214e-15,0.0107387885574808,-0.269928379177213,-0.01220748741891,-0.0019629827864193,-5.13469895976548e-16,3.8543035260212e-17,0.00123865820629965,-0.000610705131454573,-0.00101980894993199,-8.99124195688534e-05,0.000546792775525067,1.14489021908809e-17,1.27153208051281e-16,4.06392097603704e-16,1.00112180943816e-14,0.0245544657738636,-6.94782964644699e-06,1.64948368463049e-06,4.64208703696987e-05,-0.00421221956432449,-0.000893915729877016,-0.000162944343047021,0.000163718539764947,0.0324830424188893,-0.0159322974965249,-4.17687759676384e-16,0.000139947192327744,0.0219412083638992,8.57473920869839e-06,-9.85279876566472e-08,1.02291198267844e-07,-4.68530787723779e-16,2.38859659925529e-06,1.27825604922813e-06,8.65232489041398e-17,-2.4897764551524e-16,-1.59071728483273e-07,-2.09268159314829e-16,-1.32783025415099e-06,0.00115489587781337,-3.21289514118788e-07,-1.68390064182586e-16,-3.07440035707769e-16,1.42510296468673e-07,2.41705226103559e-16,2.76011288540899e-17,-1.46284308262402e-16,5.76948504917327e-18,8.80230102988143e-06,8.91224791210457e-18,7.92134683303831e-17,3.83453191020251e-06,3.06684267684123e-16,1.53609038161405e-16,2.46777422510058e-06,-6.28537011241767e-06,5.92895085206145e-17,3.93798199419263e-19,-7.90686960350229e-15,2.39116620035763e-16,-1.06371844539922e-06,1.39857586516735e-06,-2.85739184027615e-16,-5.65226929707683e-16,-1.07524450931245e-14,2.25936458090169e-16,1.20289544912353e-15,-1.99743733910031e-15
