"","t3","t4","t6","t10","t125","t126","t51","t109","t164","t165","t62","t68","t69","t38","t26","t23","t11","t9","t15","t16","t20","t156","t157","t133","t79","t80","t41","t180","t181","t148","t88","t98","t99","t96","t182","t183","t179","t110","t111","t90","t123","t124","t85","t86","t87","t60","t61","t55","t81","t91","t173","t174","t36","t37","t83","t154","t155","t73","t162","t163","t92","t108","t129","t138","t139","t94","t117","t118","t65","t114","t115","t104","t120","t121","t45","t46","t17","t8","t13","t14","t52","t53","t43","t97","t142","t143","t150","t151","t27","t71","t72","t149","t177","t178","t101","t135","t136","t100","t78","t54","t48","t44","t169","t170","t140","t141","t130","t82","t63","t64","t21","t22","t18","t19","t42","t58","t59","t112","t113","t146","t147","t137","t89","t103","t167","t168","t166","t106","t107","t84","t95","t184","t185","t93","t175","t176","t131","t132","t152","t153","t134","t119","t35","t160","t161","t49","t50","t122","t158","t159","t144","t145","t105","t171","t172","t116","t127","t128","t102","t70","t74","t75","t34","t76","t77","t29","t56","t57","t47","t24","t28","t32","t33","t31","t66","t67","t39","t40","t30","t25","t12","t7","t5","t2","t1"
"t56",11.69173995732,12.06744068732,11.9277797658,13.4020590283,20.2530558396,20.2530558396,18.5796472164,20.25305584,20.25305584,20.25305584,20.2530558396,20.2530558396,18.62962800817,17.8756094215,16.044408691,15.580142665,13.5544601081,14.4808726776,11.9532855593,11.5505695612,12.7081776442,17.2378223277,17.2378223277,17.2378223278,16.9155427099,16.4315563675,14.45914656937,17.23782232752,17.23782232752,17.23782232747,17.20533316377,17.06975298919,17.23782232739,17.23782232737,17.23782232682,17.23782232682,17.23782232681,16.728412992138,17.237822327138,17.237822327638,17.23782232713,17.23782232713,17.01624661013,16.079038673666,16.769642283926,15.57267457883,15.52718592353,16.3087211173,17.2378223273,16.621453698,17.2378223269,17.2378223269,15.65044264157,17.23782232757,17.2378223274,17.237822328,17.237822328,17.237822328,17.2378223276,17.2378223276,16.25361763574,17.2378223277,17.2378223277,17.23782232768,17.23782232768,17.23782232786,17.23782232766,16.6770513879,15.9106150909,17.2378223277,17.0265499644,17.2378223278,17.2378223277,17.2378223277,15.30115480019,14.93281462169,11.4729196217,8.8778572389,7.0417387013,6.1787196122,10.6946806859,11.0671713919,9.4519225644,12.2598252514,12.2598252513,12.2598252513,12.2598252509,12.2598252509,7.75776528946,12.2598252507,12.2598252507,12.259825251,12.25982525095,12.25982525095,12.259825251,12.2598252509,12.2598252509,12.259825251,12.2598252509,12.2598252507,11.0126551366,9.7004508417,12.25982525111,12.25982525111,12.2598252511,12.2598252511,12.2598252511,12.2598252516,11.3004534958,12.2598252508,7.384322676,7.3962422484,5.4073711085,6.1417626179,6.19692579828,7.33428894037,9.08877655947,9.08877655997,9.08877655997,9.08877656004,8.81364548204,8.82533823459,8.161995886445,8.550871578345,9.088776560095,9.088776560095,9.088776560045,8.538858478255,9.088776560045,8.19437180952,9.08877656014,9.088776559553,9.088776559553,8.89340280242,9.08877655931,9.08877655931,9.0887765593,9.0887765593,9.08877655937,9.04982641897,9.08877655937,9.08877655937,9.08877656027,9.08877655937,9.08877655937,7.18452910247,6.57730088567,8.78652772172,9.08877655962,9.08877655962,9.08877655962,9.08877655962,9.00617940912,8.985354999682,9.08877655957,9.08877655967,9.08877655967,8.79183747117,9.08877655967,8.40453188237,9.08877655947,8.09127245367,9.0887765598,9.0887765598,9.0887765598,6.1580314803,0,2.8731852105,1.6149430376,3.55104490741,4.66674536271,6.57152849308,4.93341775,4.93551699008,6.74948213208,8.18654646018,5.75042311228,5.54685999648,5.00293292398,4.38760944331,6.4904844802,7.3442287256,11.84089038832,12.38086382112,12.80628362082
"t57",13.20995831082,13.58565904082,13.4459981193,14.9202773818,21.7712741931,21.7712741931,20.0978655699,21.7712741935,21.7712741935,21.7712741935,21.7712741931,21.7712741931,20.14784636167,19.393827775,17.5626270445,17.0983610185,15.0726784616,15.9990910311,13.4715039128,13.0687879147,14.2263959977,18.7560406812,18.7560406812,18.7560406813,18.4337610634,17.949774721,15.97736492287,18.75604068102,18.75604068102,18.75604068097,18.72355151727,18.58797134269,18.75604068089,18.75604068087,18.75604068032,18.75604068032,18.75604068031,18.246631345638,18.756040680638,18.756040681138,18.75604068063,18.75604068063,18.53446496363,17.597257027166,18.287860637426,17.09089293233,17.04540427703,17.8269394708,18.7560406808,18.1396720515,18.7560406804,18.7560406804,17.16866099507,18.75604068107,18.7560406809,18.7560406815,18.7560406815,18.7560406815,18.7560406811,18.7560406811,17.77183598924,18.7560406812,18.7560406812,18.75604068118,18.75604068118,18.75604068136,18.75604068116,18.1952697414,17.4288334444,18.7560406812,18.5447683179,18.7560406813,18.7560406812,18.7560406812,16.81937315369,16.45103297519,12.9911379752,10.3960755924,8.5599570548,7.6969379657,12.2128990394,12.5853897454,10.9701409179,13.7780436049,13.7780436048,13.7780436048,13.7780436044,13.7780436044,9.27598364296,13.7780436042,13.7780436042,13.7780436045,13.77804360445,13.77804360445,13.7780436045,13.7780436044,13.7780436044,13.7780436045,13.7780436044,13.7780436042,12.5308734901,11.2186691952,13.77804360461,13.77804360461,13.7780436046,13.7780436046,13.7780436046,13.7780436051,12.8186718493,13.7780436043,8.9025410295,8.9144606019,6.925589462,7.6599809714,7.71514415178,8.85250729387,10.60699491297,10.60699491347,10.60699491347,10.60699491354,10.33186383554,10.34355658809,9.680214239945,10.069089931845,10.606994913595,10.606994913595,10.606994913545,10.057076831755,10.606994913545,9.71259016302,10.60699491364,10.606994913053,10.606994913053,10.41162115592,10.60699491281,10.60699491281,10.6069949128,10.6069949128,10.60699491287,10.56804477247,10.60699491287,10.60699491287,10.60699491377,10.60699491287,10.60699491287,8.70274745597,8.09551923917,10.30474607522,10.60699491312,10.60699491312,10.60699491312,10.60699491312,10.52439776262,10.503573353182,10.60699491307,10.60699491317,10.60699491317,10.31005582467,10.60699491317,9.92275023587,10.60699491297,9.60949080717,10.6069949133,10.6069949133,10.6069949133,7.6762498338,2.8731852105,0,3.1331613911,5.06926326091,6.18496371621,8.08974684658,6.4516361035,6.45373534358,8.26770048558,9.70476481368,7.26864146578,7.06507834998,6.52115127748,5.90582779681,8.0087028337,8.8624470791,13.35910874182,13.89908217462,14.32450197432
"t47",10.99614593032,11.37184666032,11.2321857388,12.7064650013,19.5574618126,19.5574618126,17.8840531894,19.557461813,19.557461813,19.557461813,19.5574618126,19.5574618126,17.93403398117,17.1800153945,15.348814664,14.884548638,12.8588660811,13.7852786506,11.2576915323,10.8549755342,12.0125836172,16.5422283007,16.5422283007,16.5422283008,16.2199486829,15.7359623405,13.76355254237,16.54222830052,16.54222830052,16.54222830047,16.50973913677,16.37415896219,16.54222830039,16.54222830037,16.54222829982,16.54222829982,16.54222829981,16.032818965138,16.542228300138,16.542228300638,16.54222830013,16.54222830013,16.32065258313,15.383444646666,16.074048256926,14.87708055183,14.83159189653,15.6131270903,16.5422283003,15.925859671,16.5422282999,16.5422282999,14.95484861457,16.54222830057,16.5422283004,16.542228301,16.542228301,16.542228301,16.5422283006,16.5422283006,15.55802360874,16.5422283007,16.5422283007,16.54222830068,16.54222830068,16.54222830086,16.54222830066,15.9814573609,15.2150210639,16.5422283007,16.3309559374,16.5422283008,16.5422283007,16.5422283007,14.60556077319,14.23722059469,10.7773255947,8.1822632119,6.3461446743,5.4831255852,9.9990866589,10.3715773649,8.7563285374,11.5642312244,11.5642312243,11.5642312243,11.5642312239,11.5642312239,7.06217126246,11.5642312237,11.5642312237,11.564231224,11.56423122395,11.56423122395,11.564231224,11.5642312239,11.5642312239,11.564231224,11.5642312239,11.5642312237,10.3170611096,9.0048568147,11.56423122411,11.56423122411,11.5642312241,11.5642312241,11.5642312241,11.5642312246,10.6048594688,11.5642312238,6.688728649,6.7006482214,4.7117770815,5.4461685909,5.50133177128,6.63869491337,8.39318253247,8.39318253297,8.39318253297,8.39318253304,8.11805145504,8.12974420759,7.466401859445,7.855277551345,8.393182533095,8.393182533095,8.393182533045,7.843264451255,8.393182533045,7.49877778252,8.39318253314,8.393182532553,8.393182532553,8.19780877542,8.39318253231,8.39318253231,8.3931825323,8.3931825323,8.39318253237,8.35423239197,8.39318253237,8.39318253237,8.39318253327,8.39318253237,8.39318253237,6.48893507547,5.88170685867,8.09093369472,8.39318253262,8.39318253262,8.39318253262,8.39318253262,8.31058538212,8.289760972682,8.39318253257,8.39318253267,8.39318253267,8.09624344417,8.39318253267,7.70893785537,8.39318253247,7.39567842667,8.3931825328,8.3931825328,8.3931825328,5.4624374533,1.6149430376,3.1331613911,0,2.85545088041,3.97115133571,5.87593446608,4.237823723,4.23992296308,6.05388810508,7.49095243318,5.05482908528,4.85126596948,4.30733889698,3.69201541631,5.7948904532,6.6486346986,11.14529636132,11.68526979412,12.11068959382
"t24",8.57445675813,8.95015748813,8.81049656661,10.28477582911,17.13577264041,17.13577264041,15.46236401721,17.13577264081,17.13577264081,17.13577264081,17.13577264041,17.13577264041,15.51234480898,14.75832622231,12.92712549181,12.46285946581,10.43717690891,11.36358947841,8.83600236011,8.43328636201,9.59089444501,14.12053912851,14.12053912851,14.12053912861,13.79825951071,13.31427316831,11.34186337018,14.12053912833,14.12053912833,14.12053912828,14.08804996458,13.95246979,14.1205391282,14.12053912818,14.12053912763,14.12053912763,14.12053912762,13.611129792948,14.120539127948,14.120539128448,14.12053912794,14.12053912794,13.89896341094,12.961755474476,13.652359084736,12.45539137964,12.40990272434,13.19143791811,14.12053912811,13.50417049881,14.12053912771,14.12053912771,12.53315944238,14.12053912838,14.12053912821,14.12053912881,14.12053912881,14.12053912881,14.12053912841,14.12053912841,13.13633443655,14.12053912851,14.12053912851,14.12053912849,14.12053912849,14.12053912867,14.12053912847,13.55976818871,12.79333189171,14.12053912851,13.90926676521,14.12053912861,14.12053912851,14.12053912851,12.183871601,11.8155314225,8.35563642251,5.76057403971,3.92445550211,3.06143641301,7.57739748671,7.94988819271,6.33463936521,9.14254205221,9.14254205211,9.14254205211,9.14254205171,9.14254205171,4.64048209027,9.14254205151,9.14254205151,9.14254205181,9.14254205176,9.14254205176,9.14254205181,9.14254205171,9.14254205171,9.14254205181,9.14254205171,9.14254205151,7.89537193741,6.58316764251,9.14254205192,9.14254205192,9.14254205191,9.14254205191,9.14254205191,9.14254205241,8.18317029661,9.14254205161,4.26703947681,4.27895904921,2.29008790931,3.02447941871,3.07964259909,4.21700574118,5.97149336028,5.97149336078,5.97149336078,5.97149336085,5.69636228285,5.7080550354,5.044712687255,5.433588379155,5.971493360905,5.971493360905,5.971493360855,5.421575279065,5.971493360855,5.07708861033,5.97149336095,5.971493360363,5.971493360363,5.77611960323,5.97149336012,5.97149336012,5.97149336011,5.97149336011,5.97149336018,5.93254321978,5.97149336018,5.97149336018,5.97149336108,5.97149336018,5.97149336018,4.06724590328,3.46001768648,5.66924452253,5.97149336043,5.97149336043,5.97149336043,5.97149336043,5.88889620993,5.868071800492,5.97149336038,5.97149336048,5.97149336048,5.67455427198,5.97149336048,5.28724868318,5.97149336028,4.97398925448,5.97149336061,5.97149336061,5.97149336061,4.24715115511,3.55104490741,5.06926326091,2.85545088041,0,1.4038558647,3.30863899507,1.67052825199,1.67262749207,3.48659263407,4.92365696217,2.48753361427,2.28397049847,1.74004342597,1.1247199453,3.37320128101,4.22694552641,8.72360718913,9.26358062193,9.68900042163
"t28",9.69015721343,10.06585794343,9.92619702191,11.40047628441,18.25147309571,18.25147309571,16.57806447251,18.25147309611,18.25147309611,18.25147309611,18.25147309571,18.25147309571,16.62804526428,15.87402667761,14.04282594711,13.57855992111,11.55287736421,12.47928993371,9.95170281541,9.54898681731,10.70659490031,15.23623958381,15.23623958381,15.23623958391,14.91395996601,14.42997362361,12.45756382548,15.23623958363,15.23623958363,15.23623958358,15.20375041988,15.0681702453,15.2362395835,15.23623958348,15.23623958293,15.23623958293,15.23623958292,14.726830248248,15.236239583248,15.236239583748,15.23623958324,15.23623958324,15.01466386624,14.077455929776,14.768059540036,13.57109183494,13.52560317964,14.30713837341,15.23623958341,14.61987095411,15.23623958301,15.23623958301,13.64885989768,15.23623958368,15.23623958351,15.23623958411,15.23623958411,15.23623958411,15.23623958371,15.23623958371,14.25203489185,15.23623958381,15.23623958381,15.23623958379,15.23623958379,15.23623958397,15.23623958377,14.67546864401,13.90903234701,15.23623958381,15.02496722051,15.23623958391,15.23623958381,15.23623958381,13.2995720563,12.9312318778,9.47133687781,6.87627449501,5.04015595741,4.17713686831,8.69309794201,9.06558864801,7.45033982051,10.25824250751,10.25824250741,10.25824250741,10.25824250701,10.25824250701,5.75618254557,10.25824250681,10.25824250681,10.25824250711,10.25824250706,10.25824250706,10.25824250711,10.25824250701,10.25824250701,10.25824250711,10.25824250701,10.25824250681,9.01107239271,7.69886809781,10.25824250722,10.25824250722,10.25824250721,10.25824250721,10.25824250721,10.25824250771,9.29887075191,10.25824250691,5.38273993211,5.39465950451,3.40578836461,4.14017987401,4.19534305439,5.33270619648,7.08719381558,7.08719381608,7.08719381608,7.08719381615,6.81206273815,6.8237554907,6.160413142555,6.549288834455,7.087193816205,7.087193816205,7.087193816155,6.537275734365,7.087193816155,6.19278906563,7.08719381625,7.087193815663,7.087193815663,6.89182005853,7.08719381542,7.08719381542,7.08719381541,7.08719381541,7.08719381548,7.04824367508,7.08719381548,7.08719381548,7.08719381638,7.08719381548,7.08719381548,5.18294635858,4.57571814178,6.78494497783,7.08719381573,7.08719381573,7.08719381573,7.08719381573,7.00459666523,6.983772255792,7.08719381568,7.08719381578,7.08719381578,6.79025472728,7.08719381578,6.40294913848,7.08719381558,6.08968970978,7.08719381591,7.08719381591,7.08719381591,5.36285161041,4.66674536271,6.18496371621,3.97115133571,1.4038558647,0,3.55127803817,1.91316729509,1.91526653517,3.72923167717,5.16629600527,2.73017265737,2.52660954157,1.98268246907,2.0324155044,4.48890173631,5.34264598171,9.83930764443,10.37928107723,10.80470087693
"t32",11.5949403438,11.9706410738,11.83098015228,13.30525941478,20.15625622608,20.15625622608,18.48284760288,20.15625622648,20.15625622648,20.15625622648,20.15625622608,20.15625622608,18.53282839465,17.77880980798,15.94760907748,15.48334305148,13.45766049458,14.38407306408,11.85648594578,11.45376994768,12.61137803068,17.14102271418,17.14102271418,17.14102271428,16.81874309638,16.33475675398,14.36234695585,17.141022714,17.141022714,17.14102271395,17.10853355025,16.97295337567,17.14102271387,17.14102271385,17.1410227133,17.1410227133,17.14102271329,16.631613378618,17.141022713618,17.141022714118,17.14102271361,17.14102271361,16.91944699661,15.982239060146,16.672842670406,15.47587496531,15.43038631001,16.21192150378,17.14102271378,16.52465408448,17.14102271338,17.14102271338,15.55364302805,17.14102271405,17.14102271388,17.14102271448,17.14102271448,17.14102271448,17.14102271408,17.14102271408,16.15681802222,17.14102271418,17.14102271418,17.14102271416,17.14102271416,17.14102271434,17.14102271414,16.58025177438,15.81381547738,17.14102271418,16.92975035088,17.14102271428,17.14102271418,17.14102271418,15.20435518667,14.83601500817,11.37612000818,8.78105762538,6.94493908778,6.08191999868,10.59788107238,10.97037177838,9.35512295088,12.16302563788,12.16302563778,12.16302563778,12.16302563738,12.16302563738,7.66096567594,12.16302563718,12.16302563718,12.16302563748,12.16302563743,12.16302563743,12.16302563748,12.16302563738,12.16302563738,12.16302563748,12.16302563738,12.16302563718,10.91585552308,9.60365122818,12.16302563759,12.16302563759,12.16302563758,12.16302563758,12.16302563758,12.16302563808,11.20365388228,12.16302563728,7.28752306248,7.29944263488,5.31057149498,6.04496300438,6.10012618476,7.23748932685,8.99197694595,8.99197694645,8.99197694645,8.99197694652,8.71684586852,8.72853862107,8.065196272925,8.454071964825,8.991976946575,8.991976946575,8.991976946525,8.442058864735,8.991976946525,8.097572196,8.99197694662,8.991976946033,8.991976946033,8.7966031889,8.99197694579,8.99197694579,8.99197694578,8.99197694578,8.99197694585,8.95302680545,8.99197694585,8.99197694585,8.99197694675,8.99197694585,8.99197694585,7.08772948895,6.48050127215,8.6897281082,8.9919769461,8.9919769461,8.9919769461,8.9919769461,8.9093797956,8.888555386162,8.99197694605,8.99197694615,8.99197694615,8.69503785765,8.99197694615,8.30773226885,8.99197694595,7.99447284015,8.99197694628,8.99197694628,8.99197694628,7.26763474078,6.57152849308,8.08974684658,5.87593446608,3.30863899507,3.55127803817,0,1.80079690692,2.3509261544,5.4954330646,6.9324973927,4.4963740448,4.292810929,3.7488838565,3.93719863477,6.39368486668,7.24742911208,11.7440907748,12.2840642076,12.7094840073
"t33",9.95682960072,10.33253033072,10.1928694092,11.6671486717,18.518145483,18.518145483,16.8447368598,18.5181454834,18.5181454834,18.5181454834,18.518145483,18.518145483,16.89471765157,16.1406990649,14.3094983344,13.8452323084,11.8195497515,12.745962321,10.2183752027,9.8156592046,10.9732672876,15.5029119711,15.5029119711,15.5029119712,15.1806323533,14.6966460109,12.72423621277,15.50291197092,15.50291197092,15.50291197087,15.47042280717,15.33484263259,15.50291197079,15.50291197077,15.50291197022,15.50291197022,15.50291197021,14.993502635538,15.502911970538,15.502911971038,15.50291197053,15.50291197053,15.28133625353,14.344128317066,15.034731927326,13.83776422223,13.79227556693,14.5738107607,15.5029119707,14.8865433414,15.5029119703,15.5029119703,13.91553228497,15.50291197097,15.5029119708,15.5029119714,15.5029119714,15.5029119714,15.502911971,15.502911971,14.51870727914,15.5029119711,15.5029119711,15.50291197108,15.50291197108,15.50291197126,15.50291197106,14.9421410313,14.1757047343,15.5029119711,15.2916396078,15.5029119712,15.5029119711,15.5029119711,13.56624444359,13.19790426509,9.7380092651,7.1429468823,5.3068283447,4.4438092556,8.9597703293,9.3322610353,7.7170122078,10.5249148948,10.5249148947,10.5249148947,10.5249148943,10.5249148943,6.02285493286,10.5249148941,10.5249148941,10.5249148944,10.52491489435,10.52491489435,10.5249148944,10.5249148943,10.5249148943,10.5249148944,10.5249148943,10.5249148941,9.27774478,7.9655404851,10.52491489451,10.52491489451,10.5249148945,10.5249148945,10.5249148945,10.524914895,9.5655431392,10.5249148942,5.6494123194,5.6613318918,3.6724607519,4.4068522613,4.46201544168,5.59937858377,7.35386620287,7.35386620337,7.35386620337,7.35386620344,7.07873512544,7.09042787799,6.427085529845,6.815961221745,7.353866203495,7.353866203495,7.353866203445,6.803948121655,7.353866203445,6.45946145292,7.35386620354,7.353866202953,7.353866202953,7.15849244582,7.35386620271,7.35386620271,7.3538662027,7.3538662027,7.35386620277,7.31491606237,7.35386620277,7.35386620277,7.35386620367,7.35386620277,7.35386620277,5.44961874587,4.84239052907,7.05161736512,7.35386620302,7.35386620302,7.35386620302,7.35386620302,7.27126905252,7.250444643082,7.35386620297,7.35386620307,7.35386620307,7.05692711457,7.35386620307,6.66962152577,7.35386620287,6.35636209707,7.3538662032,7.3538662032,7.3538662032,5.6295239977,4.93341775,6.4516361035,4.237823723,1.67052825199,1.91316729509,1.80079690692,0,0.71281541132,3.85732232152,5.29438664962,2.85826330172,2.65470018592,2.11077311342,2.29908789169,4.7555741236,5.609318369,10.10598003172,10.64595346452,11.07137326422
"t31",9.9589288408,10.3346295708,10.19496864928,11.66924791178,18.52024472308,18.52024472308,16.84683609988,18.52024472348,18.52024472348,18.52024472348,18.52024472308,18.52024472308,16.89681689165,16.14279830498,14.31159757448,13.84733154848,11.82164899158,12.74806156108,10.22047444278,9.81775844468,10.97536652768,15.50501121118,15.50501121118,15.50501121128,15.18273159338,14.69874525098,12.72633545285,15.505011211,15.505011211,15.50501121095,15.47252204725,15.33694187267,15.50501121087,15.50501121085,15.5050112103,15.5050112103,15.50501121029,14.995601875618,15.505011210618,15.505011211118,15.50501121061,15.50501121061,15.28343549361,14.346227557146,15.036831167406,13.83986346231,13.79437480701,14.57591000078,15.50501121078,14.88864258148,15.50501121038,15.50501121038,13.91763152505,15.50501121105,15.50501121088,15.50501121148,15.50501121148,15.50501121148,15.50501121108,15.50501121108,14.52080651922,15.50501121118,15.50501121118,15.50501121116,15.50501121116,15.50501121134,15.50501121114,14.94424027138,14.17780397438,15.50501121118,15.29373884788,15.50501121128,15.50501121118,15.50501121118,13.56834368367,13.20000350517,9.74010850518,7.14504612238,5.30892758478,4.44590849568,8.96186956938,9.33436027538,7.71911144788,10.52701413488,10.52701413478,10.52701413478,10.52701413438,10.52701413438,6.02495417294,10.52701413418,10.52701413418,10.52701413448,10.52701413443,10.52701413443,10.52701413448,10.52701413438,10.52701413438,10.52701413448,10.52701413438,10.52701413418,9.27984402008,7.96763972518,10.52701413459,10.52701413459,10.52701413458,10.52701413458,10.52701413458,10.52701413508,9.56764237928,10.52701413428,5.65151155948,5.66343113188,3.67455999198,4.40895150138,4.46411468176,5.60147782385,7.35596544295,7.35596544345,7.35596544345,7.35596544352,7.08083436552,7.09252711807,6.429184769925,6.818060461825,7.355965443575,7.355965443575,7.355965443525,6.806047361735,7.355965443525,6.461560693,7.35596544362,7.355965443033,7.355965443033,7.1605916859,7.35596544279,7.35596544279,7.35596544278,7.35596544278,7.35596544285,7.31701530245,7.35596544285,7.35596544285,7.35596544375,7.35596544285,7.35596544285,5.45171798595,4.84448976915,7.0537166052,7.3559654431,7.3559654431,7.3559654431,7.3559654431,7.2733682926,7.252543883162,7.35596544305,7.35596544315,7.35596544315,7.05902635465,7.35596544315,6.67172076585,7.35596544295,6.35846133715,7.35596544328,7.35596544328,7.35596544328,5.63162323778,4.93551699008,6.45373534358,4.23992296308,1.67262749207,1.91526653517,2.3509261544,0.71281541132,0,3.8594215616,5.2964858897,2.8603625418,2.656799426,2.1128723535,2.30118713177,4.75767336368,5.61141760908,10.1080792718,10.6480527046,11.0734725043
"t66",11.7728939828,12.1485947128,12.00893379128,13.48321305378,20.33420986508,20.33420986508,18.66080124188,20.33420986548,20.33420986548,20.33420986548,20.33420986508,20.33420986508,18.71078203365,17.95676344698,16.12556271648,15.66129669048,13.63561413358,14.56202670308,12.03443958478,11.63172358668,12.78933166968,17.31897635318,17.31897635318,17.31897635328,16.99669673538,16.51271039298,14.54030059485,17.318976353,17.318976353,17.31897635295,17.28648718925,17.15090701467,17.31897635287,17.31897635285,17.3189763523,17.3189763523,17.31897635229,16.809567017618,17.318976352618,17.318976353118,17.31897635261,17.31897635261,17.09740063561,16.160192699146,16.850796309406,15.65382860431,15.60833994901,16.38987514278,17.31897635278,16.70260772348,17.31897635238,17.31897635238,15.73159666705,17.31897635305,17.31897635288,17.31897635348,17.31897635348,17.31897635348,17.31897635308,17.31897635308,16.33477166122,17.31897635318,17.31897635318,17.31897635316,17.31897635316,17.31897635334,17.31897635314,16.75820541338,15.99176911638,17.31897635318,17.10770398988,17.31897635328,17.31897635318,17.31897635318,15.38230882567,15.01396864717,11.55407364718,8.95901126438,7.12289272678,6.25987363768,10.77583471138,11.14832541738,9.53307658988,12.34097927688,12.34097927678,12.34097927678,12.34097927638,12.34097927638,7.83891931494,12.34097927618,12.34097927618,12.34097927648,12.34097927643,12.34097927643,12.34097927648,12.34097927638,12.34097927638,12.34097927648,12.34097927638,12.34097927618,11.09380916208,9.78160486718,12.34097927659,12.34097927659,12.34097927658,12.34097927658,12.34097927658,12.34097927708,11.38160752128,12.34097927628,7.46547670148,7.47739627388,5.48852513398,6.22291664338,6.27807982376,7.41544296585,9.16993058495,9.16993058545,9.16993058545,9.16993058552,8.89479950752,8.90649226007,8.243149911925,8.632025603825,9.169930585575,9.169930585575,9.169930585525,8.620012503735,9.169930585525,8.275525835,9.16993058562,9.169930585033,9.169930585033,8.9745568279,9.16993058479,9.16993058479,9.16993058478,9.16993058478,9.16993058485,9.13098044445,9.16993058485,9.16993058485,9.16993058575,9.16993058485,9.16993058485,7.26568312795,6.65845491115,8.8676817472,9.1699305851,9.1699305851,9.1699305851,9.1699305851,9.0873334346,9.066509025162,9.16993058505,9.16993058515,9.16993058515,8.87299149665,9.16993058515,8.48568590785,9.16993058495,8.17242647915,9.16993058528,9.16993058528,9.16993058528,7.44558837978,6.74948213208,8.26770048558,6.05388810508,3.48659263407,3.72923167717,5.4954330646,3.85732232152,3.8594215616,0,1.9131447239,2.928114884,2.7245517682,3.1795865011,4.11515227377,6.57163850568,7.42538275108,11.9220444138,12.4620178466,12.8874376463
"t67",13.2099583109,13.5856590409,13.44599811938,14.92027738188,21.77127419318,21.77127419318,20.09786556998,21.77127419358,21.77127419358,21.77127419358,21.77127419318,21.77127419318,20.14784636175,19.39382777508,17.56262704458,17.09836101858,15.07267846168,15.99909103118,13.47150391288,13.06878791478,14.22639599778,18.75604068128,18.75604068128,18.75604068138,18.43376106348,17.94977472108,15.97736492295,18.7560406811,18.7560406811,18.75604068105,18.72355151735,18.58797134277,18.75604068097,18.75604068095,18.7560406804,18.7560406804,18.75604068039,18.246631345718,18.756040680718,18.756040681218,18.75604068071,18.75604068071,18.53446496371,17.597257027246,18.287860637506,17.09089293241,17.04540427711,17.82693947088,18.75604068088,18.13967205158,18.75604068048,18.75604068048,17.16866099515,18.75604068115,18.75604068098,18.75604068158,18.75604068158,18.75604068158,18.75604068118,18.75604068118,17.77183598932,18.75604068128,18.75604068128,18.75604068126,18.75604068126,18.75604068144,18.75604068124,18.19526974148,17.42883344448,18.75604068128,18.54476831798,18.75604068138,18.75604068128,18.75604068128,16.81937315377,16.45103297527,12.99113797528,10.39607559248,8.55995705488,7.69693796578,12.21289903948,12.58538974548,10.97014091798,13.77804360498,13.77804360488,13.77804360488,13.77804360448,13.77804360448,9.27598364304,13.77804360428,13.77804360428,13.77804360458,13.77804360453,13.77804360453,13.77804360458,13.77804360448,13.77804360448,13.77804360458,13.77804360448,13.77804360428,12.53087349018,11.21866919528,13.77804360469,13.77804360469,13.77804360468,13.77804360468,13.77804360468,13.77804360518,12.81867184938,13.77804360438,8.90254102958,8.91446060198,6.92558946208,7.65998097148,7.71514415186,8.85250729395,10.60699491305,10.60699491355,10.60699491355,10.60699491362,10.33186383562,10.34355658817,9.680214240025,10.069089931925,10.606994913675,10.606994913675,10.606994913625,10.057076831835,10.606994913625,9.7125901631,10.60699491372,10.606994913133,10.606994913133,10.411621156,10.60699491289,10.60699491289,10.60699491288,10.60699491288,10.60699491295,10.56804477255,10.60699491295,10.60699491295,10.60699491385,10.60699491295,10.60699491295,8.70274745605,8.09551923925,10.3047460753,10.6069949132,10.6069949132,10.6069949132,10.6069949132,10.5243977627,10.503573353262,10.60699491315,10.60699491325,10.60699491325,10.31005582475,10.60699491325,9.92275023595,10.60699491305,9.60949080725,10.60699491338,10.60699491338,10.60699491338,8.88265270788,8.18654646018,9.70476481368,7.49095243318,4.92365696217,5.16629600527,6.9324973927,5.29438664962,5.2964858897,1.9131447239,0,4.3651792121,4.1616160963,4.6166508292,5.55221660187,8.00870283378,8.86244707918,13.3591087419,13.8990821747,14.3245019744
