"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108"
"t68",0.0884006752558046,-0.0351449549225256,0.000128082244003834,0.169460035995949,-0.13614414191262,-0.00189856077500805,-0.118282645556002,-0.00607415770111779,0.00147947995547848,0.000729304789478383,-0.000558052954446484,-0.000271018847676481,0.00123005427862738,0.00498035368780641,0.000534288089951477,-0.000505927224981191,-0.000457009362707193,2.89548484883745e-05,0.00322803063322429,0.314008005932467,0.000465521927588599,-0.00193529074189652,-0.000473371723595435,0.0484815044808146,7.15666731520219e-05,-0.00258655173693018,2.85418990498294e-05,-0.00332922314159615,0.000230451290101414,-1.65225893663874e-05,0.000338873729686202,0.552640208617853,-0.0684013830403649,-4.7965656031605e-07,9.630662215115e-05,0.00283502001828534,-0.00199858069978737,0.00222425214251211,9.73721990004341e-16,-1.62545352651797e-16,6.23611168322524e-05,-4.01005537415333e-06,1.33033670484544e-15,-0.00129117253168068,-0.0228146558802754,0.000215876972021365,0.000484916475782906,3.40708495904243e-16,-2.22892657941946e-16,-4.61856571913924e-05,0.000331616304393132,0.00847014748880247,-0.00342201234086642,0.0473155747952126,0.000330144670328009,0.0209917568679603,0.00307692671586428,-0.00227735082692372,0.0773045214610023,-0.00975891479970977,-8.56757812714101e-06,2.08164681767804e-05,2.18933810440543e-06,-1.88331024645482e-05,-6.3660104672181e-05,-1.37880957455199e-05,7.60043810024e-05,-3.21096957004138e-17,-2.652261379008e-05,1.2575735304379e-06,5.51636323512098e-17,-3.70386889125484e-05,-1.13797860024079e-15,-8.92081738968472e-05,-9.65404677577911e-07,-1.63688191796673e-07,4.58377193184873e-05,-1.28271394031731e-07,-5.39129857421769e-05,1.15537415435208e-15,-4.13166463082031e-07,-1.93907845412942e-15,-8.46569046496763e-16,1.39472831652816e-05,2.72397573345809e-15,1.45834116688136e-08,-0.707106781186548,-2.05244101297549e-05,1.19400958520303e-15,4.47233867128804e-15,2.82337341572258e-15,-1.71450558953675e-15,1.42938126520026e-15,1.48656650917224e-15,-3.02671064031551e-07,-1.82023874121798e-15,2.28942146796173e-15,1.77290709603524e-16,-2.40736736015412e-15,1.42279323921231e-15,2.75600171247491e-16,-1.64875758128527e-16,-2.40159451559076e-15,1.62602216465976e-16,-2.12288621936709e-16,-2.656503248304e-16,-2.59544192446706e-14,-3.59632990773171e-14
"t69",0.0884006752558045,-0.0351449549225256,0.000128082244003828,0.169460035995949,-0.13614414191262,-0.00189856077500802,-0.118282645556002,-0.00607415770111787,0.00147947995547854,0.000729304789478351,-0.000558052954446337,-0.000271018847676443,0.00123005427862737,0.00498035368780649,0.000534288089951647,-0.000505927224981146,-0.000457009362707176,2.89548484884508e-05,0.00322803063322407,0.314008005932468,0.00046552192758836,-0.00193529074189629,-0.000473371723595396,0.0484815044808144,7.15666731519902e-05,-0.00258655173693019,2.85418990495964e-05,-0.00332922314159601,0.000230451290101332,-1.65225893665763e-05,0.000338873729686302,0.552640208617855,-0.068401383040365,-4.79656559155411e-07,9.63066221500159e-05,0.00283502001828543,-0.00199858069978707,0.00222425214251204,8.55435703042397e-17,-2.04178716045131e-16,6.2361116832221e-05,-4.01005537412611e-06,4.92465265948644e-16,-0.00129117253168053,-0.0228146558802755,0.000215876972021636,0.000484916475783125,1.13174240094543e-15,1.65685400616007e-16,-4.61856571907199e-05,0.000331616304393427,0.00847014748880218,-0.00342201234086647,0.0473155747952129,0.000330144670328503,0.0209917568679605,0.00307692671586433,-0.00227735082692463,0.077304521461002,-0.00975891479970934,-8.56757812919687e-06,2.08164681765763e-05,2.18933810362557e-06,-1.88331024644405e-05,-6.36601046724593e-05,-1.3788095745324e-05,7.60043810022534e-05,1.27484864091526e-16,-2.65226137894886e-05,1.25757353074806e-06,-2.22813161588296e-16,-3.70386889135433e-05,6.31439345255558e-16,-8.92081738971931e-05,-9.65404677163277e-07,-1.63688192734438e-07,4.58377193195462e-05,-1.2827139419858e-07,-5.39129857429643e-05,-6.46500921710505e-16,-4.13166464231496e-07,1.53420335045197e-15,9.71928748069327e-16,1.39472831663107e-05,-2.8965018948049e-15,1.45834138354836e-08,0.707106781186547,-2.05244101251508e-05,-9.21813000292995e-16,-4.92837984312953e-15,-4.00449818572213e-15,1.9605943887694e-15,-1.53352643216898e-15,-1.21613245134295e-15,-3.02671048770819e-07,1.17972838688616e-15,-1.79019192035741e-15,-1.28074956251257e-15,1.3604520296675e-15,-1.11684189722796e-15,-1.5287634027083e-16,1.67398558665252e-16,2.01848090119813e-15,-1.93937909441596e-16,6.09468266803282e-17,3.56129736961342e-16,-2.57045246955413e-14,-3.58288382275184e-14
"t38",0.0880626325081783,-0.0349107138134989,0.000126433921614753,0.167020267396728,-0.133717969909524,-0.00186075421368004,-0.11497722391082,-0.00590133010071366,0.00143093390640525,0.00069983695387835,-0.00053089649334768,-0.000253565143349876,0.00114823867271515,0.00461160895740495,0.000488951874343554,-0.000460249203086574,-0.000413958698710731,2.62138716166163e-05,0.0028870459744357,0.279810887714219,0.000417838592581287,-0.00175623051498184,-0.000444460011494027,0.0492327684763045,7.95150694743371e-05,-0.00310799671992624,4.59701089885359e-05,0.00465766185155426,-0.000232531218350637,8.67251874196665e-06,-0.000104147826427596,-0.167044582836325,0.00909244688922374,-2.50984271373857e-08,1.0057992466545e-05,0.000299096685591812,-0.000231222967727598,0.000213995333844732,-1.29423724233115e-15,-1.49254790453988e-17,-7.38210733749791e-06,7.15105012048301e-07,-2.35793153032291e-15,0.000508554884324219,0.0127315424256782,-0.000127736378597637,-0.000317502373265242,1.67273202086735e-16,2.81895461719075e-16,3.84196245958965e-05,-0.000531051171226672,-0.0152994150785391,0.00675454792015179,-0.109238426369033,-0.00126413547328651,-0.127432952830579,-0.0215085427995462,0.0218863226112763,-0.831924652353799,0.303835876263643,0.000863431971497573,-0.00835263056649114,1.80098907237119e-05,-0.000102205843335523,-0.000280711576501599,-5.59427992742477e-05,0.000277050201688721,2.48517438582184e-16,-8.19272959858641e-05,3.84999441525605e-06,3.94691624251705e-16,-0.000110376643080413,-2.65065747129256e-15,-0.000237462338956554,-2.13416103172758e-06,-3.58493686818026e-07,9.13228884924701e-05,-2.39538562773546e-07,-0.000100323685359969,-3.19334590891954e-16,-7.20413343552297e-07,4.74900486821169e-17,-1.01758523920543e-16,2.33352578273117e-05,1.3807507237419e-16,2.32569885732732e-08,-2.55271649397371e-16,-3.21317090667621e-05,-2.5348373701002e-18,-2.26930198781237e-16,-1.19525920784937e-15,1.58116369104646e-16,8.04877767368524e-17,2.91866613394467e-16,-4.57292974765856e-07,-2.22865866011581e-16,-6.97087778849619e-16,-3.52454333346782e-16,-8.50131388924032e-16,-8.0308581019409e-19,4.62320667954111e-16,3.13603947675423e-16,-7.77319286134873e-16,-5.8023630644423e-16,9.39999506482343e-17,5.55384494558871e-17,-2.58928820400452e-14,-3.61464147582835e-14
"t83",0.0887214731660915,-0.0353693157426046,0.000129694439277111,0.171859040097012,-0.138558908759857,-0.00193647622980541,-0.12169994444225,-0.00625319191159711,0.00153065851512039,0.000761391413995834,-0.000588774178571921,-0.000292499657229561,0.00133204290110297,0.00546323182918916,0.000598892700627165,-0.000574465626872363,-0.000524442300514342,3.32718765184703e-05,0.00387048993885961,0.385589643434494,0.000638093370963017,-0.00276449101323122,-0.000737718304993647,0.0870647834012883,0.000146667332079858,-0.00588063879642632,9.20067365248926e-05,0.0107292219720503,-0.000543412689058773,2.09890806016389e-05,-0.000260325575881758,-0.417964251846649,0.0238459360913856,-7.54388709439148e-08,3.44761386867189e-05,0.00103044935261106,-0.00118980139384067,0.00147803074561578,1.08477235721629e-16,3.74264340660791e-16,5.46290352215455e-05,-3.63630744410241e-06,1.78209670919802e-15,-0.00128410280585442,-0.0239412818104603,0.000228812198497199,0.000523306583687485,-7.94874111286778e-17,9.64643600248302e-17,-5.22184486597858e-05,0.000441727876171335,0.0117120835141332,-0.00487206461045747,0.0711957584854778,0.000615310341387256,0.0500379024357319,0.0079870477215941,-0.00728388893872656,0.267684250700123,-0.079334263213555,-0.000206198961350326,0.0019322165760342,-1.88858930942181e-06,4.05929121909264e-06,-1.40000182770416e-06,-1.44582416622728e-06,1.53896547244071e-05,1.84119430810524e-17,-8.91002142274375e-06,4.30860854207748e-07,1.19500691471908e-17,-1.34230339031874e-05,3.05311331771918e-16,-3.93066659526313e-05,-5.35924394743997e-07,-9.17455847567818e-08,2.81030024187966e-05,-8.30523983459462e-08,-3.50067834997441e-05,2.12669194071258e-16,-2.82106883935461e-07,8.28802342195168e-17,-1.53804036786034e-16,9.81378307423343e-06,-8.62715113519828e-16,1.06104263139197e-08,-1.5062683498572e-15,-1.51212760663596e-05,-6.64825085910274e-16,2.14839492375806e-16,-7.98500565549066e-15,1.1712637453204e-15,1.2857108223958e-15,-1.18861313016771e-15,-2.28321677737102e-07,0.707106781186547,2.49850598898728e-15,-2.53945781329257e-15,3.58595412423369e-15,3.3158374933923e-16,-7.49418808476938e-16,2.27666090466837e-16,9.62634279726116e-16,-9.83704621123253e-16,-3.22088893706949e-16,9.91511119584054e-16,-2.63506402345917e-14,-3.62556194776686e-14
"t84",0.0887214731660916,-0.0353693157426045,0.00012969443927709,0.171859040097012,-0.138558908759857,-0.00193647622980537,-0.12169994444225,-0.00625319191159708,0.00153065851512036,0.000761391413995655,-0.000588774178571883,-0.000292499657229653,0.00133204290110301,0.00546323182918918,0.000598892700627434,-0.000574465626872301,-0.000524442300514324,3.32718765186854e-05,0.00387048993885989,0.385589643434494,0.000638093370962957,-0.00276449101323145,-0.000737718304993418,0.0870647834012883,0.000146667332079898,-0.00588063879642647,9.20067365246744e-05,0.0107292219720502,-0.000543412689058846,2.0989080601544e-05,-0.00026032557588171,-0.417964251846649,0.0238459360913854,-7.54388713162298e-08,3.44761386872889e-05,0.00103044935261112,-0.00118980139384052,0.00147803074561572,4.20727461397437e-16,2.00791993074265e-16,5.46290352217404e-05,-3.63630744449283e-06,1.59127712684056e-15,-0.00128410280585448,-0.0239412818104604,0.000228812198497128,0.000523306583687816,1.4678859294435e-15,8.25865722660817e-17,-5.22184486590337e-05,0.00044172787617128,0.0117120835141338,-0.0048720646104573,0.0711957584854776,0.000615310341387752,0.0500379024357326,0.0079870477215935,-0.00728388893872735,0.267684250700124,-0.0793342632135545,-0.000206198961348983,0.00193221657603384,-1.88858931017642e-06,4.0592912187523e-06,-1.40000182730187e-06,-1.4458241653544e-06,1.53896547241892e-05,-9.18338733948746e-16,-8.91002142252838e-06,4.30860854035469e-07,-2.34438100638185e-16,-1.34230339033356e-05,4.92661467177413e-16,-3.93066659522141e-05,-5.35924395155928e-07,-9.17455851798115e-08,2.81030024189441e-05,-8.30523997448434e-08,-3.50067835013753e-05,2.36738273671282e-16,-2.82106886336928e-07,-3.32633696513024e-16,3.75850147677776e-16,9.813783075204e-06,1.01421350156363e-15,1.06104246029189e-08,1.75298210278068e-15,-1.5121276066742e-05,9.07994886267461e-16,-6.12164685302878e-16,6.82953282935127e-15,-8.61168151954839e-16,-9.5555190789251e-16,1.64939435985144e-15,-2.28321883522622e-07,-0.707106781186547,-1.23787821290994e-15,1.37926722959763e-15,-3.70335392182084e-15,-1.26383244653238e-16,8.62139328110217e-16,-4.17187629875099e-16,-2.88845183694238e-15,1.0407821622178e-15,2.52255109611891e-16,-8.94216028561636e-16,-2.53329414178037e-14,-3.54284938751009e-14
"t34",0.0881114064522824,-0.0349486842959628,0.000126772820266923,0.167550684411668,-0.134313887958289,-0.00187074213710606,-0.116122395497084,-0.00596222221106991,0.0014506781285054,0.0007152103145799,-0.000549561226502773,-0.000274846570782035,0.00125691688533503,0.00529531838207248,0.000644353563226593,-0.000702439463539618,-0.000767802328095164,5.02311829683189e-05,-0.00467057974729179,-0.105028658913077,8.23499347693763e-06,9.87717456090199e-05,0.000186602932731947,-0.251811416641181,0.000219838354013258,-0.00520892442997634,4.55158182710579e-05,0.00190391891412218,-8.29128355012861e-05,1.86244394860866e-06,-4.97019628614527e-06,-0.00694149533019861,-0.0034131657886822,-3.68777103570018e-08,4.66734560052799e-06,0.000133397404367665,0.000145321610417325,-0.000329699194870499,-2.3710667183441e-15,-4.94935948038566e-16,-4.34444324047426e-05,3.41232047004552e-06,-3.19340076851255e-15,0.0019864554701221,0.0979408115697921,0.000920341205290175,-0.000522393132291283,-6.25918118273148e-15,3.13195036756879e-16,0.000103527453813668,-0.00214251977522737,-0.071387042914942,0.0364447750708999,-0.885121332954016,0.00567238104806599,0.131074787389339,0.0153384600853508,-0.00641312268656852,0.164711810873963,0.0593599085044591,0.000259778897650599,-0.00278002516363699,1.25983803062874e-05,-8.26464097675818e-05,-0.000242812788158745,-4.96358501095476e-05,0.000253562988859409,-2.25762669326556e-15,-7.8319576651692e-05,3.68849376738335e-06,-5.0302907094003e-16,-0.000106431298035232,2.22044604925031e-16,-0.000234778495606627,-2.18122466179865e-06,-3.66902313937138e-07,9.46048691745032e-05,-2.49711181028873e-07,-0.000104614834342919,-3.66003437405347e-16,-7.54546027355986e-07,-1.16983140570316e-16,-1.54545055998501e-16,2.44844450855735e-05,-4.24217862725784e-16,2.44268997351031e-08,1.89928159996068e-17,-3.37503307682452e-05,8.43046179310959e-17,-1.54753282513421e-16,1.74484397014666e-15,5.83482987867706e-17,1.66712100002374e-16,3.84706223868663e-16,-4.80138819684089e-07,1.94717815944849e-18,-2.06618746362504e-16,-6.19552281797049e-16,-8.08719850694789e-16,3.6585394744232e-17,-1.41295250327759e-16,-1.0322493380321e-16,-7.76557063093201e-16,7.16727584036081e-17,-4.43517686667837e-16,-5.00645295796595e-17,-2.63314580514512e-14,-3.59955174842411e-14
"t86",0.0889064996190949,-0.035503460739044,0.000130740013211461,0.173447351360349,-0.14023498667464,-0.0019635832575639,-0.124452134028487,-0.00639851812878189,0.00157518069907794,0.000793158702841055,-0.000624334588610176,-0.000328331710512176,0.00151248900579071,0.00654818913986184,0.000832635948106033,-0.000930872667352594,-0.00103815947402452,6.80895355391689e-05,-0.00682711229019657,-0.159605548160244,1.45570867480706e-05,0.000182936116738181,0.000375949164273055,-0.563672520989143,0.000529472002683753,-0.0131311408291535,0.000127411251466215,0.00714266417926631,-0.000321503530203185,7.84958244118086e-06,-2.27152638162636e-05,-0.03180770301309,-0.0177503636190045,-2.99870050764987e-07,7.31129584550953e-05,0.00216241882068989,-0.00182704054764019,0.00214080819081713,-3.54367785413874e-16,1.09678794343461e-16,7.29954552833574e-05,-4.89518140430248e-06,5.25349767376426e-16,-0.00190895329927346,-0.0761120940605265,-0.000688853640742331,0.000366007506742258,4.08404210664341e-15,3.96739633720239e-16,-6.17284704670531e-05,0.000800932896573368,0.024444072741011,-0.0116976251241552,0.253513073164734,-0.00113557583952983,-0.019418912116133,-0.0020868043795448,0.000730291610063608,-0.0176981392358175,-0.00424769594239428,-1.50956132170716e-05,0.000148909880255196,3.24297080847484e-07,-5.66267292538226e-06,-2.39584437384739e-05,-5.60732581916235e-06,3.38738873537484e-05,6.87197377271012e-16,-1.34171172047324e-05,6.40258511977862e-07,4.760400493389e-16,-1.9219427111655e-05,-2.9767854847762e-15,-4.99388417995066e-05,-6.05203301698832e-07,-1.03165871952837e-07,3.04560823247235e-05,-8.82343897682674e-08,-3.71544630950086e-05,5.84493964551861e-16,-2.94528336303981e-07,4.91529705139993e-17,-2.44182501678997e-16,1.01538511695432e-05,1.07290502351081e-15,1.08762185085735e-08,1.85323879828982e-15,-1.54489753618018e-05,-1.26460223551205e-16,-9.20847942744564e-16,-2.6823396854572e-15,1.85741433921978e-15,-6.28156280451039e-17,-9.37856689256378e-16,-2.31888601022562e-07,-2.053199769278e-15,0.707106781186548,1.97094385650087e-14,-5.81581476645412e-14,3.0660836825575e-15,7.80723911159854e-15,-2.50934837065557e-16,-4.8309323261908e-15,-8.2807147869407e-16,1.15380462013228e-15,1.2634723534399e-15,-2.56488771086298e-14,-3.63231907792834e-14
"t87",0.0889064996190949,-0.035503460739044,0.000130740013211444,0.173447351360349,-0.14023498667464,-0.0019635832575639,-0.124452134028487,-0.00639851812878194,0.00157518069907789,0.00079315870284098,-0.000624334588610152,-0.000328331710512263,0.00151248900579062,0.00654818913986188,0.000832635948106102,-0.000930872667352852,-0.00103815947402463,6.80895355396685e-05,-0.00682711229019677,-0.159605548160244,1.45570867477031e-05,0.000182936116738586,0.000375949164272716,-0.563672520989143,0.000529472002683803,-0.0131311408291533,0.000127411251466308,0.00714266417926634,-0.000321503530203657,7.84958244141772e-06,-2.27152638157517e-05,-0.0318077030130902,-0.0177503636190043,-2.99870050131704e-07,7.31129584545985e-05,0.00216241882068984,-0.00182704054764013,0.00214080819081716,-5.0008455739592e-16,9.58010054314525e-17,7.29954552836524e-05,-4.89518140515813e-06,1.39965039926873e-15,-0.00190895329927346,-0.0761120940605269,-0.00068885364074236,0.000366007506742315,3.62715931116803e-15,2.20393297375957e-17,-6.17284704667833e-05,0.000800932896573356,0.0244440727410104,-0.0116976251241554,0.253513073164735,-0.00113557583952999,-0.0194189121161331,-0.00208680437954492,0.00073029161006312,-0.0176981392358164,-0.00424769594239443,-1.50956132185325e-05,0.000148909880255369,3.24297079460312e-07,-5.66267292625927e-06,-2.3958443738353e-05,-5.60732581965382e-06,3.38738873536879e-05,8.29444702314242e-16,-1.34171172039812e-05,6.40258512217628e-07,-1.58738159286769e-16,-1.92194271112279e-05,-2.4980018054066e-16,-4.99388417997437e-05,-6.05203301450551e-07,-1.03165872418389e-07,3.04560823237304e-05,-8.82343899794469e-08,-3.7154463095241e-05,5.26980061507295e-16,-2.94528336859689e-07,-2.27771545330838e-16,4.25793955161346e-16,1.01538511691042e-05,-7.63527312926524e-16,1.08762194690796e-08,-2.27178578640764e-15,-1.5448975363267e-05,4.27746544733295e-16,4.25296857533397e-16,1.03690744703707e-15,-1.45939097727774e-15,2.18209570360302e-16,1.28268141396348e-15,-2.31888590819048e-07,1.78804414563118e-15,-0.707106781186547,-2.07618589954317e-14,5.77630138941329e-14,-2.8597322091887e-15,-7.58323662473091e-15,3.52936171147964e-16,4.52963555018003e-15,5.47646114391301e-16,-1.22822121508819e-15,-1.03742353067357e-15,-2.5731318403029e-14,-3.55361474754872e-14
"t102",0.0895047276801741,-0.0359272508998107,0.00013387605953534,0.17814928405313,-0.14505099242029,-0.00204003907118844,-0.131661358347951,-0.00677735802843693,0.00168643157494038,0.000866599194995927,-0.000699347909585505,-0.000390033165960414,0.00181369620288378,0.0081526268110423,0.00111145836135198,-0.00130135401730123,-0.00151188354103719,9.96958657782585e-05,-0.0122144597322122,-0.330408097559889,0.000231196229145364,-0.00139624217344354,-0.000597881855724974,0.30696902864423,-0.000137535222441295,0.00189380412913493,4.03325016438093e-06,0.00185612360297613,-8.83623205944976e-05,2.41393741803134e-06,-7.58134466915736e-06,-0.0106405312552219,-0.00652078023015085,-1.31574871472368e-07,3.5624229318153e-05,0.00105711554059434,-0.00105994270241025,0.00133099598539123,1.1424094565906e-15,3.64455804411523e-16,6.54626414940345e-05,-4.86842734668093e-06,6.81844750315915e-15,-0.00332014090348278,-0.455439384151148,-0.00967124530974399,-0.0030027692423961,1.96094567061275e-14,-1.47838515172083e-16,7.92251152335787e-05,-9.70371674057208e-05,-0.00178610996111587,0.000547387769107084,-0.003724859348694,-9.14132258824432e-06,0.000708287747889613,0.000121301898138264,-8.49666054553308e-05,0.00246534965671283,0.00153557128438355,7.91898742371033e-06,-8.92509804192484e-05,8.17280636691682e-07,-7.08042637381776e-06,-2.46437870327087e-05,-5.42576181791117e-06,3.06637712906871e-05,8.66236609866414e-16,-1.1215379384948e-05,5.33286583123665e-07,5.59664514401408e-17,-1.58440393618417e-05,2.7824964554668e-15,-3.96972467979082e-05,-4.63475818072627e-07,-7.89145942834622e-08,2.31115435554553e-05,-6.68600291451784e-08,-2.81544468503533e-05,5.35864358716911e-16,-2.23659295223465e-07,2.45643387071002e-17,-2.29530653341379e-16,7.73532191544899e-06,-3.45845161094772e-16,8.33230084327772e-09,6.74402018498637e-17,-1.18680013646456e-05,-7.44222015900834e-16,-2.87386369576005e-16,3.70906587934335e-16,-5.49610118344492e-16,-2.65941231751727e-16,3.04727723189225e-16,-1.7925133254545e-07,-3.30877480901486e-16,1.67701284130295e-15,2.38343226116719e-16,7.66235176999603e-15,-1.75434515786949e-16,2.91353056294854e-15,-4.50573788198413e-16,-1.02303900731663e-14,-3.95090187914538e-16,-0.707106781186548,-1.42234087814882e-15,-2.72281547814098e-14,-3.5109083575461e-14
"t103",0.0895047276801741,-0.0359272508998106,0.000133876059535327,0.17814928405313,-0.14505099242029,-0.00204003907118845,-0.131661358347951,-0.00677735802843688,0.00168643157494043,0.000866599194995894,-0.000699347909585629,-0.000390033165960398,0.00181369620288379,0.00815262681104245,0.00111145836135177,-0.00130135401730122,-0.0015118835410374,9.96958657782723e-05,-0.0122144597322123,-0.330408097559889,0.000231196229145406,-0.00139624217344335,-0.000597881855725234,0.30696902864423,-0.000137535222441251,0.00189380412913487,4.03325016388512e-06,0.00185612360297622,-8.83623205946083e-05,2.4139374178238e-06,-7.58134466928808e-06,-0.0106405312552217,-0.00652078023015082,-1.31574871509448e-07,3.56242293178181e-05,0.00105711554059429,-0.00105994270241024,0.00133099598539123,9.34242639473379e-16,3.05475205670331e-16,6.54626414939078e-05,-4.86842734697974e-06,6.81671277968317e-15,-0.00332014090348264,-0.455439384151147,-0.00967124530974387,-0.00300276924239579,1.9095978557249e-14,-3.56005473684728e-16,7.92251152334964e-05,-9.70371674054201e-05,-0.00178610996111571,0.000547387769107133,-0.00372485934869453,-9.14132258827689e-06,0.000708287747890433,0.000121301898138329,-8.49666054554287e-05,0.00246534965671308,0.00153557128438369,7.91898742326917e-06,-8.92509804204167e-05,8.17280636350416e-07,-7.08042637384894e-06,-2.46437870325388e-05,-5.42576181784224e-06,3.06637712891512e-05,7.48275413503755e-16,-1.12153793845561e-05,5.33286583819104e-07,-8.01115734373495e-17,-1.58440393614277e-05,3.28209681654812e-15,-3.9697246797651e-05,-4.63475817799648e-07,-7.891459446563e-08,2.31115435554199e-05,-6.68600299224105e-08,-2.81544468493424e-05,3.90415930250731e-16,-2.23659295297827e-07,2.35993749952359e-17,3.20071505906787e-16,7.73532191638246e-06,6.46178554222805e-16,8.33230103024658e-09,-1.77157336474294e-16,-1.18680013650223e-05,9.98585604025512e-16,-3.16167492007973e-16,-1.65525043200658e-15,9.72980808051859e-16,2.54475809194087e-16,2.77317914100848e-16,-1.79251330112907e-07,2.25320611235536e-16,-7.23525895375634e-16,-1.41740322365102e-15,-7.78362606010147e-15,1.29876181643403e-16,-2.53004916015006e-15,3.7835750140495e-16,9.42055746269901e-15,1.26596349582446e-16,0.707106781186547,1.51045430916081e-15,-2.44785377457953e-14,-3.65029404679128e-14
"t56",0.0891076527218067,-0.035648369608881,0.000131851812456807,0.175129044119924,-0.141991600720444,-0.00199180433697148,-0.127236325303904,-0.00654524124172931,0.00161932608616916,0.000823548575241589,-0.000656814928719087,-0.000357468623143483,0.00165641453610571,0.00734821950279106,0.000980861793250495,-0.00113471319504192,-0.00130575242273294,8.60006987920964e-05,-0.0101695155142228,-0.270175528831038,0.000176535504588875,-0.00104446384529355,-0.000431309256592136,0.211923237510419,-9.21871701590862e-05,0.00124676516962271,2.55121430649925e-06,0.00106051293931667,-4.99573343652127e-05,1.33010094850759e-06,-4.0789822417922e-06,-0.00572062039091924,-0.00338543215715189,-6.16686958507381e-08,1.51114570779877e-05,0.00044668201679491,-0.000329030408555761,0.000329826805542881,1.28517528489358e-16,-2.97419784605643e-16,-1.19678276278891e-05,1.45906786984829e-06,-7.52340623555556e-15,0.00251418069315272,0.529257247308808,0.0121158492457944,0.00429604824701968,-2.30674913572269e-14,-2.17932142644664e-16,-0.000158156009770999,0.000655740427070776,0.0171130730480945,-0.0072634595899242,0.124649795029926,-0.000118265007629808,0.00513386861625629,0.000799797805498836,-0.000481685441156633,0.0134374177287072,0.00690892988230989,3.34863320473225e-05,-0.000369945363051495,2.54148450707939e-06,-1.95196874643984e-05,-6.30456023356221e-05,-1.3430074448384e-05,7.25514259518387e-05,2.72749064575713e-16,-2.45964466930065e-05,1.16450871323997e-06,9.00669249799798e-17,-3.41456517692608e-05,-8.22258927613007e-15,-8.07793739660768e-05,-8.50936275609988e-07,-1.44097940287099e-07,3.98651131563789e-05,-1.10725606882098e-07,-4.65204613032374e-05,-0.707106781186549,-3.5417115906296e-07,-1.88651510252628e-15,4.23731491603476e-15,1.1912904583265e-05,1.0813967967978e-17,1.24134617746185e-08,-1.14541824411218e-15,-1.74516666829007e-05,-1.01887889578378e-15,-1.23904088834984e-16,-1.57089870167341e-15,-3.03929519486682e-16,-2.98639762925071e-16,3.34249378467328e-16,-2.56945286240992e-07,-8.31531440441909e-16,2.52518323561949e-16,-5.51647106449481e-16,-1.10207670327199e-15,2.54209141030548e-17,1.61179767323849e-16,3.2704351225123e-16,-2.90819903411672e-15,-3.06501996804088e-16,-3.10628062200963e-16,-1.78014374385965e-16,-2.57942555448377e-14,-3.59320301344003e-14
