"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102"
"t75",0.0487221232462243,-0.0183791632322281,0.237083154851457,-0.0993058424629514,-0.0265375181443399,-0.0143526660689164,0.0296753102892405,0.0184605475398168,-0.00411358575882781,0.209695249891331,-0.0041501513998339,-0.00702708730197994,0.00062755951430709,0.00226110416656501,0.0331523271835616,-8.19005493890839e-06,5.87743778051115e-05,-0.000363816268264407,0.000425143788821952,-0.000422995002351011,0.000413515765747479,0.000115934278253391,-0.00135629829969549,0.444886508644493,-1.59801216184554e-05,0.000991994583611234,0.00106997923908646,-0.000238598038313196,1.66023814072254e-07,3.05516700767104e-06,-8.2572837456496e-16,0.000132645177514442,-0.000197485115774151,2.3560766730256e-06,0.00397443217368899,1.94731817808168e-16,2.04014180249801e-05,5.30495567219956e-06,-6.40800064923662e-05,-0.000327342477214563,0.006319481886331,0.000218910104631258,0.00105605085773232,0.000261258103440138,-0.0188984273330474,0.136957330621525,0.00115130860353993,0.000475014043321352,0.000125093397627,0.000147786281328392,-0.000173247468856695,-4.18995791445018e-05,2.26806095525011e-06,-8.29439307407199e-06,4.23665924500422e-16,7.1873947764339e-16,-7.57958334379764e-18,0.0130905865980312,6.57051333090391e-08,-4.97273484574144e-17,-2.80073459066562e-16,-3.86939836107288e-06,7.74199664613021e-17,-3.54973108668612e-08,-5.12138144494178e-06,8.27753987869103e-06,2.09274356154039e-15,-9.37560239502669e-17,8.47446239807348e-16,-8.34432234029955e-16,4.45130186267883e-06,-4.50720224489318e-06,0.0611423879560257,-0.391415392950914,-1.88298825356519e-15,-2.60706659577188e-14,-3.71179911183498e-15,9.08620921892774e-15,-4.37761881935029e-16,1.94577461875748e-06,6.31506378360651e-07,-2.79186854450685e-06,-3.04106840650093e-15,-1.45516152194228e-15,-6.62221498756565e-16,-5.37946876330073e-15,-0.707106781186542,-2.21609552089476e-14,4.90550878622769e-06,1.63247501192376e-15,-2.04431564213103e-15,-2.14306678738881e-06,-2.74575503145604e-07,-7.50811151933078e-15,-2.7787100927562e-16,-5.27984767084683e-16,-5.98627967569582e-16,1.13623043347867e-15,-1.98204756418192e-15,2.14264833987342e-15,1.12867796785875e-14,-2.72484312921503e-14
"t76",0.0487221232462243,-0.0183791632322281,0.237083154851457,-0.0993058424629514,-0.02653751814434,-0.0143526660689164,0.0296753102892403,0.018460547539817,-0.00411358575882773,0.209695249891331,-0.00415015139983403,-0.00702708730198002,0.000627559514307147,0.00226110416656512,0.0331523271835616,-8.19005493902245e-06,5.87743778050304e-05,-0.000363816268264407,0.000425143788821821,-0.000422995002351108,0.000413515765747424,0.000115934278253214,-0.00135629829969521,0.444886508644493,-1.59801216182989e-05,0.000991994583611396,0.00106997923908667,-0.000238598038313338,1.66023814534666e-07,3.05516700776323e-06,-1.5334955527635e-15,0.000132645177514481,-0.000197485115774347,2.35607667298101e-06,0.00397443217368882,-7.58855679429037e-17,2.04014180248013e-05,5.30495567239636e-06,-6.40800064923121e-05,-0.000327342477214522,0.00631948188633112,0.000218910104631305,0.0010560508577322,0.000261258103439291,-0.0188984273330472,0.136957330621524,0.00115130860354064,0.000475014043321408,0.000125093397626731,0.000147786281327939,-0.000173247468856627,-4.18995791445561e-05,2.26806095496873e-06,-8.29439307427306e-06,-3.81028953167003e-16,-7.93939393376083e-16,-7.89020592012425e-17,0.0130905865980303,6.5705134165137e-08,4.59978898253003e-17,-3.80688154525351e-16,-3.86939836213899e-06,-7.21963907223473e-17,-3.54973113412465e-08,-5.12138144492162e-06,8.27753987910742e-06,-1.2934366635942e-15,7.97891842698828e-16,3.58167977299182e-16,-7.37287729580185e-16,4.45130186331831e-06,-4.50720224492407e-06,0.061142387956024,-0.391415392950897,-1.49441011546636e-15,-2.62371994112318e-14,-2.71259838107093e-15,-3.65359998864581e-15,-1.38443137885219e-15,1.94577461947102e-06,6.31506378638204e-07,-2.79186854098649e-06,1.92050229070384e-15,1.23395736316751e-15,-3.01398871590846e-16,6.50901407947422e-15,0.707106781186552,2.14638707093527e-14,4.90550878718828e-06,-2.23942780640031e-15,-1.19777058585435e-15,-2.14306678498759e-06,-2.74575504302693e-07,4.6141361307954e-15,5.40926183487468e-16,5.1508230986837e-16,3.01957152245126e-15,-6.68705829836672e-16,-2.10000876054848e-15,3.08612573166628e-15,1.12266005079186e-14,-3.18211623754901e-14
"t35",0.0485788240867842,-0.0183176340842469,0.23596508656626,-0.0987377632150308,-0.0263385770160796,-0.0142270141083916,0.0293806965647103,0.0182767321224143,-0.00408078636191691,0.208967221966691,-0.00414215369065584,-0.00704245764627333,0.000630097969760625,0.00230415886623321,0.0342728637443578,-8.67030607564195e-06,7.67310001201471e-05,-0.00051561613529654,0.000649939127365562,-0.000683948275880985,0.000754729140490311,0.000464510637956007,0.00622476727495468,-0.227114955494288,-6.92547425291875e-07,0.000115968643845956,0.000170577382062495,-4.6452350302548e-05,3.62131045775205e-08,7.58772452149413e-07,1.38777878078145e-16,3.41139727690141e-05,-2.80467209841735e-05,2.2920878242174e-07,0.000371568002702349,-8.94153719704822e-17,9.46547420126469e-07,2.42628655548571e-07,1.09204597666158e-06,2.59915773885855e-05,-0.00169164262300488,-0.000131129384753452,-0.00065438725693452,-0.000188622645696001,0.0162604787396166,-0.118300362225031,-0.00129330889704415,-0.000550155237903626,-0.000175044561621788,-0.000257766787076938,0.00031799912198395,9.42804949172337e-05,-9.50244954970941e-06,5.06411497348117e-05,1.30397243355866e-15,6.92536253302068e-15,-2.52530630022592e-15,-0.892957929738155,6.85444881181943e-07,4.67746160170931e-17,-3.5994336229281e-15,-1.50413300150386e-05,3.74299147489854e-17,-1.21783037735908e-07,-1.52167345117878e-05,2.44349430525089e-05,9.62464996005588e-16,-5.51817469048991e-16,-8.43542396998431e-16,6.03439464212523e-16,7.6682598725703e-06,-4.84221125224895e-06,0.10878365239864,0.00692697092593459,6.34559891128159e-16,1.70622242472706e-16,2.97413489257191e-16,8.98439676284439e-15,-3.87871731768479e-16,9.16108346080868e-06,2.92912291343129e-06,-7.53962075411911e-06,-3.35849227459845e-16,-1.05321376986465e-16,9.52438968688994e-17,3.15490850916472e-16,-3.36461700490656e-16,-7.43256514198185e-16,1.02275892141725e-05,-3.31900529190315e-16,-8.10424178878329e-16,-4.13631336484154e-06,-5.16496112349184e-07,1.34005414697346e-15,3.95274576798852e-16,2.1293655304641e-16,5.06577978433026e-16,9.33127263818727e-17,-3.31740228299647e-16,2.29649383601635e-15,1.13598596267014e-14,-3.1212693110154e-14
"t63",0.0490343185330964,-0.0185156117335999,0.239730710553425,-0.100728120482173,-0.0271016226679619,-0.0147582833042423,0.03094253168974,0.0192815702953605,-0.00440661036613781,0.229402477260337,-0.00456541927189527,-0.0078308001309254,0.000703008348764347,0.00262381878341929,0.0395756494616622,-1.01852256080138e-05,9.63872054602045e-05,-0.000656092574156372,0.000834690128821765,-0.000883379470403563,0.000984502925970165,0.000624049865957975,0.00858863507627202,-0.326232911414383,-1.05724796947045e-06,0.000181294377089094,0.000272157465952107,-7.59332026276423e-05,6.05801520148306e-08,1.33515150734415e-06,-3.81639164714898e-16,7.65743654872751e-05,-0.000130596403939969,1.58899035730241e-06,0.00268427499807318,-5.84247989299096e-17,1.3995029966507e-05,3.6398183733133e-06,-4.46924880831618e-05,-0.000231358407715252,0.00460758915230584,0.000166561804524937,0.000805498006795059,0.000201690679801653,-0.0148252958039708,0.107480771377587,0.000930658014812761,0.000385495313217039,0.000104318151104258,0.000128091273658318,-0.00015169136066785,-3.83989218945909e-05,2.5372291355344e-06,-1.10139105234209e-05,-5.44845032535174e-16,-5.84301773092563e-16,2.48173968980535e-16,0.110559735409298,-4.27151033286105e-08,-4.4149481788708e-17,3.02051991261683e-16,3.38839258742556e-08,-4.0837842282434e-16,-1.97387003086663e-10,1.85037488234053e-08,-3.97562970266208e-08,3.45951513888293e-15,2.97004853408059e-15,-3.4881282974231e-15,-1.11686834067289e-15,-2.0111468911313e-06,5.80245123198734e-06,-0.846680621748894,-0.126277823087342,-3.99407678139804e-15,-7.56268346071665e-15,-5.06774412485746e-15,-4.9954475899158e-14,-1.07845637163288e-15,9.5416136533456e-06,3.03289973366749e-06,-5.86458190512352e-06,1.35847096916491e-15,3.83773999728642e-16,-1.34889893773547e-16,2.09365233563612e-16,8.14026154642504e-16,-5.72084486443283e-16,6.90174602067539e-06,-5.86988146744279e-16,2.46480309540161e-15,-2.72606678098564e-06,-3.38764274957706e-07,-1.67093873469163e-15,7.86148884554729e-16,8.17130966724127e-17,8.17034784858529e-16,-5.17031318164421e-16,-1.61765709501832e-15,2.55322095534113e-15,1.10453595398981e-14,-3.08012993348509e-14
"t94",0.0492342827696389,-0.0186024647396413,0.24137863029716,-0.101597423629549,-0.0274335369133852,-0.0149885116554746,0.0316147519050166,0.0197137258101047,-0.00454533810557098,0.238044219118706,-0.00474412256676642,-0.0081624705746858,0.000733642198175083,0.00275707517523643,0.0417747896607214,-1.08096067692313e-05,0.000104309819077366,-0.000712488110532646,0.000908652695530281,-0.000963083341223234,0.00107606557576846,0.00068709317788899,0.00951600131034849,-0.364717982839505,-1.19682735423574e-06,0.000206165066004705,0.000310662695716019,-8.70524974768572e-05,6.97284254828033e-08,1.54949029410804e-06,-3.46944695195361e-17,9.17830158341173e-05,-0.000165107008327604,2.03872191771224e-06,0.00344810385442872,1.16970314571833e-16,1.82333282293312e-05,4.74301640712408e-06,-5.92581663495802e-05,-0.00031169428452924,0.00647679394300504,0.000248696380355637,0.00120667785500742,0.000306921490669169,-0.0230076238004436,0.166877233344272,0.00149277819856251,0.000620819391447679,0.00017237717233223,0.00021846056854862,-0.000260663108639941,-6.80238086820888e-05,4.92719524367829e-06,-2.24812998799246e-05,-4.98204543413554e-16,-1.93994959264705e-15,5.74661731243745e-16,0.262621123557204,-1.24596325571509e-07,2.46042562630423e-16,1.10534970832011e-15,2.34433270996144e-07,2.08828000469199e-16,-2.43145256971181e-09,-1.01826091307014e-06,1.69107541287465e-06,-2.3840873007033e-15,-1.56036747200159e-15,2.31254586541696e-15,-2.65956574932871e-16,2.48167888650403e-06,-3.54262665415983e-06,0.353592383257457,0.0499506908173376,9.13590566643504e-16,4.00640170442899e-15,2.11335832653669e-15,1.94537419442272e-14,7.00223187890528e-16,-1.87038527576407e-07,-5.11296112591474e-08,-9.87011052841453e-07,6.96793948829154e-16,-3.2519568864385e-16,-3.52023123098992e-16,3.07067828373058e-16,-6.69484846562006e-16,4.16448770567948e-16,2.49165835858934e-06,-2.06962807273317e-15,4.87447625289311e-15,-1.17940447170541e-06,-1.54917527200535e-07,-2.99911351656653e-15,5.00019336803594e-17,-6.23889140892659e-17,2.45930204454294e-14,-0.707106781186547,-1.22197218608296e-14,-9.27468395035535e-16,1.20355335508223e-14,-2.34135944418595e-14
"t95",0.0492342827696389,-0.0186024647396412,0.24137863029716,-0.101597423629549,-0.0274335369133852,-0.0149885116554746,0.0316147519050167,0.0197137258101047,-0.00454533810557106,0.238044219118706,-0.00474412256676642,-0.00816247057468579,0.000733642198175071,0.0027570751752365,0.0417747896607213,-1.08096067690903e-05,0.000104309819077369,-0.000712488110532544,0.000908652695530133,-0.000963083341223366,0.00107606557576821,0.000687093177888998,0.00951600131034841,-0.364717982839504,-1.19682735418826e-06,0.000206165066004814,0.000310662695716075,-8.70524974767514e-05,6.97284252415683e-08,1.54949029399858e-06,3.46944695195361e-16,9.1783015834099e-05,-0.000165107008327493,2.03872191742445e-06,0.00344810385442905,8.91164043596283e-17,1.82333282291495e-05,4.74301640728015e-06,-5.92581663498463e-05,-0.00031169428452921,0.00647679394300519,0.000248696380355528,0.00120667785500732,0.000306921490667289,-0.0230076238004438,0.166877233344271,0.00149277819856181,0.000620819391447886,0.000172377172332204,0.000218460568548757,-0.000260663108639813,-6.80238086828281e-05,4.92719524397929e-06,-2.24812998806174e-05,-6.59037601321447e-16,-1.66933273041911e-15,6.78631534014199e-16,0.262621123557205,-1.24596324353882e-07,-3.50793300163828e-17,1.03591003275281e-15,2.34433271499169e-07,-3.26674738081149e-18,-2.43145221758189e-09,-1.01826091286433e-06,1.69107541263918e-06,-1.42651994195374e-15,-1.26546448108476e-15,1.98259383461326e-15,8.44266545012071e-16,2.48167888501561e-06,-3.54262665460488e-06,0.353592383257456,0.0499506908173392,1.69074592500744e-15,2.71576743821898e-15,2.03703053570351e-15,2.12300987836274e-14,7.58400524428573e-16,-1.87038527924234e-07,-5.11296130944814e-08,-9.87011052974059e-07,-1.31427016953769e-15,-5.73928939978721e-16,5.73718695071583e-17,6.75363419397063e-16,1.12520142540167e-15,-5.75812910591186e-16,2.49165836142089e-06,1.94538945019519e-15,-6.31449016715729e-15,-1.17940447262573e-06,-1.54917520276378e-07,4.3439709572432e-15,7.03256695807034e-17,4.88884433089784e-17,-2.29210555615759e-14,0.707106781186547,8.86757671314449e-15,6.238203939578e-15,1.05216345868006e-14,-3.63997343828216e-14
"t65",0.0437638085457256,-0.0162051739057814,0.194387576849199,-0.0761244080552241,-0.0171130264999991,-0.00739199845345445,0.00656840563513062,0.00337050268648907,0.0020375036426281,-0.263027125370895,0.00620940960947706,0.015110502431317,-0.0015429891962742,-0.0127015834092305,-0.375080470406719,0.000556809222884622,0.000602406201454943,-0.00364237511337572,0.00433168279063702,-0.00442568914127925,0.00469109330095041,0.00291021359278434,0.482660159581177,-0.00469884054446346,-1.73571556354676e-05,0.00125599144138067,0.00146515037715256,-0.000346718620431542,2.50227994503843e-07,4.80655667798704e-06,1.45716771982052e-16,0.000210086797947441,-0.000273787444782447,3.10839354032582e-06,0.00522146557911812,3.8925966094146e-18,2.54301160599742e-05,6.60765917650593e-06,-7.43092301969842e-05,-0.00035273584340046,0.00533539125077242,0.000102651669184304,0.000471681815182242,8.8270751327968e-05,-0.00367927976651072,0.0261950736310826,-7.60261123096222e-05,-4.73026195175581e-05,-4.07514269522783e-05,-9.35048610147621e-05,0.000123174126239624,4.4065586271642e-05,-5.40049450631852e-06,2.79199019774312e-05,1.50570036117093e-16,5.39565005288732e-16,-2.75141290818735e-16,-0.000769887142858835,2.97573996069474e-06,-1.12489743156604e-16,-4.46655925894483e-17,-2.70351807939829e-05,-2.11060723216185e-16,-2.13154085326522e-07,-2.60627417761195e-05,4.18178550112277e-05,-9.07008336841233e-16,-1.97157149832695e-15,1.16257812099475e-15,-2.05937005748973e-16,1.23827908773362e-05,-6.79575921683244e-06,0.000544959306650644,-0.000403436922908044,-7.55248726959019e-16,-7.63338999305254e-16,-4.44289185151153e-16,-8.0042081136192e-15,-1.51926633372015e-15,1.76324457564752e-05,5.63380653323025e-06,-1.41005826387496e-05,0.707106781186548,-7.31311314375891e-14,-3.09612894802129e-15,1.73221269533855e-15,-2.14858794623542e-15,-1.21206605985154e-15,1.89778777892367e-05,3.81397052424073e-16,2.21580078218471e-15,-7.67630889871495e-06,-9.58853392818395e-07,-3.71253063724329e-16,9.78041952914528e-16,1.00162559633421e-15,2.45517813607241e-15,8.07151451443917e-16,-4.42856920379243e-15,2.36410945037451e-15,1.18058026295393e-14,-2.88770922218653e-14
"t66",0.0437638085457256,-0.0162051739057814,0.194387576849199,-0.0761244080552241,-0.0171130264999991,-0.00739199845345443,0.00656840563513061,0.00337050268648904,0.00203750364262821,-0.263027125370895,0.0062094096094771,0.015110502431317,-0.00154298919627424,-0.0127015834092304,-0.375080470406719,0.000556809222884696,0.000602406201454949,-0.0036423751133756,0.0043316827906369,-0.00442568914127902,0.00469109330095035,0.00291021359278433,0.482660159581178,-0.00469884054446365,-1.73571556354486e-05,0.00125599144138087,0.00146515037715251,-0.000346718620431653,2.50227994342297e-07,4.80655667799234e-06,-6.24500451351651e-17,0.000210086797947555,-0.000273787444782502,3.10839354030959e-06,0.00522146557911781,6.46079184477711e-17,2.54301160603204e-05,6.6076591762993e-06,-7.43092301967998e-05,-0.000352735843400371,0.00533539125077259,0.00010265166918393,0.000471681815182111,8.82707513265587e-05,-0.00367927976651049,0.0261950736310828,-7.60261123101196e-05,-4.73026195176856e-05,-4.07514269524239e-05,-9.35048610142964e-05,0.00012317412623967,4.40655862706459e-05,-5.40049450614805e-06,2.79199019775378e-05,-3.75026470644179e-16,-5.25555208962281e-16,1.5983813665645e-17,-0.000769887142858473,2.97573996165231e-06,2.18188779100934e-16,-7.24211671118366e-17,-2.70351807937051e-05,3.86805760898573e-17,-2.13154085817861e-07,-2.60627417764793e-05,4.18178550106209e-05,1.36894886364185e-15,2.3166649342879e-15,-7.37253356561369e-16,9.93743266465793e-17,1.23827908750691e-05,-6.79575921708623e-06,0.000544959306648382,-0.000403436922906422,5.35385534686876e-16,8.74239962007893e-16,3.88378083019147e-16,8.37158149960183e-15,1.51196060351523e-15,1.763244575651e-05,5.6338065481801e-06,-1.41005829031004e-05,-0.707106781186548,7.2710088284921e-14,2.97887266177366e-15,-9.31598807763321e-16,2.60395424001017e-15,2.55510002280575e-16,1.89778777896724e-05,-6.76784267332552e-16,-2.02039394615065e-15,-7.67630889735383e-06,-9.58853393399589e-07,7.23357449616996e-16,-4.65248025673766e-16,-8.17265893270308e-16,-9.58757664650118e-16,-1.19742880920165e-15,2.18593141010714e-15,2.71340918800343e-15,1.06186314425473e-14,-3.19232666456425e-14
"t45",0.0435949665417702,-0.0161328543990021,0.193090250462637,-0.075475871877713,-0.0168987328892034,-0.00727004876193421,0.00640741228556421,0.00328462948631673,0.00195651244799639,-0.249493493174493,0.00587084467701647,0.0141786866059333,-0.00144338328630817,-0.0116358201750656,-0.337797484374597,0.000489025606829586,0.000438176804034438,-0.00246147498106632,0.0027287371543034,-0.00264171295109587,0.00247604489220368,0.000448121074386618,-0.516456736226445,-0.0171612888950301,-3.00597133113401e-05,0.00200406078600509,0.00222755394248193,-0.000505478024492488,3.54021977783461e-07,6.49806428778606e-06,-8.11850586757146e-16,0.000260697527467963,-0.000323365347568667,3.64454262975407e-06,0.00611886832828335,6.02793974205354e-17,2.96326864233518e-05,7.69910294879892e-06,-8.60906409574871e-05,-0.000406886578412476,0.0061009940803296,0.000116433879479935,0.0005348239705234,9.9931160478003e-05,-0.0041580399712254,0.0296025367642034,-8.57031571347809e-05,-5.33089230576022e-05,-4.58510611324481e-05,-0.000105023762167489,0.000138296122930471,4.94065704502067e-05,-6.03527600365256e-06,3.11594091391085e-05,3.59911825791258e-17,-2.9602249726911e-15,-4.28593253136916e-16,-0.000856640258949771,3.30275593688382e-06,2.89558544689324e-17,-1.19945939496283e-16,-2.98850630608432e-05,-1.87706240268492e-15,-2.3541607798962e-07,-2.87520498742052e-05,4.6130369960523e-05,-5.65656925085306e-15,-3.83348960932053e-14,0.707106781186548,1.32570626639083e-14,1.3601270462827e-05,-7.45219675379527e-06,0.000597132824779448,-0.000442016160192216,3.3619651866557e-16,-1.84560812925398e-15,3.81293674969824e-16,-1.11951683590687e-15,2.73115309462919e-16,1.92731212099146e-05,6.15788317313781e-06,-1.53836175535216e-05,-1.02825495118545e-15,9.73213980277345e-17,-6.7288355937405e-17,6.17610616465764e-16,6.44782651835168e-16,-9.02532597141336e-16,2.06444106801303e-05,5.80498839588358e-17,2.15253172419781e-15,-8.33781692440666e-06,-1.04086218591201e-06,1.28636695506804e-15,1.95818942008758e-16,-1.21997649491271e-16,5.03881010754285e-17,-5.08876928445094e-17,-1.97459741560968e-15,2.56007378987331e-15,1.14547421142295e-14,-2.91280645852062e-14
"t46",0.0435949665417702,-0.0161328543990021,0.193090250462637,-0.075475871877713,-0.0168987328892034,-0.00727004876193414,0.0064074122855642,0.00328462948631671,0.0019565124479965,-0.249493493174493,0.00587084467701648,0.0141786866059333,-0.00144338328630811,-0.0116358201750656,-0.337797484374597,0.000489025606829323,0.000438176804034407,-0.00246147498106621,0.00272873715430303,-0.00264171295109573,0.00247604489220334,0.000448121074386536,-0.516456736226444,-0.0171612888950305,-3.00597133112409e-05,0.00200406078600538,0.00222755394248201,-0.000505478024492757,3.54021978289133e-07,6.4980642874261e-06,-1.00613961606655e-15,0.000260697527467977,-0.00032336534756851,3.64454262964729e-06,0.00611886832828368,1.51765869953254e-17,2.96326864245246e-05,7.69910294906917e-06,-8.6090640957557e-05,-0.000406886578412413,0.00610099408032956,0.000116433879478904,0.000534823970523412,9.99311604795712e-05,-0.00415803997122557,0.0296025367642031,-8.57031571338646e-05,-5.33089230577082e-05,-4.58510611326463e-05,-0.000105023762167005,0.000138296122930786,4.94065704467775e-05,-6.03527600302846e-06,3.11594091385795e-05,-6.34197361654555e-17,3.15294055665336e-15,2.09843401514751e-16,-0.000856640258947419,3.30275593813462e-06,1.21430994600861e-16,8.12819893863786e-17,-2.98850630640128e-05,1.73811138510663e-15,-2.35416074602843e-07,-2.87520498748084e-05,4.6130369960714e-05,5.50811104053522e-15,3.75349698521168e-14,-0.707106781186548,-1.30552230194253e-14,1.36012704309173e-05,-7.45219675317884e-06,0.000597132824786031,-0.000442016160193705,-5.27695773822779e-16,2.06098913864387e-15,-6.31784835059941e-16,1.93359648181227e-15,-4.98487369720744e-17,1.92731212100071e-05,6.15788317652052e-06,-1.5383617554847e-05,1.07538759179304e-15,-4.85777625299917e-16,-3.95327789334568e-17,2.38151087361916e-16,1.67266661349671e-16,1.93812639854787e-16,2.06444106799644e-05,-4.43285200569267e-16,-2.14264360232077e-15,-8.33781692433862e-06,-1.04086218604361e-06,-2.37587618577637e-16,3.90108048627942e-16,3.66924898011e-16,2.06266733320808e-15,-3.76117543121359e-16,-1.13239125886539e-16,2.55730111223701e-15,1.11910241166762e-14,-3.14387162551518e-14
"t13",0.0414994299899955,-0.0152186224382536,0.175465934662065,-0.0660586625094982,-0.0132071502357912,-0.00464778875216239,-0.00155038564152663,-0.00184970787789727,0.00362001270182765,-0.341321820456527,0.00762951682288434,0.0164376635769026,-0.00159336412604837,-0.00665581187265151,0.379769414526957,0.0018422502899853,0.000809605720462866,-0.0046039372568994,0.00522947750390539,-0.00518353161655452,0.00517934692577227,0.00237013688669668,0.00878964480540986,-0.00544385155095439,-2.85972239858397e-05,0.00193375013766438,0.0021602751902821,-0.000490573747918555,3.4261816191203e-07,6.20461188657014e-06,2.22738494315422e-15,0.000220903956327288,-0.000155659752561872,1.11506769287168e-06,0.00177071334109855,1.39734906745619e-15,1.60895384564846e-06,3.89176404940437e-07,3.350126885894e-05,0.000446167667205829,-0.830457997148758,0.00035161522678828,0.00154816752545105,0.000235510852906905,-0.00629781399085064,0.0439822159017215,-0.000552333041661485,-0.000272299691939538,-0.000145996513883829,-0.000282321368809309,0.000362585763167733,0.000120132804444337,-1.30241616584577e-05,6.48131976127534e-05,-2.87243685129982e-16,-6.94283966471763e-16,3.25134100210351e-17,-0.000854429000978519,6.15047003120888e-06,-2.68563874680782e-16,-9.73955838594951e-17,-5.24915582214057e-05,2.45697110317591e-16,-4.08970135179796e-07,-4.92802503570904e-05,7.90170161706691e-05,-2.46880562042541e-16,-5.82592355227043e-17,1.34656133892109e-16,-8.3076657041173e-17,2.22816030629668e-05,-1.20234846916007e-05,0.000523571199479917,-0.000387357936832809,-1.48311519815839e-16,6.0982421230873e-16,-1.41745595981407e-16,-5.37734594469401e-16,1.67482590122181e-16,3.02990164839864e-05,9.67899439125199e-06,-2.38451123328392e-05,-3.2909963733544e-17,-1.83097357908485e-16,5.46839140818231e-17,4.21170063029717e-16,3.45377167580289e-16,-1.7772582423645e-16,3.13635343517095e-05,-4.62159637735308e-16,-5.41361500314548e-17,-1.25453274951452e-05,-1.56033691985456e-06,2.00011130474065e-16,4.72126895140536e-16,7.12728638348536e-17,4.58278653988517e-16,-6.95649268252749e-17,-1.60391205212296e-15,2.54729667887332e-15,1.10553797097812e-14,-3.08591353939544e-14
"t20",0.0417014751580961,-0.0153040223874274,0.176919369240997,-0.0667496894399711,-0.0134056193938218,-0.00473778047539837,-0.00159309034694447,-0.00190239837809842,0.00376963583907515,-0.358591656991766,0.00803284280491804,0.0173893637663889,-0.00168871586543265,-0.00713313708595776,0.410136693145425,0.0020085669791379,0.000916742027994013,-0.00525193317094075,0.00599749395515765,-0.00596447120894694,0.00599415363107053,0.00279097121076689,0.0105161954267609,-0.00667411853156899,-3.64129778330925e-05,0.00249968090964761,0.0028293034250301,-0.00065269369274345,4.62821205248452e-07,8.66987440898524e-06,-9.99200722162641e-16,0.000367879224914067,-0.000508411155510634,6.00231783867356e-06,0.010120692443929,-4.53988792772293e-16,5.20075617176357e-05,1.35249722906065e-05,-0.00016774904444144,-0.000920569401586186,0.393224567787908,1.66496589409776e-05,9.688872635345e-05,2.96732943495437e-05,-0.00119055700403292,0.00837138558290111,-0.000147916125873027,-7.5064838282964e-05,-4.66825754433219e-05,-0.000102265423447573,0.000134476049716317,4.82355453296137e-05,-6.05941666928006e-06,3.16757742826675e-05,0.707106781186548,-5.25307376703227e-15,4.39987895346531e-15,-0.000457760658474655,3.50894992002136e-06,2.21174480572593e-15,9.27786904414416e-16,-3.25161581953383e-05,-6.4678260701513e-17,-2.57288229733104e-07,-3.15941993121188e-05,5.0703003591626e-05,5.05262748480926e-16,-9.83382221788983e-16,-1.8236900176531e-16,9.58939781711472e-17,1.5210874382536e-05,-8.37817280921302e-06,0.000368212181222555,-0.000272739354415476,-2.83235726833703e-16,2.62407519514446e-16,6.56000318663138e-17,9.79190492965238e-16,-3.37289668111543e-16,2.18915855692294e-05,6.99492131340276e-06,-1.75567504335262e-05,6.19610045910008e-17,-2.10164089214224e-16,-3.11208786913133e-16,1.07884827019202e-17,6.2545857797429e-16,-2.38139358251458e-16,2.37134998092923e-05,-1.51907534714029e-16,2.96451814545232e-16,-9.60559065883786e-06,-1.20043877044641e-06,7.941898320425e-16,2.74487292295953e-16,-5.74632731764027e-17,5.48436753143817e-16,-1.47366410618528e-16,-1.16957415767647e-15,2.40282622514255e-15,1.14988603168618e-14,-3.06739124086567e-14
