"","Galium_verrucosum","Crucianella_gilanica","Crucianella_patula","Mycetia_longiflora","Spermacoce_multicaulis","Manettia_discolor","Psychotria_helferiana","Psychotria_ermitensis","Psychotria_grandistipula","Psychotria_kuruvolii","Psychotria_amplissima","Psychotria_mauiensis","Psychotria_nigerica","Psychotria_taxifolia","Chassalia_richardii","Palicourea_gelsemiiflora","Palicourea_gracilenta","Palicourea_fanshawei","Gynochthodes_elliptifolia","Gynochthodes_triandra","Gaertnera_trachystyla","Craterispermum_praslinense","Faramea_biflora","Faramea_belizensis","Faramea_bracteata","Faramea_montevidensis","Ophiorrhiza_quadrifida","Pavetta_lanceolata","Aidia_auriculata","Tocoyena_sprucei","Randia_hypoleuca","Gardenia_panduriformis","Gardenia_pterocalyx","Tricalysia_vadensis","Tricalysia_hensii","Monosalpinx_guillaumetii","Razafimandimbisonia_orientalis","Rytigynia_pergracilis","Fadogia_audruana","Pyrostria_alluaudii","Cyclophyllum_brevipes","Keetia_rwandensis","Ixora_athroantha","Ixora_pubifolia","Ixora_fragrans","Retiniphyllum_pauciflorum","Sabicea_amazonensis","Sabicea_floribunda","Guettarda_cueroensis","Guettarda_gaumeri","Timonius_decipiens","Machaonia_ottonis","Phialanthus_rigidus","Catesbaea_gamboana","Dolicholobium_peekelii","Echidnopsis_virchowii","Orbea_deflersiana","Orbea_namaquensis","Orbea_semitubiflora","Dictyanthus_tuberosus","Ditassa_xeroneura","Ditassa_banksii","Peplonia_axillaris","Oxypetalum_barberoanum","Oxypetalum_solanoides","Gomphocarpus_integer","Ceropegia_albipilosa","Ceropegia_gerrardii","Hoya_lauterbachii","Hoya_migueldavidii","Hoya_onychoides","Hoya_perakensis","Dischidia_torricellensis","Gymnema_suborbiculare","Toxocarpus_ovatus","Parsonsia_penangiana","Prestonia_annularis","Wrightia_coccinea","Urceola_polymorpha","Baissea_floribunda","Rauvolfia_nukuhivensis","Rauvolfia_leptophylla","Kopsia_grandifolia","Kopsia_arborea","Alyxia_sogerensis","Alyxia_oppositifolia","Tachia_occidentalis","Fagraea_gardeniiflora","Sebaea_minutiflora","Sinogentiana_striata","Anthocleista_vogelii","Gentianella_silenoides","Gentianella_dielsiana","Gentianella_chrysosphaera","Swertia_banzragczii","Gentiana_panthaica","Gentiana_albomarginata","Gentiana_sierrae","Macrocarpaea_gracilis","Mitrasacme_oasena"
"Sabicea_floribunda",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,46.272018,7.901494,0,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Guettarda_cueroensis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,0,4.684936,14.983592,26.058822,35.354298,35.354298,55.731476,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Guettarda_gaumeri",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,4.684936,0,14.983592,26.058822,35.354298,35.354298,55.731476,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Timonius_decipiens",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,14.983592,14.983592,0,26.058822,35.354298,35.354298,55.731476,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Machaonia_ottonis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,26.058822,26.058822,26.058822,0,35.354298,35.354298,55.731476,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Phialanthus_rigidus",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,35.354298,35.354298,35.354298,35.354298,0,10.507152,55.731476,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Catesbaea_gamboana",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,35.354298,35.354298,35.354298,35.354298,10.507152,0,55.731476,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Dolicholobium_peekelii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,55.731476,55.731476,55.731476,55.731476,55.731476,55.731476,0,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Echidnopsis_virchowii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Orbea_deflersiana",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,0,30.894505,30.894505,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Orbea_namaquensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,30.894505,0,30.894505,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Orbea_semitubiflora",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,30.894505,30.894505,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Dictyanthus_tuberosus",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ditassa_xeroneura",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,0,1.361056,3.751814,14.897238,14.897238,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ditassa_banksii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,1.361056,0,3.751814,14.897238,14.897238,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Peplonia_axillaris",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,3.751814,3.751814,0,14.897238,14.897238,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Oxypetalum_barberoanum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,14.897238,14.897238,14.897238,0,4.972692,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Oxypetalum_solanoides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,14.897238,14.897238,14.897238,4.972692,0,24.414594,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Gomphocarpus_integer",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,24.414594,0,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ceropegia_albipilosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,0,4.057422,32.075496,32.075496,32.075496,32.075496,32.075496,32.075496,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ceropegia_gerrardii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,4.057422,0,32.075496,32.075496,32.075496,32.075496,32.075496,32.075496,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_lauterbachii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,0,9.99944,9.99944,9.99944,10.297596,16.377514,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_migueldavidii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,0,9.99944,9.99944,10.297596,16.377514,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_onychoides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,0,9.99944,10.297596,16.377514,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_perakensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,9.99944,0,10.297596,16.377514,38.46413,43.788918,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
