"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112"
"t11",-0.171623280526849,0.0259258351423337,-0.113873064708093,-0.0012890528295979,0.00582012414014563,-3.6127593574176e-06,-8.63486974454127e-05,9.21250924549179e-05,0.000478668218898127,-4.26415645654534e-06,1.70526997260835e-06,-5.05054696121783e-08,0.0386204971230623,-0.000553204249967147,-0.0015035561349898,-0.000582090878343115,0.00382854457520738,-9.78278535773056e-05,0.0306927208172798,0.0142816705482617,-0.0041302761358167,-0.000524953463301849,0.00223490547261939,-0.0728352929316489,-0.0452448221132193,-0.02648831060257,3.40692032624021e-05,0.0617907828807118,-0.000168973317928448,0.00578144854248821,1.5062795761724e-05,-1.2906875737607e-05,1.39423538120172e-05,3.69033989484593e-05,-0.0389462156466001,0.000146275986998967,-0.000964778809661847,-4.58243853963661e-16,-6.5061966065033e-07,-0.000563815581459977,4.92116321117234e-05,0.00048872014511226,0.010793239419929,-5.28834029484645e-06,0.0126867518665175,0.002231218108051,0.000162248128131061,0.000656911082213119,0.000107764040306883,8.8855512209732e-17,-0.00095702766229857,-0.000230186987871774,-1.25973657347209e-06,-1.52959569275976e-16,3.13153448345419e-16,-0.00250815750613722,-4.68801429100402e-05,0.00148432179357166,8.0660261599754e-17,0.0419231339247354,-0.00032559778674969,-3.9667698040781e-16,0.000233571412390184,1.47321052075767e-15,0.0658499138358716,-0.0482366963170821,-4.64392274989028e-15,-0.00022282777706396,0.0487845894690189,-1.76731742327179e-08,-0.185905705373409,0.300166196363378,5.59206579124413e-16,3.92071848903327e-05,8.59770626633138e-06,-6.3255555832283e-15,-0.892280973472442,4.23707237943559e-14,-2.07493937480944e-05,-4.28408784030258e-08,0.000885895491304432,-4.48038145257194e-05,1.7424578322747e-05,3.20037266925696e-05,3.46055478112964e-15,4.63619922744063e-16,1.70989313162183e-15,1.13111310936e-15,-1.74303608657188e-15,3.37243632890077e-15,-3.31379282189088e-16,3.36940164853396e-16,-3.36313665576483e-15,7.31244593634646e-17,5.69935506354745e-09,2.16019181576243e-07,-2.553438167705e-07,-9.82646905022469e-16,3.36154840691635e-08,5.63098506920779e-05,1.02959315579876e-05,-1.91755048335399e-15,-4.15221098202816e-15,2.31080125499823e-16,-1.75108546465595e-15,3.44098243685561e-17,-2.60946141483002e-15,-2.15568257697859e-15,-6.86138288676336e-15,9.9372598996999e-16,-2.8765122287798e-14,9.55987057240181e-15
"t57",-0.182089800957761,0.0309228784156148,-0.151153581282664,-0.00188334641798706,0.00920599918554591,-6.77057056698605e-06,-0.00016795504042064,0.000218653972285444,0.00142790606507601,-0.00010976408187634,-3.99523759426797e-05,-2.85002414994917e-08,0.365273132244903,0.00319911500699254,0.00579027822847587,0.00156311259538575,-0.0101732875422525,0.000188461593043183,-0.0538433630143273,-0.027642526719544,0.00558165532808514,0.000593132997982382,-0.00243331402794016,0.0757793494122238,0.04618064533373,0.0255425500410722,-3.16584234157353e-05,-0.0571526193855928,0.00015647038772055,-0.00537927912116424,-1.50156288850922e-05,1.63260099956571e-05,-2.36435126215662e-05,-9.54424047601994e-05,0.275381194334694,0.000125544456045681,-0.000503746170317143,3.52961385805772e-16,-1.29702853943847e-07,-5.58499208850108e-05,7.58935536777125e-07,5.88099098055e-06,-0.000209884165694597,2.23863760031234e-07,-0.000704496245549531,-0.000141893420019171,-1.10034880615829e-05,-4.99454452104203e-05,-8.26076886621124e-06,2.71499290725806e-16,6.21292928520107e-05,1.29225019365201e-05,6.92630042234819e-08,7.23700210420768e-16,1.63826825768324e-16,0.000130871280946234,2.41710381002351e-06,-6.6565220401602e-05,1.13975663797945e-16,-0.000159706020407775,6.74811466807392e-07,-5.72070611648236e-17,3.9624035628029e-06,6.96567366342851e-16,0.00525523059609825,-0.00431483916678148,8.77231981090078e-15,-2.88422260376955e-05,0.0103042854308404,-3.24579465627418e-08,-0.809441311356441,-0.157806630371136,2.45986074725562e-15,-1.45957638339593e-05,-2.18206565709305e-06,6.42567688668514e-16,0.170045841116229,-8.05287319972671e-15,2.98462514226181e-06,5.77187539007588e-09,-0.000101177535606004,5.01989196769923e-06,-1.878289157674e-06,-3.19640272585035e-06,7.14498615908437e-16,1.72409828510759e-15,-1.60607973017927e-16,-4.16020193889255e-15,3.63465920556805e-16,9.20599816095171e-15,-1.61335266546526e-16,6.22562828093606e-16,-1.80229069076131e-15,3.55687293632712e-16,-4.04049796599124e-11,-1.49907507273222e-09,1.04183181139688e-09,-1.08039417491105e-15,-9.35810365874983e-11,-9.01764563349936e-08,-1.51345559660713e-09,-6.25128977830297e-16,-2.01153703460803e-15,-6.56431577579977e-16,-2.62042194437212e-16,-1.34367181151933e-16,-2.83569976900665e-15,-2.63156727298691e-15,-8.40816326284957e-15,-1.84526293045499e-16,-2.99644698942878e-14,9.6656242185624e-15
"t80",-0.182563011165231,0.031150778727073,-0.152865145941696,-0.0019107638865427,0.00936271413044447,-6.91739810938643e-06,-0.000171751587768886,0.000224542103068577,0.00147184977301355,-0.000114138770696473,-4.1586108217179e-05,-2.97689954299704e-08,0.384469082442195,0.00341195223050706,0.0062068165880841,0.00168740836688565,-0.0109850618779839,0.000205506409478171,-0.0589412211295389,-0.0304602780110636,0.00618328236856018,0.000666415729200081,-0.00274381622790759,0.0858760500159237,0.052456704734371,0.0292563059571628,-3.65352653424853e-05,-0.0660356444320373,0.000185912269387565,-0.00639786153246596,-1.80294046108623e-05,1.98950453068834e-05,-2.90634438357506e-05,-0.000118099009113531,0.342914237143041,0.000159550746510142,-0.000644748376483911,1.44339074584996e-17,-1.68833490290891e-07,-7.38611632831578e-05,1.02072547541738e-06,7.91944674279716e-06,-0.000286864638865743,3.11385646686756e-07,-0.000995920980696181,-0.000203618905354478,-1.59663993959741e-05,-7.5722200745492e-05,-1.34798555901541e-05,-2.81346206421834e-16,0.000120924659831489,2.85840277927021e-05,1.5603597478883e-07,-7.36908459086574e-17,5.07805717915287e-16,0.00030875796167464,5.76314849198738e-06,-0.000179851914903622,-4.93531858960973e-16,-0.00486416198212864,3.77909898088749e-05,2.51592890923273e-16,-2.75015665013857e-05,-7.47294603803146e-17,-0.00890539093679459,0.00700095789580755,-2.53671273459035e-15,3.37288889101929e-05,-0.00901016921141733,1.61261473567307e-08,0.381068929343291,0.0477784159638756,-1.31718327823272e-15,3.7779941000436e-06,3.70369457429282e-07,-1.35030624582017e-16,-0.0156782527784192,6.6776412744082e-16,-1.41019766750192e-08,9.71340566582064e-11,-7.31398580646869e-06,3.95390384658721e-07,-1.72458087794813e-07,-3.75554593042736e-07,4.1966407804237e-15,-2.41191688409805e-15,9.42263434789699e-16,-2.91918156289243e-16,1.23232415221304e-15,-2.41480127793845e-14,1.78607374392542e-15,-3.29419581751467e-15,-0.707106781186547,9.8534092062451e-15,-2.06148234896665e-11,-7.65742721946178e-10,5.4412361599148e-10,5.0129921355474e-15,-4.93619250421557e-11,-4.79751878264815e-08,-8.13696187311416e-10,-7.21270922009698e-15,5.73762849548515e-15,7.16839530799351e-17,-2.25223020135832e-15,-1.24397942709658e-15,-1.98222517723508e-15,-3.2019254348971e-15,-8.64164458348565e-15,3.88330327001994e-15,-3.35104102554488e-14,9.41337847042257e-15
"t81",-0.182563011165231,0.031150778727073,-0.152865145941696,-0.00191076388654274,0.00936271413044456,-6.91739810946016e-06,-0.000171751587769017,0.000224542103068634,0.00147184977301362,-0.000114138770696416,-4.15861082175619e-05,-2.97689955270042e-08,0.384469082442195,0.00341195223050711,0.00620681658808433,0.00168740836688569,-0.0109850618779839,0.000205506409478182,-0.0589412211295392,-0.0304602780110634,0.00618328236856107,0.000666415729200096,-0.00274381622790749,0.0858760500159232,0.052456704734371,0.029256305957163,-3.65352653425135e-05,-0.0660356444320371,0.000185912269387566,-0.00639786153246608,-1.80294046109751e-05,1.9895045307145e-05,-2.90634438357483e-05,-0.000118099009113665,0.342914237143041,0.000159550746510021,-0.000644748376483656,2.38481411615727e-16,-1.68833490577532e-07,-7.38611632838462e-05,1.02072547554936e-06,7.9194467428813e-06,-0.000286864638865521,3.11385646580507e-07,-0.000995920980695633,-0.0002036189053542,-1.5966399395838e-05,-7.57222007453835e-05,-1.34798555901541e-05,-2.4665173679446e-16,0.000120924659831243,2.85840277931303e-05,1.56035974526384e-07,-9.62422516561355e-17,-2.27716445442871e-16,0.000308757961674475,5.76314849209101e-06,-0.000179851914903675,-6.21048620591896e-18,-0.00486416198212644,3.77909898088926e-05,-2.89640833522207e-16,-2.75015665003947e-05,-3.10651853114125e-16,-0.00890539093679407,0.00700095789580629,-3.52394963261714e-15,3.3728888909887e-05,-0.00901016921141962,1.61261518027751e-08,0.381068929343288,0.0477784159638746,-1.52535009292013e-15,3.77799410063363e-06,3.70369457174017e-07,9.39650765320143e-17,-0.0156782527784232,8.81964752736535e-16,-1.41019765899771e-08,9.71332387648337e-11,-7.31398580928588e-06,3.95390384329232e-07,-1.72458091557401e-07,-3.75554592550969e-07,-3.94615121581228e-15,-1.13087955492827e-15,2.55312934607077e-16,2.83058410048712e-15,-1.73743512844995e-15,1.99833524494655e-14,-1.81005883676836e-15,2.9022363804501e-15,0.707106781186548,-9.91074212746912e-15,-2.06180861976077e-11,-7.65738622648914e-10,5.44129439439554e-10,-7.84782417206313e-15,-4.93460040249554e-11,-4.79751944883446e-08,-8.13703611856424e-10,6.94263434387384e-15,-9.38916021503266e-15,-1.79475925159471e-15,9.88400039886406e-16,1.39279826181317e-15,-3.81040465320045e-15,-3.10478082904151e-15,-5.14444205591644e-15,-2.42878502886697e-15,-2.82269523194353e-14,9.8460004934762e-15
"t44",-0.180753882320246,0.0302657149736892,-0.146130257029477,-0.00180170115543526,0.00873411062417495,-6.31901551241153e-06,-0.000156230216324068,0.000200107046071791,0.001287020194301,-9.51344941601801e-05,-3.44623517049631e-05,-2.41633935207226e-08,0.2971041436344,0.00239025063244433,0.00416435008471229,0.00105912654315522,-0.00687715018095967,0.000115371458959089,-0.0314945636968864,-0.0148060409972703,0.00275318970693579,0.000217109498155048,-0.000802768369872139,0.0209973199942922,0.0115909466307896,0.00387523907850813,-1.63912621992336e-06,-0.00199493419331683,-7.17093078587155e-05,0.00258379404197322,1.06498988388225e-05,-1.88504580770734e-05,3.50777716068395e-05,0.000169783388955931,-0.58030973469834,-0.000455994063182344,0.00223186956607465,-5.61502498621578e-16,9.76339159942669e-07,0.000816944680183997,-4.74725886582957e-05,-0.000465810349648365,-0.00905135308723147,3.92303845363776e-06,-0.00856641291720722,-0.00139760995105767,-9.6701136913697e-05,-0.000333299717497494,-4.51856618509411e-05,3.00888150941221e-16,0.000306124447090663,6.5366828466479e-05,3.52782018946719e-07,5.72045914111904e-16,2.24511726880522e-16,0.000679944000487517,1.26208919868874e-05,-0.00037228250208937,-7.26937932466887e-16,-0.00774383478635101,5.95944151370263e-05,3.3783058665432e-16,-3.92709120570524e-05,-1.93997396963674e-15,-0.00968665518020879,0.00748714763842812,0.707106781186548,3.06141406438275e-05,-0.00649067409506425,2.94910597360176e-09,0.0440546601750435,-0.0279907203042314,-9.58808173700663e-16,-3.45824546491285e-06,-7.7721874395008e-07,5.81241673959319e-16,0.077875600655761,-3.0770389058426e-15,1.70178130960876e-06,3.44780555728055e-09,-6.74087095971399e-05,3.38434659368235e-06,-1.29626899029152e-06,-2.30534257981318e-06,-1.87402031071016e-15,-1.06262047800684e-15,5.2335259790627e-16,8.70200938581688e-16,-5.8851808749708e-17,2.07871979975337e-15,-9.32699304626194e-17,3.6408212975603e-17,1.90704847598615e-16,-1.56342241565849e-17,-4.56170530488922e-11,-1.69316812349244e-09,1.18609326213842e-09,-1.42905449122461e-15,-1.06907627333322e-10,-1.03333696880872e-07,-1.74064511586661e-09,-3.19589479611085e-16,-2.27117594800654e-15,-7.53610174229225e-16,-5.43088807407626e-16,-1.64346356129357e-16,-2.64019117540678e-15,-3.4775796933258e-15,-8.04085101682578e-15,4.91068859893348e-16,-3.06373024705281e-14,9.7138524604242e-15
"t45",-0.180753882320246,0.0302657149736892,-0.146130257029478,-0.00180170115543534,0.00873411062417508,-6.31901551243013e-06,-0.000156230216324035,0.000200107046071709,0.00128702019430124,-9.51344941601299e-05,-3.44623517052914e-05,-2.41633934632707e-08,0.297104143634401,0.00239025063244425,0.00416435008471275,0.00105912654315518,-0.00687715018095986,0.000115371458959096,-0.0314945636968872,-0.0148060409972704,0.0027531897069372,0.000217109498154946,-0.000802768369872045,0.0209973199942917,0.01159094663079,0.00387523907850779,-1.63912621995757e-06,-0.00199493419331675,-7.17093078585933e-05,0.00258379404197426,1.06498988384938e-05,-1.88504580766557e-05,3.50777716067592e-05,0.000169783388955856,-0.580309734698339,-0.000455994063182703,0.00223186956607516,-5.26370940858354e-16,9.76339158469636e-07,0.000816944680183917,-4.7472588658413e-05,-0.000465810349648444,-0.00905135308723128,3.92303845311377e-06,-0.00856641291720618,-0.00139760995105744,-9.67011369137284e-05,-0.000333299717498181,-4.51856618509139e-05,2.25427679736454e-16,0.000306124447090052,6.53668284709797e-05,3.52782019220874e-07,-9.96144108171537e-16,-7.05300056288e-16,0.000679944000485776,1.26208919870325e-05,-0.000372282502084665,6.46963110230856e-16,-0.00774383478634221,5.95944151358977e-05,1.5394989820088e-16,-3.92709120533644e-05,1.32824505910321e-15,-0.00968665518021376,0.00748714763851392,-0.707106781186546,3.06141406319137e-05,-0.00649067409510355,2.94910371911638e-09,0.044054660175029,-0.0279907203042346,5.8856516687012e-16,-3.45824546447196e-06,-7.77218745357934e-07,3.62666516004857e-16,0.0778756006557639,-4.12529428153865e-15,1.70178130905553e-06,3.44779664487212e-09,-6.74087096019329e-05,3.38434659398143e-06,-1.29626899155351e-06,-2.3053425798843e-06,1.01602900026694e-15,-3.69759869414794e-16,1.9028569052024e-16,-1.18371165697416e-15,7.29871760947071e-17,-6.13571034962639e-16,-8.97026435811737e-17,3.59500460450675e-16,-8.42032661924798e-16,2.20288172150919e-16,-4.5616900973338e-11,-1.69316829050786e-09,1.18609303683105e-09,-1.14908955093437e-15,-1.0690575597115e-10,-1.0333369655841e-07,-1.74064498786035e-09,-1.79063498723908e-15,-1.00829725749547e-15,-1.0276964816319e-15,-3.5728585119316e-16,2.65865065751047e-16,-3.12418221939171e-15,-2.93634596902753e-15,-5.26529345526307e-15,4.6613075003844e-16,-3.05446272118877e-14,9.44301627843898e-15
"t47",-0.184918722002666,0.0324747374891832,-0.164301430234549,-0.0021182967391029,0.0106772993611737,-8.44889325756639e-06,-0.00021327565206351,0.000307288835166654,0.00228604448665453,-0.000384280270793973,-0.000176526628132947,6.51638486644865e-07,-0.229925039929745,0.000720328095363935,0.00194081011989175,0.000704835320745186,-0.0046276038218358,0.000121836177543213,-0.0438758175480721,-0.241644753624471,-0.00105183837512065,0.000159968592786274,-0.000716675947454866,0.0240002721463295,0.0149566241370434,0.00863888853413983,-1.07956955086996e-05,-0.0194765050706052,4.64211074995575e-05,-0.00158063935964909,-3.94021450437912e-06,3.18442597017844e-06,-3.36853058786028e-06,-8.97834839351617e-06,0.0108207677372602,-2.81226255207392e-05,0.00018489553682256,1.16451394509402e-16,1.25968363087189e-07,0.297302280582073,-6.65270137634427e-06,-6.64353213914626e-05,-0.00148123254950722,7.04092120285337e-07,-0.00162791044039295,-0.000276092453869562,-1.95374512268662e-05,-7.1141748660192e-05,-9.87676852414165e-06,-2.5932200897082e-16,6.11507382961838e-05,1.14233633667017e-05,6.02580423887779e-08,2.43422241606924e-16,4.36692327089759e-16,0.000109175978040562,1.99629251769541e-06,-4.8015633204273e-05,-7.27838958349534e-16,0.00186241816101039,-1.59147579655888e-05,1.13180978319132e-15,2.60687793624051e-05,-1.6408819590384e-14,0.213533298110898,-0.818101154840175,-4.98879507487982e-14,0.000128411650300681,-0.01532516641644,3.25235304523128e-09,0.0337166818233375,-0.0548308001548806,3.70555499665973e-16,-9.27302166300187e-07,-8.31293094135197e-07,6.85932786665979e-16,0.0808504735177722,-3.38936300260879e-15,1.66669564940029e-06,3.32614560478437e-09,-6.25548056181037e-05,3.12654740381981e-06,-1.18675203931182e-06,-2.07367313620352e-06,-2.34539231038148e-15,-2.37915239654994e-16,6.49581626198163e-17,-2.43704480891018e-15,3.41196361319845e-16,-3.52901223566237e-15,2.84777841594365e-17,1.08453389396684e-16,-9.51132993369273e-16,1.25502922722244e-16,-3.26417791059398e-11,-1.21121558946104e-09,8.44232224006755e-10,-1.37910143621439e-15,-7.59230667345682e-11,-7.32459784079323e-08,-1.23093516098488e-09,1.38508783848326e-15,-3.02675353024335e-15,-8.79889835885819e-16,-3.23615394104922e-16,-4.17557562598407e-17,-3.06646702478491e-15,-3.47245484832025e-15,-7.79003189919674e-15,6.00724311185983e-16,-3.03559648926879e-14,9.40432381910685e-15
"t66",-0.185369596058725,0.032699579807979,-0.16605107321518,-0.00214732350549206,0.010848500484291,-8.62169126345792e-06,-0.000217823461851808,0.000315104101436153,0.00235255866581324,-0.000398796206542608,-0.000183370182397964,6.79168081660154e-07,-0.241417139308873,0.000766083144628103,0.00207430888414302,0.000758538744625641,-0.00498144764153081,0.00013242647266295,-0.0478729998586815,-0.265394094957141,-0.00116132735211407,0.000179140007039468,-0.000805483989503017,0.0271105132255357,0.0169351187515815,0.00986474897688084,-1.24227187253699e-05,-0.0224392814722175,5.50498431944158e-05,-0.00187640694797842,-4.72426143481629e-06,3.87815079555976e-06,-4.14038767947356e-06,-1.11137861642296e-05,0.0134855649973224,-3.58295458864654e-05,0.000237394592953596,2.48185894410881e-16,1.6476724675513e-07,0.39578947397472,-9.02575221010591e-06,-9.02600436999586e-05,-0.00204672205686059,9.92714468941681e-07,-0.00233886234501333,-0.000403722667238987,-2.89478882002535e-05,-0.000111153897796425,-1.69338279583475e-05,3.66618684815744e-16,0.000134085787089214,3.07387778535691e-05,1.67341879485588e-07,1.76651393307116e-16,-9.85876831241876e-18,0.000329268250619827,6.13939449235865e-06,-0.000190046779174146,5.48926616582747e-16,-0.00551526359294491,4.31916098812513e-05,-1.4050836696077e-16,-3.55640057294502e-05,7.22436465167747e-15,-0.0984316707740188,0.35842573262753,2.2496183854661e-14,-3.6156140658454e-05,0.00254303917837209,3.9465773849589e-12,0.000460210152014881,-0.00531610897351831,-5.67506405269133e-16,-1.10965525679967e-07,-1.38823378855597e-07,-4.39405725505251e-16,0.0169473960204995,-1.79849233442205e-15,4.32314327029491e-07,9.04492131251121e-10,-1.9064257421389e-05,9.64995201572816e-07,-3.75616698332411e-07,-6.8868051627837e-07,2.5230563006881e-15,0.707106781186547,3.47414001285916e-15,6.22254819352812e-15,-7.15078739133727e-16,5.80399985798728e-15,-9.23756064980773e-16,9.48881155779191e-16,-5.53491288659254e-16,5.84976920554076e-17,-1.94082406786079e-11,-7.20641667223594e-10,5.09394584009121e-10,-2.29892020482366e-15,-4.61048645726232e-11,-4.47208352360247e-08,-7.56682481802924e-10,-1.47085936928734e-15,-4.72860816450934e-15,-1.12363424887937e-15,-9.10192891256665e-17,2.34984092087196e-16,-2.72645156361318e-15,-2.62811248289213e-15,-2.07155577489529e-15,-8.83391557900272e-16,-3.06653404747011e-14,9.93336435577973e-15
"t67",-0.185369596058725,0.0326995798079789,-0.16605107321518,-0.00214732350549196,0.0108485004842908,-8.62169126349706e-06,-0.000217823461851825,0.000315104101436169,0.00235255866581335,-0.000398796206542644,-0.000183370182397899,6.79168081687284e-07,-0.241417139308873,0.000766083144627671,0.00207430888414305,0.000758538744625584,-0.00498144764153047,0.000132426472662984,-0.0478729998586812,-0.265394094957142,-0.00116132735211478,0.000179140007039468,-0.000805483989502697,0.0271105132255359,0.0169351187515816,0.00986474897688045,-1.24227187253509e-05,-0.0224392814722176,5.5049843194427e-05,-0.0018764069479793,-4.72426143464585e-06,3.87815079651234e-06,-4.14038767933603e-06,-1.11137861641883e-05,0.0134855649973223,-3.58295458862913e-05,0.000237394592952717,-1.24614153680175e-16,1.64767245593645e-07,0.39578947397472,-9.02575220984738e-06,-9.02600436998953e-05,-0.0020467220568603,9.92714468301029e-07,-0.00233886234501286,-0.00040372266723891,-2.89478882002641e-05,-0.000111153897796856,-1.69338279583339e-05,8.90629285724175e-17,0.000134085787089288,3.07387778523594e-05,1.6734187941715e-07,-7.31487924921864e-17,-1.22618797781335e-16,0.000329268250619254,6.13939449213114e-06,-0.000190046779174936,9.75007150467367e-17,-0.00551526359294672,4.31916098811042e-05,-6.74803197754922e-16,-3.5564005730182e-05,6.62415032899068e-15,-0.0984316707740227,0.358425732627529,2.18109936401645e-14,-3.615614065879e-05,0.00254303917836703,3.94762249771562e-12,0.000460210152010362,-0.00531610897351751,1.68016233912713e-16,-1.10965525795381e-07,-1.3882337915075e-07,3.58036457637912e-16,0.0169473960204984,-9.12539977488988e-17,4.32314327349887e-07,9.04486564796522e-10,-1.90642574132214e-05,9.64995201537173e-07,-3.75616699897836e-07,-6.8868051642616e-07,1.55855004804745e-15,-0.707106781186549,-2.51586014557016e-15,-6.2743997274541e-15,3.10690716906172e-16,2.41781963288056e-15,5.88682323581451e-16,-7.23392221122608e-16,7.18584609710535e-16,2.43626656765802e-16,-1.94071083420411e-11,-7.20641175943637e-10,5.09394666654126e-10,-2.73920238333385e-16,-4.60979606266634e-11,-4.47208354843663e-08,-7.56684449088613e-10,-1.49167605099875e-15,1.37761847092952e-15,-5.46358182145513e-16,-1.31313003193638e-15,3.37418769705792e-17,-2.73769232398127e-15,-3.17628454533147e-15,-1.10574233804554e-14,2.46913006657671e-15,-3.02184890564282e-14,9.4468398816474e-15
"t110",-0.185214909577959,0.0326221754627484,-0.165446983031875,-0.00213727718258782,0.0107891351147544,-8.56155386196455e-06,-0.000216239574334986,0.000312372752036655,0.00232923887645729,-0.000393667178591777,-0.00018094988041606,6.69400229299974e-07,-0.237309018831513,0.000749497130332968,0.00202563690080901,0.00073879334929306,-0.00485130705581768,0.000128481860417378,-0.0463762209328064,-0.256416106720591,-0.00111960268494607,0.000171659360998361,-0.000770602383961745,0.0258771820827508,0.0161468932139469,0.00936770728433945,-1.17514310430666e-05,-0.0212133128142253,5.1171711739295e-05,-0.00174299687653471,-4.35726620469715e-06,3.52972153770225e-06,-3.73240277703487e-06,-9.93272602799563e-06,0.0119362630273295,-3.01968011045489e-05,0.000194141730256728,-1.54344455081573e-16,1.1269989337072e-07,-0.546949235485572,-1.14467532272964e-05,-0.000112171767288805,-0.0022419853022197,1.02762923850295e-06,-0.00235451624410146,-0.000399421839993129,-2.83542339876145e-05,-0.000105882254600678,-1.56504578920949e-05,1.34461857688432e-16,0.00011776870954257,2.6181438370409e-05,1.4194140983163e-07,6.64596757192616e-18,-7.57710168457491e-17,0.000276442953270766,5.14258691743687e-06,-0.000155090843116831,-2.4018447914378e-17,-0.00357010709958342,2.75839459059371e-05,1.81869499849026e-17,-1.90716737558642e-05,8.33756788959132e-16,-0.0132912055214383,0.0370905041463944,2.59467168992327e-15,9.04791352386656e-06,-0.0023894087920012,9.08411658548611e-10,0.00972664360108691,-0.0191847702578729,-5.80019189574203e-16,-3.39967152138186e-07,-3.33737802187914e-07,2.10276641137186e-16,0.0349939139168826,-1.62138945794213e-15,7.82360898391677e-07,1.59198276247724e-09,-3.14482744759328e-05,1.5807285100156e-06,-6.06848815217753e-07,-1.08410841619847e-06,-2.26242420709521e-16,-4.26216142201578e-16,4.90051025839809e-16,-5.40771180201947e-15,3.38362731937799e-16,-2.08100880022917e-15,-4.16513419232626e-16,-1.93738459044693e-16,-3.28668781909373e-15,-3.87718678989498e-16,-2.33197333188721e-11,-8.65677153862869e-10,6.08534921314646e-10,-1.85550814097857e-15,-5.49310502657912e-11,-5.31778408179245e-08,-8.9739558002221e-10,-4.18565865157141e-15,1.21981617282318e-15,-1.19611883305e-15,-5.3136146497392e-15,-1.05634348301696e-15,-1.36347125841126e-15,-6.98630483102848e-15,-8.09187928434646e-14,9.89702157498843e-14,0.707106781186517,6.14292415086117e-14
"t111",-0.185214909577959,0.0326221754627484,-0.165446983031875,-0.00213727718258782,0.0107891351147544,-8.56155386190331e-06,-0.000216239574335041,0.000312372752036693,0.00232923887645727,-0.000393667178591654,-0.000180949880416184,6.69400229334023e-07,-0.237309018831513,0.000749497130332967,0.00202563690080911,0.000738793349293032,-0.00485130705581751,0.000128481860417387,-0.0463762209328066,-0.256416106720592,-0.00111960268494624,0.000171659360998319,-0.000770602383961672,0.0258771820827507,0.0161468932139467,0.00936770728433904,-1.1751431043098e-05,-0.0212133128142253,5.11717117392356e-05,-0.00174299687653441,-4.35726620462689e-06,3.5297215376166e-06,-3.73240277688113e-06,-9.93272602786374e-06,0.0119362630273293,-3.01968011042783e-05,0.000194141730256007,-3.33816653822697e-16,1.12699892646246e-07,-0.546949235485572,-1.14467532271944e-05,-0.000112171767288746,-0.00224198530221955,1.0276292382306e-06,-0.00235451624410131,-0.000399421839992975,-2.83542339876316e-05,-0.000105882254600775,-1.56504578921019e-05,2.17728583935497e-16,0.000117768709542173,2.61814383718257e-05,1.41941409789594e-07,-9.74375427241035e-17,6.29599047494368e-17,0.000276442953270221,5.14258691727213e-06,-0.000155090843116514,2.30319945831569e-17,-0.00357010709958274,2.7583945905845e-05,-7.20186692379979e-17,-1.90716737551814e-05,9.72534667040855e-16,-0.0132912055214389,0.0370905041463939,2.49512582708083e-15,9.0479135236952e-06,-0.00238940879200367,9.08413150844974e-10,0.00972664360108552,-0.0191847702578736,-1.81033416194096e-16,-3.3996715161945e-07,-3.33737802241534e-07,-2.08901728095781e-16,0.0349939139168799,-1.7420964812111e-15,7.82360898575788e-07,1.59198390605881e-09,-3.14482744819202e-05,1.58072851015058e-06,-6.06848817570906e-07,-1.08410841683847e-06,-1.39197659656411e-15,-9.16805572296435e-16,3.75559290599849e-16,6.50636903094265e-15,-1.18750318391197e-16,4.24726244013422e-15,1.92804387271675e-16,2.88514973057261e-16,1.97227398521776e-15,4.54519623371861e-16,-2.33202309600989e-11,-8.65676576919929e-10,6.08536421779302e-10,-6.13605386348267e-16,-5.49379401630743e-11,-5.31778459539846e-08,-8.97395244216634e-10,3.31528565855188e-15,-4.90028825042301e-15,-4.95424875120303e-16,4.35303462394624e-15,1.11284766770728e-15,-4.27198420191474e-15,1.09056063874103e-15,6.62273912827923e-14,-9.8433638677447e-14,-0.707106781186578,-4.21283856416216e-14
